stock_code,description,abc_class,period_type,period,model,forecast,safety_stock,target_inventory,actual,n_months,months_included,complete,source,run_id
21462,"NURSERY A,B,C PAINTED LETTERS",B,quarter,2011-Q4,M2_gbm_poisson,63.307791,72.025113,137,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21463,MIRRORED DISCO BALL,A,quarter,2011-Q4,M2_gbm_poisson,243.090046,69.639609,314,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21464,DISCO BALL ROTATOR BATTERY OPERATED,B,quarter,2011-Q4,M2_gbm_poisson,148.524201,75.323625,225,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21465,PINK FLOWER CROCHET FOOD COVER,B,quarter,2011-Q4,M2_gbm_poisson,101.409171,105.258291,209,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21466,RED FLOWER CROCHET FOOD COVER,B,quarter,2011-Q4,M2_gbm_poisson,89.858516,187.310630,278,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21467,CHERRY CROCHET FOOD COVER,B,quarter,2011-Q4,M2_gbm_poisson,64.585737,91.833633,158,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21468,BUTTERFLY CROCHET FOOD COVER,B,quarter,2011-Q4,M2_gbm_poisson,37.712908,88.541707,127,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21469,POLKA DOT RAFFIA FOOD COVER,B,quarter,2011-Q4,M2_gbm_poisson,62.926446,156.313678,221,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21470,FLOWER VINE RAFFIA FOOD COVER,A,quarter,2011-Q4,M2_gbm_poisson,124.141142,131.119369,257,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21471,STRAWBERRY RAFFIA FOOD COVER,A,quarter,2011-Q4,M2_gbm_poisson,158.405478,231.099941,391,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21472,LADYBIRD + BEE RAFFIA FOOD COVER,A,quarter,2011-Q4,M2_gbm_poisson,7.156073,70.182209,78,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21473,SWEETHEART CREAM STEEL TABLE RECT,B,quarter,2011-Q4,M2_gbm_poisson,18.409065,22.627506,42,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21476,STEEL SWEETHEART ROUND TABLE CREAM,B,quarter,2011-Q4,M2_gbm_poisson,13.208143,30.643243,46,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21479,WHITE SKULL HOT WATER BOTTLE,A,quarter,2011-Q4,M2_gbm_poisson,1201.720424,121.122394,1325,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21481,FAWN BLUE HOT WATER BOTTLE,A,quarter,2011-Q4,M2_gbm_poisson,1085.450508,1130.878221,2218,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21484,CHICK GREY HOT WATER BOTTLE,A,quarter,2011-Q4,M2_gbm_poisson,677.651125,717.205561,1397,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21485,RETROSPOT HEART HOT WATER BOTTLE,A,quarter,2011-Q4,M2_gbm_poisson,1599.768530,1112.669181,2714,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21494,ROTATING LEAVES T-LIGHT HOLDER,A,quarter,2011-Q4,M2_gbm_poisson,936.007592,237.711866,1175,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21495,SKULLS AND CROSSBONES WRAP,A,quarter,2011-Q4,M2_gbm_poisson,1244.725607,1456.228214,2702,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21497,FANCY FONTS BIRTHDAY WRAP,A,quarter,2011-Q4,M2_gbm_poisson,3236.482199,1858.853588,5096,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21498,RED RETROSPOT WRAP,A,quarter,2011-Q4,M2_gbm_poisson,2620.932703,1599.073048,4222,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21499,BLUE POLKADOT WRAP,A,quarter,2011-Q4,M2_gbm_poisson,1653.120558,1410.249095,3065,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21500,PINK POLKADOT WRAP,A,quarter,2011-Q4,M2_gbm_poisson,1519.737779,1410.710896,2932,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21503,TOYBOX  WRAP,C,quarter,2011-Q4,M2_gbm_poisson,189.708377,266.181568,457,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21504,SKULLS GREETING CARD,B,quarter,2011-Q4,M2_gbm_poisson,705.633641,1106.699650,1814,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21506,"FANCY FONT BIRTHDAY CARD,",A,quarter,2011-Q4,M2_gbm_poisson,1232.587157,899.309595,2133,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21507,"ELEPHANT, BIRTHDAY CARD,",B,quarter,2011-Q4,M2_gbm_poisson,824.086036,664.001540,1489,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21508,VINTAGE KID DOLLY CARD,B,quarter,2011-Q4,M2_gbm_poisson,589.128880,485.621054,1076,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21509,COWBOYS AND INDIANS BIRTHDAY CARD,B,quarter,2011-Q4,M2_gbm_poisson,958.417935,907.278391,1867,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21518,BANK ACCOUNT  GREETING  CARD,C,quarter,2011-Q4,M2_gbm_poisson,12.291447,123.516594,138,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21519,GIN & TONIC DIET GREETING CARD,B,quarter,2011-Q4,M2_gbm_poisson,792.718461,575.462147,1370,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21520,BOOZE & WOMEN GREETING CARD,C,quarter,2011-Q4,M2_gbm_poisson,141.427123,128.033783,270,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21523,DOORMAT FANCY FONT HOME SWEET HOME,A,quarter,2011-Q4,M2_gbm_poisson,1115.119524,1005.013692,2122,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21524,DOORMAT SPOTTY HOME SWEET HOME,A,quarter,2011-Q4,M2_gbm_poisson,621.177937,304.891068,927,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21527,RED RETROSPOT TRADITIONAL TEAPOT,A,quarter,2011-Q4,M2_gbm_poisson,3.550655,78.731142,84,0.000000,2,2011-10;2011-11,False,holdout_simulation,20260824T181001Z-27103c
21528,DAIRY MAID TRADITIONAL TEAPOT,A,quarter,2011-Q4,M2_gbm_poisson,84.375483,78.956329,164,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21530,DAIRY MAID TOASTRACK,C,quarter,2011-Q4,M2_gbm_poisson,283.218793,244.177216,529,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21531,RED RETROSPOT SUGAR JAM BOWL,A,quarter,2011-Q4,M2_gbm_poisson,396.610032,308.475027,707,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21533,RETRO SPOT LARGE MILK JUG,A,quarter,2011-Q4,M2_gbm_poisson,265.193674,205.816252,472,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21534,DAIRY MAID LARGE MILK JUG,A,quarter,2011-Q4,M2_gbm_poisson,130.796709,80.469625,213,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21535,RED RETROSPOT SMALL MILK JUG,A,quarter,2011-Q4,M2_gbm_poisson,686.176516,557.614342,1245,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21537,RED RETROSPOT PUDDING BOWL,A,quarter,2011-Q4,M2_gbm_poisson,71.997095,122.035340,196,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21539,RED RETROSPOT BUTTER DISH,A,quarter,2011-Q4,M2_gbm_poisson,286.381835,289.707630,578,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21544,SKULLS  WATER TRANSFER TATTOOS,A,quarter,2011-Q4,M2_gbm_poisson,653.885223,635.435969,1291,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21555,CERAMIC STRAWBERRY TRINKET TRAY,B,quarter,2011-Q4,M2_gbm_poisson,64.898436,101.857820,168,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21556,CERAMIC STRAWBERRY MONEY BOX,A,quarter,2011-Q4,M2_gbm_poisson,41.803689,234.003323,278,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21557,SET OF 6 FUNKY BEAKERS,B,quarter,2011-Q4,M2_gbm_poisson,100.679592,77.875846,180,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21558,SKULL LUNCH BOX WITH CUTLERY,A,quarter,2011-Q4,M2_gbm_poisson,597.356586,486.261925,1085,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,A,quarter,2011-Q4,M2_gbm_poisson,996.674651,1036.024197,2034,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21561,DINOSAUR LUNCH BOX WITH CUTLERY,A,quarter,2011-Q4,M2_gbm_poisson,348.394983,511.929913,862,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21562,HAWAIIAN GRASS SKIRT,C,quarter,2011-Q4,M2_gbm_poisson,129.936916,188.656964,320,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21563,RED HEART SHAPE LOVE BUCKET,A,quarter,2011-Q4,M2_gbm_poisson,169.867515,212.133354,384,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21564,PINK  HEART SHAPE LOVE BUCKET,A,quarter,2011-Q4,M2_gbm_poisson,115.452320,178.200466,294,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21576,LETS GO SHOPPING COTTON TOTE BAG,B,quarter,2011-Q4,M2_gbm_poisson,108.236139,133.058856,242,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21577,SAVE THE PLANET COTTON TOTE BAG,A,quarter,2011-Q4,M2_gbm_poisson,169.619223,316.496349,488,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21578,WOODLAND DESIGN  COTTON TOTE BAG,A,quarter,2011-Q4,M2_gbm_poisson,72.793562,109.260959,183,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21579,LOLITA  DESIGN  COTTON TOTE BAG,B,quarter,2011-Q4,M2_gbm_poisson,77.204242,90.237185,168,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21580,RABBIT  DESIGN  COTTON TOTE BAG,B,quarter,2011-Q4,M2_gbm_poisson,82.868542,94.023622,178,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21581,SKULLS  DESIGN  COTTON TOTE BAG,B,quarter,2011-Q4,M2_gbm_poisson,141.365690,133.405472,276,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21584,RETROSPOT SMALL TUBE MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,313.776380,305.497244,621,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21586,KINGS CHOICE GIANT TUBE MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,123.492397,246.946952,372,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21587,COSY HOUR GIANT TUBE MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,95.398703,281.572190,378,,2,2011-11;2011-12,False,mixed,20260824T181001Z-27103c
21588,RETROSPOT GIANT TUBE MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,561.318017,211.806069,775,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21591,COSY HOUR CIGAR BOX MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,780.190591,267.618001,1049,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21592,RETROSPOT CIGAR BOX MATCHES,A,quarter,2011-Q4,M2_gbm_poisson,500.598891,244.863161,747,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,A,quarter,2011-Q4,M2_gbm_poisson,32.197556,197.425810,231,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,B,quarter,2011-Q4,M2_gbm_poisson,72.959744,104.334058,179,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,A,quarter,2011-Q4,M2_gbm_poisson,3.735726,111.393979,117,0.000000,2,2011-10;2011-11,False,holdout_simulation,20260824T181001Z-27103c
21615,4 LAVENDER BOTANICAL DINNER CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,325.602698,90.344927,417,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21616,4 PEAR BOTANICAL DINNER CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,348.723917,98.040222,449,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21617,4 LILY  BOTANICAL DINNER CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,209.304782,83.779732,295,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21618,4 WILDFLOWER BOTANICAL CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,181.436398,79.804539,263,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21619,4 VANILLA BOTANICAL CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,439.253712,90.708933,532,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21620,SET OF 4 ROSE BOTANICAL CANDLES,B,quarter,2011-Q4,M2_gbm_poisson,308.086982,139.591652,449,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21621,VINTAGE UNION JACK BUNTING,A,quarter,2011-Q4,M2_gbm_poisson,485.895320,1520.624859,2009,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21622,VINTAGE UNION JACK CUSHION COVER,A,quarter,2011-Q4,M2_gbm_poisson,51.531992,277.436077,330,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21623,VINTAGE UNION JACK MEMOBOARD,A,quarter,2011-Q4,M2_gbm_poisson,189.931669,911.981650,1103,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21624,VINTAGE UNION JACK DOORSTOP,A,quarter,2011-Q4,M2_gbm_poisson,90.435105,129.725899,222,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21625,VINTAGE UNION JACK APRON,A,quarter,2011-Q4,M2_gbm_poisson,121.163923,59.846885,182,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21626,VINTAGE UNION JACK PENNANT,B,quarter,2011-Q4,M2_gbm_poisson,96.510329,179.973585,278,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21627,ELEPHANT CARNIVAL POUFFE,B,quarter,2011-Q4,M2_gbm_poisson,25.947688,26.294598,54,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21628,TRIANGULAR POUFFE VINTAGE,B,quarter,2011-Q4,M2_gbm_poisson,39.347788,32.231779,73,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21629,SQUARE FLOOR CUSHION VINTAGE RED,B,quarter,2011-Q4,M2_gbm_poisson,59.336100,36.522214,97,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21630,FLOOR CUSHION ELEPHANT CARNIVAL,B,quarter,2011-Q4,M2_gbm_poisson,52.028336,39.538350,93,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21631,HIPPY CHIC DECORATIVE PARASOL,B,quarter,2011-Q4,M2_gbm_poisson,8.686231,26.775420,37,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21633,SUNFLOWER DECORATIVE PARASOL,B,quarter,2011-Q4,M2_gbm_poisson,23.677289,52.863998,78,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21634,ASSORTED MINI MADRAS NOTEBOOK,B,quarter,2011-Q4,M2_gbm_poisson,178.884082,186.681351,367,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21635,MADRAS NOTEBOOK LARGE,C,quarter,2011-Q4,M2_gbm_poisson,14.762121,37.828277,54,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21636,MADRAS NOTEBOOK MEDIUM,C,quarter,2011-Q4,M2_gbm_poisson,476.856812,44.594013,524,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21637,ASSORTED SANSKRIT MINI NOTEBOOK,B,quarter,2011-Q4,M2_gbm_poisson,19.763402,247.082815,269,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,B,quarter,2011-Q4,M2_gbm_poisson,140.565875,169.585495,311,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,B,quarter,2011-Q4,M2_gbm_poisson,246.764741,209.744059,458,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,C,quarter,2011-Q4,M2_gbm_poisson,384.976821,211.056864,597,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21642,ASSORTED TUTTI FRUTTI PEN,B,quarter,2011-Q4,M2_gbm_poisson,945.919978,715.409776,1663,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21643,ASSORTED TUTTI FRUTTI MIRROR,B,quarter,2011-Q4,M2_gbm_poisson,148.008182,183.119187,333,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21644,ASSORTED TUTTI FRUTTI HEART BOX,B,quarter,2011-Q4,M2_gbm_poisson,50.649185,114.569414,167,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,B,quarter,2011-Q4,M2_gbm_poisson,68.759184,126.733427,198,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,A,quarter,2011-Q4,M2_gbm_poisson,280.328404,276.835728,558,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21650,ASSORTED TUTTI FRUTTI BRACELET,C,quarter,2011-Q4,M2_gbm_poisson,782.461474,495.415774,1279,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21654,RIDGED GLASS FINGER BOWL,C,quarter,2011-Q4,M2_gbm_poisson,67.355671,79.794645,148,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21656,RIDGED GLASS POSY VASE,B,quarter,2011-Q4,M2_gbm_poisson,4.290802,166.282941,172,0.000000,2,2011-10;2011-11,False,holdout_simulation,20260824T181001Z-27103c
21658,GLASS  BEURRE DISH,A,quarter,2011-Q4,M2_gbm_poisson,18.804892,240.752746,261,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21662,VINTAGE GLASS COFFEE CADDY,B,quarter,2011-Q4,M2_gbm_poisson,8.000788,48.376836,59,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21664,RIDGED GLASS STORAGE JAR CREAM LID,B,quarter,2011-Q4,M2_gbm_poisson,22.614654,41.460143,66,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21666,RIDGED GLASS T-LIGHT HOLDER,B,quarter,2011-Q4,M2_gbm_poisson,146.073904,210.532500,359,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21668,RED STRIPE CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,1376.015739,1247.607071,2625,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21669,BLUE STRIPE CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,1427.029508,1062.413853,2491,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21670,BLUE SPOT CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,1104.662010,925.820290,2032,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21671,RED SPOT CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,955.582840,799.308853,1757,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,1185.304212,1355.603805,2542,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,A,quarter,2011-Q4,M2_gbm_poisson,1077.606782,1174.009190,2253,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21675,BUTTERFLIES STICKERS,B,quarter,2011-Q4,M2_gbm_poisson,212.467494,140.378053,354,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21676,FLOWERS  STICKERS,C,quarter,2011-Q4,M2_gbm_poisson,117.672620,178.274530,298,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21677,HEARTS  STICKERS,B,quarter,2011-Q4,M2_gbm_poisson,236.410128,225.521578,464,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21678,PAISLEY PATTERN  STICKERS,C,quarter,2011-Q4,M2_gbm_poisson,90.590315,60.366785,152,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21679,SKULLS  STICKERS,A,quarter,2011-Q4,M2_gbm_poisson,366.336573,680.066844,1048,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21680,WOODLAND  STICKERS,B,quarter,2011-Q4,M2_gbm_poisson,341.035647,229.106773,572,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21682,LARGE MEDINA STAMPED METAL BOWL,B,quarter,2011-Q4,M2_gbm_poisson,93.353052,37.406116,133,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21683,MEDIUM MEDINA STAMPED METAL BOWL,B,quarter,2011-Q4,M2_gbm_poisson,148.781922,143.770691,295,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21684,SMALL MEDINA STAMPED METAL BOWL,B,quarter,2011-Q4,M2_gbm_poisson,151.159264,232.985943,385,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21686,MEDINA STAMPED METAL STOOL,B,quarter,2011-Q4,M2_gbm_poisson,11.791515,26.107289,39,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21688,SILVER PLATE CANDLE BOWL SMALL,B,quarter,2011-Q4,M2_gbm_poisson,96.456322,115.862923,214,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21689,SILVER VANILLA  FLOWER CANDLE POT,B,quarter,2011-Q4,M2_gbm_poisson,37.564166,75.671058,114,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21693,SMALL HAMMERED SILVER CANDLEPOT,B,quarter,2011-Q4,M2_gbm_poisson,157.592675,160.337974,319,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21694,SMALL REGAL  SILVER CANDLEPOT,B,quarter,2011-Q4,M2_gbm_poisson,77.718344,55.838362,135,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21695,SMALL SILVER FLOWER CANDLE POT,B,quarter,2011-Q4,M2_gbm_poisson,135.959878,43.505819,181,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21696,SMALL SILVER TRELLIS CANDLEPOT,B,quarter,2011-Q4,M2_gbm_poisson,64.460991,85.327035,151,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21698,MOCK LOBSTER FRIDGE MAGNET,C,quarter,2011-Q4,M2_gbm_poisson,194.525131,127.732333,324,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21700,BIG DOUGHNUT FRIDGE MAGNETS,A,quarter,2011-Q4,M2_gbm_poisson,132.245878,398.793326,533,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21703,BAG 125g SWIRLY MARBLES,A,quarter,2011-Q4,M2_gbm_poisson,3035.989336,1977.770123,5016,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21704,BAG 250g SWIRLY MARBLES,A,quarter,2011-Q4,M2_gbm_poisson,1351.567557,2040.754308,3394,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21705,BAG 500g SWIRLY MARBLES,B,quarter,2011-Q4,M2_gbm_poisson,261.374020,222.697464,486,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,A,quarter,2011-Q4,M2_gbm_poisson,131.094841,153.730553,286,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,A,quarter,2011-Q4,M2_gbm_poisson,75.923882,134.960432,212,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21708,FOLDING UMBRELLA CREAM POLKADOT,B,quarter,2011-Q4,M2_gbm_poisson,95.741069,71.454984,169,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,B,quarter,2011-Q4,M2_gbm_poisson,64.981187,66.621873,133,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,B,quarter,2011-Q4,M2_gbm_poisson,57.956498,83.443146,142,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,B,quarter,2011-Q4,M2_gbm_poisson,68.111043,40.823743,110,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21713,CITRONELLA CANDLE FLOWERPOT,A,quarter,2011-Q4,M2_gbm_poisson,136.551206,276.466895,414,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21714,CITRONELLA CANDLE GARDEN POT,A,quarter,2011-Q4,M2_gbm_poisson,253.576166,673.020674,928,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,A,quarter,2011-Q4,M2_gbm_poisson,185.769268,353.588409,540,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
21716,BOYS VINTAGE TIN SEASIDE BUCKET,A,quarter,2011-Q4,M2_gbm_poisson,142.063593,469.350146,612,,3,2011-10;2011-11;2011-12,True,mixed,20260824T181001Z-27103c
