stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
84231,EASTER BUNNY WITH BASKET ON BACK,2011-11,2011-12,M2_gbm_poisson,40.775190,13,4.333333,C,True,Forecast
84247E,PACK/12 XMAS FUN CARD,2011-11,2011-12,M2_gbm_poisson,36.492081,19,34.666667,C,True,Forecast
84247G,"DECOUPAGE,GREETING CARD,",2011-11,2011-12,M2_gbm_poisson,2.027923,0,0.000000,C,True,Forecast
84247K,"FOLK ART GREETING CARD,pack/12",2011-11,2011-12,M2_gbm_poisson,3.859888,0,1.000000,C,True,Forecast
84247N,PACK/12 BLUE FOLKART CARDS,2011-11,2011-12,M2_gbm_poisson,7.224999,4,3.333333,C,True,Forecast
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",2011-11,2011-12,M2_gbm_poisson,10.316044,1,1.666667,C,True,Forecast
84251B,"GREETING CARD, STICKY GORDON",2011-11,2011-12,M2_gbm_poisson,3.923932,0,0.333333,C,True,Forecast
84251C,"GREETING CARD, TWO SISTERS.",2011-11,2011-12,M2_gbm_poisson,2.851032,0,0.000000,C,True,Forecast
84251G,"GREETING CARD, OVERCROWDED POOL.",2011-11,2011-12,M2_gbm_poisson,21.162270,1,17.000000,C,True,Forecast
84279B,CHERRY BLOSSOM DECORATIVE FLASK,2011-11,2011-12,M2_gbm_poisson,2.100929,0,0.000000,B,True,Forecast
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2011-11,2011-12,M2_gbm_poisson,49.226930,48,37.333333,A,True,Forecast
84313C,ORANGE TV TRAY TABLE,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,B,True,Forecast
84341B,SMALL PINK MAGIC CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,47.186252,4,133.666667,C,True,Forecast
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2011-11,2011-12,M2_gbm_poisson,1148.712995,3064,1943.666667,A,True,Forecast
84352,SILVER CHRISTMAS TREE BAUBLE STAND,2011-11,2011-12,M2_gbm_poisson,2.771903,0,1.000000,A,True,Forecast
84356,POMPOM CURTAIN,2011-11,2011-12,M2_gbm_poisson,35.764848,36,17.333333,B,True,Forecast
84358,FLOOR LAMP SHADE WOOD BASE,2011-11,2011-12,M2_gbm_poisson,2.383144,0,0.000000,B,True,Forecast
84360,TABLE LAMP WHITE SHADE WOOD BASE,2011-11,2011-12,M2_gbm_poisson,10.623266,5,4.333333,C,True,Forecast
84375,SET OF 20 KIDS COOKIE CUTTERS,2011-11,2011-12,M2_gbm_poisson,266.984395,606,438.000000,A,True,Forecast
84378,SET OF 3 HEART COOKIE CUTTERS,2011-11,2011-12,M2_gbm_poisson,621.600047,1390,757.000000,A,True,Forecast
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2011-11,2011-12,M2_gbm_poisson,328.735191,503,508.666667,A,True,Forecast
84387A,BIRD ON BRANCH CANVAS SCREEN,2011-11,2011-12,M2_gbm_poisson,3.771091,0,0.000000,C,True,Forecast
84402B,PURPLE DRESS JEWELLERY STAND,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,C,True,Forecast
84406B,CREAM CUPID HEARTS COAT HANGER,2011-11,2011-12,M2_gbm_poisson,63.385185,79,73.000000,A,True,Forecast
84415A,PINK FLOCK SUEDE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
84415B,BLUE FLOCK CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,2.039099,0,0.000000,C,True,Forecast
84422,PINK/BLUE DISC/MIRROR STRING,2011-11,2011-12,M2_gbm_poisson,7.203522,0,5.666667,C,True,Forecast
84429A,MEDIUM PINK BUDDHA HEAD,2011-11,2011-12,M2_gbm_poisson,16.180824,13,5.000000,C,True,Forecast
84452,METAL RABBIT LADDER EASTER,2011-11,2011-12,M2_gbm_poisson,7.712425,0,4.000000,C,True,Forecast
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,2011-11,2011-12,M2_gbm_poisson,16.338818,12,4.000000,C,True,Forecast
84459A,PINK METAL CHICKEN HEART,2011-11,2011-12,M2_gbm_poisson,6.905150,0,3.000000,B,True,Forecast
84465,15 PINK FLUFFY CHICKS IN BOX,2011-11,2011-12,M2_gbm_poisson,4.652399,1,0.333333,C,True,Forecast
84466,TOP SECRET PEN SET,2011-11,2011-12,M2_gbm_poisson,2.039099,0,0.000000,B,True,Forecast
84497,BUTTONS AND STRIPES NOTEBOOK,2011-11,2011-12,M2_gbm_poisson,4.826633,1,0.333333,C,True,Forecast
84507B,STRIPES DESIGN MONKEY DOLL,2011-11,2011-12,M2_gbm_poisson,3.486507,0,0.666667,B,True,Forecast
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,2011-11,2011-12,M2_gbm_poisson,4.589087,0,1.666667,C,True,Forecast
84508A,CAMOUFLAGE DESIGN TEDDY,2011-11,2011-12,M2_gbm_poisson,11.207557,0,80.333333,A,True,Forecast
84508B,STRIPES DESIGN TEDDY,2011-11,2011-12,M2_gbm_poisson,15.238527,8,5.666667,C,True,Forecast
84508C,BLUE CIRCLES DESIGN TEDDY,2011-11,2011-12,M2_gbm_poisson,26.803858,19,10.666667,C,True,Forecast
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2011-11,2011-12,M2_gbm_poisson,71.391625,88,78.666667,A,True,Forecast
84509B,SET OF 4 FAIRY CAKE PLACEMATS,2011-11,2011-12,M2_gbm_poisson,36.614792,27,17.000000,B,True,Forecast
84509C,SET OF 4 POLKADOT PLACEMATS,2011-11,2011-12,M2_gbm_poisson,22.105109,14,10.333333,B,True,Forecast
84509E,SET OF 4 CAROUSEL PLACEMATS,2011-11,2011-12,M2_gbm_poisson,3.838161,0,1.666667,C,True,Forecast
84509G,SET OF 4 FAIRY CAKE PLACEMATS,2011-11,2011-12,M2_gbm_poisson,23.987054,18,13.333333,B,True,Forecast
84510A,SET OF 4 ENGLISH ROSE COASTERS,2011-11,2011-12,M2_gbm_poisson,77.645073,129,115.333333,B,True,Forecast
84510C,SET OF 4 POLKADOT COASTERS,2011-11,2011-12,M2_gbm_poisson,28.361164,15,9.333333,C,True,Forecast
84510E,SET OF 4 GREEN CAROUSEL COASTERS,2011-11,2011-12,M2_gbm_poisson,14.166714,10,5.333333,C,True,Forecast
84519A,TOMATO CHARLIE+LOLA COASTER SET,2011-11,2011-12,M2_gbm_poisson,60.021690,103,45.000000,B,True,Forecast
84519B,CARROT CHARLIE+LOLA COASTER SET,2011-11,2011-12,M2_gbm_poisson,61.848782,84,48.333333,B,True,Forecast
84522,PINK PARTY SUNGLASSES,2011-11,2011-12,M2_gbm_poisson,5.117262,1,0.333333,C,True,Forecast
84527,FLAMES SUNGLASSES PINK LENSES,2011-11,2011-12,M2_gbm_poisson,5.295298,1,0.333333,C,True,Forecast
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2011-11,2011-12,M2_gbm_poisson,82.380562,166,182.333333,B,True,Forecast
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2011-11,2011-12,M2_gbm_poisson,236.033207,555,348.666667,B,True,Forecast
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2011-11,2011-12,M2_gbm_poisson,198.097621,159,220.000000,B,True,Forecast
84539,KNITTED RABBIT DOLL,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,C,True,Forecast
84548,CROCHET BEAR RED/BLUE  KEYRING,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
84549,CROCHET WHITE RABBIT KEYRING,2011-11,2011-12,M2_gbm_poisson,4.771645,1,0.333333,C,True,Forecast
84550,CROCHET LILAC/RED BEAR KEYRING,2011-11,2011-12,M2_gbm_poisson,5.295226,1,0.333333,C,True,Forecast
84551,CROCHET DOG KEYRING,2011-11,2011-12,M2_gbm_poisson,8.061237,0,4.000000,C,True,Forecast
84558A,3D DOG PICTURE PLAYING CARDS,2011-11,2011-12,M2_gbm_poisson,50.252168,49,33.666667,B,True,Forecast
84559A,3D SHEET OF DOG STICKERS,2011-11,2011-12,M2_gbm_poisson,56.680514,72,48.666667,B,True,Forecast
84559B,3D SHEET OF CAT STICKERS,2011-11,2011-12,M2_gbm_poisson,14.236679,1,7.000000,B,True,Forecast
84563B,BLUE & WHITE BREAKFAST TRAY,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,C,True,Forecast
84568,GIRLS ALPHABET IRON ON PATCHES,2011-11,2011-12,M2_gbm_poisson,441.531423,1076,893.000000,A,True,Forecast
84569A,PACK 3 IRON ON DOG PATCHES,2011-11,2011-12,M2_gbm_poisson,17.418145,12,12.000000,C,True,Forecast
84569D,PACK 6 HEART/ICE-CREAM PATCHES,2011-11,2011-12,M2_gbm_poisson,34.334908,25,12.333333,B,True,Forecast
84576,BLUE CAT BISCUIT BARREL PINK HEART,2011-11,2011-12,M2_gbm_poisson,2.949678,0,0.000000,C,True,Forecast
84580,MOUSE TOY WITH PINK T-SHIRT,2011-11,2011-12,M2_gbm_poisson,62.032213,70,48.666667,B,True,Forecast
84581,DOG TOY WITH PINK CROCHET SKIRT,2011-11,2011-12,M2_gbm_poisson,43.959681,30,26.333333,B,True,Forecast
84584,PINK GINGHAM CAT WITH SCARF,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,C,True,Forecast
84592,CROCHET ROSE PURSE WITH SUEDE BACK,2011-11,2011-12,M2_gbm_poisson,16.180824,13,7.000000,C,True,Forecast
84595E,LARGE TORTILLA DESIGN RED BOWL,2011-11,2011-12,M2_gbm_poisson,4.149691,0,0.000000,C,True,Forecast
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2011-11,2011-12,M2_gbm_poisson,292.301258,597,469.000000,B,True,Forecast
84596F,SMALL MARSHMALLOWS PINK BOWL,2011-11,2011-12,M2_gbm_poisson,218.025761,461,341.000000,B,True,Forecast
84596G,SMALL CHOCOLATES PINK BOWL,2011-11,2011-12,M2_gbm_poisson,88.084772,140,141.666667,B,True,Forecast
84596L,BISCUITS SMALL BOWL LIGHT BLUE,2011-11,2011-12,M2_gbm_poisson,10.659249,0,20.000000,C,True,Forecast
84597B,RETRO BROWN BALL ASHTRAY,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
84597C,RETRO PINK BALL ASHTRAY,2011-11,2011-12,M2_gbm_poisson,2.043465,0,0.000000,C,True,Forecast
84598,BOYS ALPHABET IRON ON PATCHES,2011-11,2011-12,M2_gbm_poisson,150.087715,424,177.000000,A,True,Forecast
84600,NEW BAROQUE JEWELLERY BOX,2011-11,2011-12,M2_gbm_poisson,19.473134,14,11.000000,C,True,Forecast
84609,TALL ROCOCO CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,29.894802,32,23.333333,C,True,Forecast
84616,SILVER ROCCOCO CHANDELIER,2011-11,2011-12,M2_gbm_poisson,5.080593,1,3.000000,B,True,Forecast
84617,NEW BAROQUE BLACK BOXES,2011-11,2011-12,M2_gbm_poisson,4.093567,1,0.333333,C,True,Forecast
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2011-11,2011-12,M2_gbm_poisson,15.477755,1,26.333333,B,True,Forecast
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,2011-11,2011-12,M2_gbm_poisson,9.019652,0,24.666667,C,True,Forecast
84629,WHITE 3 FRAME BIRDS AND TREE,2011-11,2011-12,M2_gbm_poisson,2.100929,0,0.000000,C,True,Forecast
84631,FRUIT TREE AND BIRDS WALL PLAQUE,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,B,True,Forecast
84632,DECORATIVE HANGING SHELVING UNIT,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,C,True,Forecast
84637,KITCHEN FLOWER POTS WALL PLAQUE,2011-11,2011-12,M2_gbm_poisson,4.748975,0,3.000000,B,True,Forecast
84638,SMALL KITCHEN FLOWER POTS PLAQUE,2011-11,2011-12,M2_gbm_poisson,2.955233,0,0.333333,B,True,Forecast
84658,WHITE STITCHED CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,9.801765,2,7.666667,B,True,Forecast
84659A,WHITE TRAVEL ALARM CLOCK,2011-11,2011-12,M2_gbm_poisson,22.623984,13,13.666667,B,True,Forecast
84660A,WHITE STITCHED WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,17.155994,0,99.666667,C,True,Forecast
84660B,BLACK STITCHED WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,10.810730,0,29.000000,C,True,Forecast
84660C,PINK STITCHED WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,9.014202,0,14.333333,C,True,Forecast
84661A,WHITE SQUARE TABLE CLOCK,2011-11,2011-12,M2_gbm_poisson,10.215934,2,4.666667,C,True,Forecast
84661B,BLACK SQUARE TABLE CLOCK,2011-11,2011-12,M2_gbm_poisson,42.926688,35,25.333333,C,True,Forecast
84661C,PINK SQUARE TABLE CLOCK,2011-11,2011-12,M2_gbm_poisson,5.961575,0,2.333333,C,True,Forecast
84663A,GRASS HOPPER WOODEN WALL CLOCK,2011-11,2011-12,M2_gbm_poisson,30.085963,21,10.333333,C,True,Forecast
84665,SQUARE CHERRY BLOSSOM CABINET,2011-11,2011-12,M2_gbm_poisson,14.433446,8,5.333333,B,True,Forecast
84673A,PINK FLY SWAT,2011-11,2011-12,M2_gbm_poisson,11.078996,4,2.333333,C,True,Forecast
84673B,BLUE FLY SWAT,2011-11,2011-12,M2_gbm_poisson,30.297470,19,11.000000,C,True,Forecast
84674,FLYING PIG WATERING CAN,2011-11,2011-12,M2_gbm_poisson,14.193342,5,6.666667,B,True,Forecast
84679,CLASSICAL ROSE TABLE LAMP,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,C,True,Forecast
84686,BEACH HUT MIRROR,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,B,True,Forecast
84687,BEACH HUT SHELF W 3 DRAWERS,2011-11,2011-12,M2_gbm_poisson,12.173899,1,7.000000,C,True,Forecast
84692,BOX OF 24 COCKTAIL PARASOLS,2011-11,2011-12,M2_gbm_poisson,364.390643,775,705.000000,A,True,Forecast
84706F,RED PEONY TABLE CLOCK,2011-11,2011-12,M2_gbm_poisson,10.357301,4,4.666667,C,True,Forecast
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2011-11,2011-12,M2_gbm_poisson,14.033369,10,6.000000,C,True,Forecast
84707B,PINK JEWELLED MIRROR TRINKET TRAY,2011-11,2011-12,M2_gbm_poisson,5.062608,0,3.000000,C,True,Forecast
84708B,PINK JEWELLED PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,16.592061,14,7.333333,C,True,Forecast
84709B,PINK OVAL JEWELLED MIRROR,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,B,True,Forecast
84711A,SILVER OVAL SHAPE TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,3.765574,2,1.333333,C,True,Forecast
84711B,PINK OVAL SHAPE TRINKET BOX,2011-11,2011-12,M2_gbm_poisson,6.294069,3,2.000000,C,True,Forecast
84712B,PINK JEWELLED PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,14.660226,8,3.666667,C,True,Forecast
84723,CHERRY BLOSSOM CANVAS ART PICTURE,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,C,True,Forecast
84725,FREESTYLE CANVAS ART PICTURE,2011-11,2011-12,M2_gbm_poisson,9.750741,0,9.666667,C,True,Forecast
84731,3 BIRDS CANVAS SCREEN,2011-11,2011-12,M2_gbm_poisson,2.064826,0,0.000000,C,True,Forecast
84732B,CUTE BIRD CEATURE SCREEN,2011-11,2011-12,M2_gbm_poisson,3.168712,0,0.000000,C,True,Forecast
84732D,CUTE RABBIT CEATURE SCREEN,2011-11,2011-12,M2_gbm_poisson,2.880834,0,0.000000,C,True,Forecast
84744,S/6 SEW ON CROCHET FLOWERS,2011-11,2011-12,M2_gbm_poisson,5.821076,1,1.666667,C,True,Forecast
84746,PINK EASTER HENS+FLOWER,2011-11,2011-12,M2_gbm_poisson,2.100929,0,0.000000,C,True,Forecast
84748,FOLK FELT HANGING MULTICOL GARLAND,2011-11,2011-12,M2_gbm_poisson,7.343933,4,2.000000,B,True,Forecast
84754,S/15 SILVER GLASS BAUBLES IN BAG,2011-11,2011-12,M2_gbm_poisson,9.700306,0,27.333333,B,True,Forecast
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,2011-11,2011-12,M2_gbm_poisson,588.211915,904,961.333333,A,True,Forecast
84766,SILVER ROCOCO CANDLE STICK,2011-11,2011-12,M2_gbm_poisson,5.013368,2,1.333333,C,True,Forecast
84789,ENCHANTED BIRD PLANT CAGE,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,B,True,Forecast
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2011-11,2011-12,M2_gbm_poisson,70.808464,103,78.000000,A,True,Forecast
84795B,SUNSET CHECK HAMMOCK,2011-11,2011-12,M2_gbm_poisson,6.207160,3,1.333333,B,True,Forecast
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2011-11,2011-12,M2_gbm_poisson,2.538184,0,0.000000,B,True,Forecast
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2011-11,2011-12,M2_gbm_poisson,3.637861,1,0.666667,A,True,Forecast
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,5.374905,0,2.333333,C,True,Forecast
84800L,LARGE WHITE/PINK ROSE ART FLOWER,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,B,True,Forecast
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,C,True,Forecast
84800S,SMALL WHITE/PINK ROSE ART FLOWER,2011-11,2011-12,M2_gbm_poisson,5.946236,0,2.000000,C,True,Forecast
84801A,PINK HYDRANGEA ART FLOWER,2011-11,2011-12,M2_gbm_poisson,11.927208,10,3.333333,C,True,Forecast
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,2.971204,0,0.000000,C,True,Forecast
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,4.751529,0,1.000000,C,True,Forecast
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,5.141557,0,1.000000,C,True,Forecast
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,2011-11,2011-12,M2_gbm_poisson,2.683335,0,0.000000,C,True,Forecast
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,2011-11,2011-12,M2_gbm_poisson,3.265201,0,0.666667,C,True,Forecast
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,3.353053,0,0.666667,C,True,Forecast
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,2011-11,2011-12,M2_gbm_poisson,24.905464,3,22.666667,C,True,Forecast
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
84813,SET OF 4 DIAMOND NAPKIN RINGS,2011-11,2011-12,M2_gbm_poisson,14.671918,16,7.333333,B,True,Forecast
84816,DANISH ROSE BEDSIDE CABINET,2011-11,2011-12,M2_gbm_poisson,2.219036,0,0.000000,B,True,Forecast
84817,DANISH ROSE DECORATIVE PLATE,2011-11,2011-12,M2_gbm_poisson,27.443129,19,13.000000,C,True,Forecast
84818,DANISH ROSE PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,16.308097,0,87.333333,B,True,Forecast
84819,DANISH ROSE ROUND SEWING BOX,2011-11,2011-12,M2_gbm_poisson,14.159555,11,6.000000,B,True,Forecast
84820,DANISH ROSE TRINKET TRAYS,2011-11,2011-12,M2_gbm_poisson,8.337143,2,3.666667,C,True,Forecast
84821,DANISH ROSE DELUXE COASTER,2011-11,2011-12,M2_gbm_poisson,38.429639,29,23.333333,C,True,Forecast
84824,DANISH ROSE UMBRELLA STAND,2011-11,2011-12,M2_gbm_poisson,3.434719,1,0.333333,C,True,Forecast
84826,ASSTD DESIGN 3D PAPER STICKERS,2011-11,2011-12,M2_gbm_poisson,18.381629,11,6.666667,C,True,Forecast
84827,ASS DES PHONE SPONGE CRAFT STICKER,2011-11,2011-12,M2_gbm_poisson,9.952826,0,4.666667,C,True,Forecast
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,2011-11,2011-12,M2_gbm_poisson,46.588728,42,28.000000,B,True,Forecast
84832,ZINC WILLIE WINKIE  CANDLE STICK,2011-11,2011-12,M2_gbm_poisson,264.668652,625,529.333333,A,True,Forecast
84836,ZINC METAL HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,358.375269,781,739.666667,A,True,Forecast
84842,HELLO SAILOR BATHROOM SET,2011-11,2011-12,M2_gbm_poisson,5.345479,4,1.333333,C,True,Forecast
84843,WHITE SOAP RACK WITH 2 BOTTLES,2011-11,2011-12,M2_gbm_poisson,36.920124,28,32.333333,B,True,Forecast
84846A,SCENTED CANDLE IN DIGITALIS TIN,2011-11,2011-12,M2_gbm_poisson,8.248828,0,8.000000,C,True,Forecast
84847,FLORAL BATHROOM SET,2011-11,2011-12,M2_gbm_poisson,2.666022,0,0.000000,B,True,Forecast
84849A,HELLO SAILOR BLUE SOAP HOLDER,2011-11,2011-12,M2_gbm_poisson,21.205195,9,14.333333,C,True,Forecast
84849B,FAIRY SOAP SOAP HOLDER,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,A,True,Forecast
84849D,HOT BATHS SOAP HOLDER,2011-11,2011-12,M2_gbm_poisson,53.731119,92,40.000000,B,True,Forecast
84857B,BLUE MONTE CARLO HANDBAG,2011-11,2011-12,M2_gbm_poisson,3.413912,0,0.000000,C,True,Forecast
84857C,PINK MONTE CARLO HANDBAG,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,C,True,Forecast
84859A,SILVER DISCO HANDBAG,2011-11,2011-12,M2_gbm_poisson,46.250947,43,18.333333,C,True,Forecast
84859B,BLUE DISCO HANDBAG,2011-11,2011-12,M2_gbm_poisson,11.889598,6,3.666667,C,True,Forecast
84859C,PINK DISCO HANDBAG,2011-11,2011-12,M2_gbm_poisson,29.131513,17,11.000000,C,True,Forecast
84865,NEW BAROQUE BLACK PHOTO ALBUM,2011-11,2011-12,M2_gbm_poisson,2.100929,0,0.000000,C,True,Forecast
84870B,BLUE GEISHA GIRL,2011-11,2011-12,M2_gbm_poisson,4.330428,1,1.000000,C,True,Forecast
84870C,GREEN GEISHA GIRL,2011-11,2011-12,M2_gbm_poisson,4.569855,0,2.000000,C,True,Forecast
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,B,True,Forecast
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2011-11,2011-12,M2_gbm_poisson,2.045191,0,0.000000,B,True,Forecast
84874B,BLUE TRAVEL FIRST AID KIT,2011-11,2011-12,M2_gbm_poisson,3.135932,0,0.000000,C,True,Forecast
84875B,GREEN SQUARE COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,43.298861,45,24.333333,C,True,Forecast
84875D,BLUE SQUARE COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,5.621894,0,3.000000,C,True,Forecast
84876B,GREEN HEART COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,46.261763,43,35.666667,C,True,Forecast
84876D,BLUE HEART COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,3.785653,0,0.666667,C,True,Forecast
84877A,PINK ROUND COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,C,True,Forecast
84877B,GREEN ROUND COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,29.592839,27,9.333333,C,True,Forecast
84877D,BLUE ROUND COMPACT MIRROR,2011-11,2011-12,M2_gbm_poisson,3.785653,0,0.666667,C,True,Forecast
84879,ASSORTED COLOUR BIRD ORNAMENT,2011-11,2011-12,M2_gbm_poisson,2178.535130,5219,3675.666667,A,True,Forecast
84880,WHITE WIRE EGG HOLDER,2011-11,2011-12,M2_gbm_poisson,28.418679,15,17.000000,A,True,Forecast
84881,BLUE WIRE SPIRAL CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,C,True,Forecast
84882,GREEN WIRE STANDING CANDLE HOLDER,2011-11,2011-12,M2_gbm_poisson,8.533456,4,3.666667,C,True,Forecast
84884A,ANT WHITE WIRE HEART SPIRAL,2011-11,2011-12,M2_gbm_poisson,21.106194,13,11.333333,A,True,Forecast
84905,PINK BUTTERFLY CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,2.064227,0,0.000000,B,True,Forecast
84907,PINK YELLOW PATCH CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,3.207481,0,0.666667,C,True,Forecast
84910A,PINK PAISLEY CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,2.100929,0,0.000000,B,True,Forecast
84912A,PINK ROSE WASHBAG,2011-11,2011-12,M2_gbm_poisson,9.911705,0,3.666667,B,True,Forecast
84912B,GREEN ROSE WASHBAG,2011-11,2011-12,M2_gbm_poisson,45.864830,43,29.666667,B,True,Forecast
84913A,SOFT PINK ROSE TOWEL,2011-11,2011-12,M2_gbm_poisson,5.460688,1,1.333333,B,True,Forecast
84913B,MINT GREEN ROSE TOWEL,2011-11,2011-12,M2_gbm_poisson,14.692306,10,9.333333,B,True,Forecast
84915,HAND TOWEL PINK FLOWER AND DAISY,2011-11,2011-12,M2_gbm_poisson,7.817375,1,3.000000,C,True,Forecast
84919,BLUE CUSHION COVER WITH FLOWER,2011-11,2011-12,M2_gbm_poisson,3.298721,0,0.666667,B,True,Forecast
84920,PINK FLOWER FABRIC PONY,2011-11,2011-12,M2_gbm_poisson,10.655215,4,6.333333,C,True,Forecast
84921,CREAM AND PINK FLOWERS PONY,2011-11,2011-12,M2_gbm_poisson,3.948573,0,1.000000,C,True,Forecast
84922,PINK BUTTERFLY WASHBAG,2011-11,2011-12,M2_gbm_poisson,5.565325,1,1.333333,C,True,Forecast
84923,PINK BUTTERFLY HANDBAG W BOBBLES,2011-11,2011-12,M2_gbm_poisson,38.380414,25,19.333333,C,True,Forecast
84924A,WAKE UP COCKEREL CALENDAR SIGN,2011-11,2011-12,M2_gbm_poisson,19.626260,18,8.333333,C,True,Forecast
84924F,PSYCHEDELIC METAL SIGN CALENDAR,2011-11,2011-12,M2_gbm_poisson,1.984807,0,0.000000,C,True,Forecast
84925D,LA PALMIERA WALL THERMOMETER,2011-11,2011-12,M2_gbm_poisson,1.993059,0,0.000000,C,True,Forecast
84925F,PSYCHEDELIC WALL THERMOMETER,2011-11,2011-12,M2_gbm_poisson,2.006944,0,0.000000,C,True,Forecast
84926A,WAKE UP COCKEREL TILE COASTER,2011-11,2011-12,M2_gbm_poisson,50.777099,96,74.666667,C,True,Forecast
84926D,LA PALMIERA TILE COASTER,2011-11,2011-12,M2_gbm_poisson,47.021200,59,63.333333,C,True,Forecast
84926E,FLOWERS TILE COASTER,2011-11,2011-12,M2_gbm_poisson,56.521565,86,78.333333,C,True,Forecast
84926F,PSYCHEDELIC TILE COASTER,2011-11,2011-12,M2_gbm_poisson,49.164897,62,40.666667,C,True,Forecast
84927A,WAKE UP COCKEREL TILE HOOK,2011-11,2011-12,M2_gbm_poisson,3.168712,0,0.000000,C,True,Forecast
84927D,LA PALMIERA TILE HOOK,2011-11,2011-12,M2_gbm_poisson,2.027923,0,0.000000,C,True,Forecast
