stock_code,quarter,model,forecast_sum,actual_sum,n_months,complete,months_included,estimate_type
22152,2011-Q4,M2_gbm_poisson,1535.734017,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22153,2011-Q4,B2_ma3,681.666666,1301.000000,2,False,2011-10;2011-11,
22153,2011-Q4,M2_gbm_poisson,1003.047199,1301.000000,2,False,2011-10;2011-11,
22153,2011-Q4,M2_gbm_poisson,1597.356567,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22154,2011-Q4,B2_ma3,611.666667,1622.000000,2,False,2011-10;2011-11,
22154,2011-Q4,M2_gbm_poisson,887.450462,1622.000000,2,False,2011-10;2011-11,
22154,2011-Q4,M2_gbm_poisson,2017.776996,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22155,2011-Q4,B2_ma3,512.000000,1344.000000,2,False,2011-10;2011-11,
22155,2011-Q4,M2_gbm_poisson,820.959711,1344.000000,2,False,2011-10;2011-11,
22155,2011-Q4,M2_gbm_poisson,1676.243667,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22156,2011-Q4,B2_ma3,447.000000,448.000000,2,False,2011-10;2011-11,
22156,2011-Q4,M2_gbm_poisson,454.229096,448.000000,2,False,2011-10;2011-11,
22156,2011-Q4,M2_gbm_poisson,601.038053,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22157,2011-Q4,B2_ma3,52.666666,0.000000,2,False,2011-10;2011-11,
22157,2011-Q4,M2_gbm_poisson,31.016426,0.000000,2,False,2011-10;2011-11,
22157,2011-Q4,M2_gbm_poisson,3.436475,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22158,2011-Q4,B2_ma3,717.666667,1982.000000,2,False,2011-10;2011-11,
22158,2011-Q4,M2_gbm_poisson,995.629378,1982.000000,2,False,2011-10;2011-11,
22158,2011-Q4,M2_gbm_poisson,2621.132068,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22161,2011-Q4,B2_ma3,1301.666666,1771.000000,2,False,2011-10;2011-11,
22161,2011-Q4,M2_gbm_poisson,1757.687370,1771.000000,2,False,2011-10;2011-11,
22161,2011-Q4,M2_gbm_poisson,2095.929945,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22162,2011-Q4,B2_ma3,6.666667,38.000000,2,False,2011-10;2011-11,
22162,2011-Q4,M2_gbm_poisson,19.074606,38.000000,2,False,2011-10;2011-11,
22162,2011-Q4,M2_gbm_poisson,73.920871,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22163,2011-Q4,B2_ma3,162.666667,660.000000,2,False,2011-10;2011-11,
22163,2011-Q4,M2_gbm_poisson,381.962335,660.000000,2,False,2011-10;2011-11,
22163,2011-Q4,M2_gbm_poisson,837.899530,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22164,2011-Q4,B2_ma3,7.333334,49.000000,2,False,2011-10;2011-11,
22164,2011-Q4,M2_gbm_poisson,21.779416,49.000000,2,False,2011-10;2011-11,
22164,2011-Q4,M2_gbm_poisson,85.636297,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22165,2011-Q4,B2_ma3,31.333333,39.000000,2,False,2011-10;2011-11,
22165,2011-Q4,M2_gbm_poisson,60.005096,39.000000,2,False,2011-10;2011-11,
22165,2011-Q4,M2_gbm_poisson,71.238576,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22166,2011-Q4,B2_ma3,15.000000,19.000000,2,False,2011-10;2011-11,
22166,2011-Q4,M2_gbm_poisson,26.034361,19.000000,2,False,2011-10;2011-11,
22166,2011-Q4,M2_gbm_poisson,34.669308,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22167,2011-Q4,B2_ma3,20.333333,31.000000,2,False,2011-10;2011-11,
22167,2011-Q4,M2_gbm_poisson,36.934754,31.000000,2,False,2011-10;2011-11,
22167,2011-Q4,M2_gbm_poisson,58.116001,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22168,2011-Q4,B2_ma3,0.000000,0.000000,1,False,2011-10,
22168,2011-Q4,M2_gbm_poisson,2.029449,0.000000,1,False,2011-10,
22169,2011-Q4,B2_ma3,270.333333,229.000000,2,False,2011-10;2011-11,
22169,2011-Q4,M2_gbm_poisson,327.046205,229.000000,2,False,2011-10;2011-11,
22169,2011-Q4,M2_gbm_poisson,303.993962,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22170,2011-Q4,B2_ma3,231.333333,155.000000,2,False,2011-10;2011-11,
22170,2011-Q4,M2_gbm_poisson,252.147430,155.000000,2,False,2011-10;2011-11,
22170,2011-Q4,M2_gbm_poisson,229.262753,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22171,2011-Q4,B2_ma3,222.333333,111.000000,2,False,2011-10;2011-11,
22171,2011-Q4,M2_gbm_poisson,119.219358,111.000000,2,False,2011-10;2011-11,
22171,2011-Q4,M2_gbm_poisson,177.036917,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22173,2011-Q4,B2_ma3,422.333334,495.000000,2,False,2011-10;2011-11,
22173,2011-Q4,M2_gbm_poisson,494.736008,495.000000,2,False,2011-10;2011-11,
22173,2011-Q4,M2_gbm_poisson,676.988074,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22174,2011-Q4,B2_ma3,330.000000,607.000000,2,False,2011-10;2011-11,
22174,2011-Q4,M2_gbm_poisson,428.079879,607.000000,2,False,2011-10;2011-11,
22174,2011-Q4,M2_gbm_poisson,805.756799,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22175,2011-Q4,B2_ma3,108.666667,446.000000,2,False,2011-10;2011-11,
22175,2011-Q4,M2_gbm_poisson,236.323773,446.000000,2,False,2011-10;2011-11,
22175,2011-Q4,M2_gbm_poisson,587.585171,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22176,2011-Q4,B2_ma3,112.333333,142.000000,2,False,2011-10;2011-11,
22176,2011-Q4,M2_gbm_poisson,224.611118,142.000000,2,False,2011-10;2011-11,
22176,2011-Q4,M2_gbm_poisson,162.260591,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22178,2011-Q4,B2_ma3,3873.000000,5126.000000,2,False,2011-10;2011-11,
22178,2011-Q4,M2_gbm_poisson,5946.489164,5126.000000,2,False,2011-10;2011-11,
22178,2011-Q4,M2_gbm_poisson,6140.918211,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22179,2011-Q4,B2_ma3,123.333333,211.000000,2,False,2011-10;2011-11,
22179,2011-Q4,M2_gbm_poisson,180.635975,211.000000,2,False,2011-10;2011-11,
22179,2011-Q4,M2_gbm_poisson,287.742460,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22180,2011-Q4,B2_ma3,51.000000,54.000000,2,False,2011-10;2011-11,
22180,2011-Q4,M2_gbm_poisson,89.698780,54.000000,2,False,2011-10;2011-11,
22180,2011-Q4,M2_gbm_poisson,68.124267,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22181,2011-Q4,B2_ma3,59.666667,169.000000,2,False,2011-10;2011-11,
22181,2011-Q4,M2_gbm_poisson,137.138437,169.000000,2,False,2011-10;2011-11,
22181,2011-Q4,M2_gbm_poisson,234.679570,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22182,2011-Q4,B2_ma3,65.333333,47.000000,2,False,2011-10;2011-11,
22182,2011-Q4,M2_gbm_poisson,79.305876,47.000000,2,False,2011-10;2011-11,
22182,2011-Q4,M2_gbm_poisson,78.545330,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22183,2011-Q4,B2_ma3,0.333333,1.000000,2,False,2011-10;2011-11,
22183,2011-Q4,M2_gbm_poisson,5.996827,1.000000,2,False,2011-10;2011-11,
22183,2011-Q4,M2_gbm_poisson,5.081818,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22185,2011-Q4,B2_ma3,198.000000,315.000000,2,False,2011-10;2011-11,
22185,2011-Q4,M2_gbm_poisson,258.920335,315.000000,2,False,2011-10;2011-11,
22185,2011-Q4,M2_gbm_poisson,404.030404,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22186,2011-Q4,B2_ma3,235.000000,533.000000,2,False,2011-10;2011-11,
22186,2011-Q4,M2_gbm_poisson,567.434721,533.000000,2,False,2011-10;2011-11,
22186,2011-Q4,M2_gbm_poisson,680.880830,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22187,2011-Q4,B2_ma3,249.000000,1006.000000,2,False,2011-10;2011-11,
22187,2011-Q4,M2_gbm_poisson,607.298243,1006.000000,2,False,2011-10;2011-11,
22187,2011-Q4,M2_gbm_poisson,1270.757619,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22188,2011-Q4,B2_ma3,495.666667,386.000000,2,False,2011-10;2011-11,
22188,2011-Q4,M2_gbm_poisson,629.923745,386.000000,2,False,2011-10;2011-11,
22188,2011-Q4,M2_gbm_poisson,522.677301,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22189,2011-Q4,B2_ma3,882.000000,1046.000000,2,False,2011-10;2011-11,
22189,2011-Q4,M2_gbm_poisson,1180.305154,1046.000000,2,False,2011-10;2011-11,
22189,2011-Q4,M2_gbm_poisson,1329.262134,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22190,2011-Q4,B2_ma3,63.333334,66.000000,2,False,2011-10;2011-11,
22190,2011-Q4,M2_gbm_poisson,100.326452,66.000000,2,False,2011-10;2011-11,
22190,2011-Q4,M2_gbm_poisson,115.210535,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22191,2011-Q4,B2_ma3,481.333333,219.000000,2,False,2011-10;2011-11,
22191,2011-Q4,M2_gbm_poisson,318.869408,219.000000,2,False,2011-10;2011-11,
22191,2011-Q4,M2_gbm_poisson,293.915826,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22192,2011-Q4,B2_ma3,213.333333,156.000000,2,False,2011-10;2011-11,
22192,2011-Q4,M2_gbm_poisson,243.460177,156.000000,2,False,2011-10;2011-11,
22192,2011-Q4,M2_gbm_poisson,226.931637,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22193,2011-Q4,B2_ma3,363.666667,286.000000,2,False,2011-10;2011-11,
22193,2011-Q4,M2_gbm_poisson,461.348062,286.000000,2,False,2011-10;2011-11,
22193,2011-Q4,M2_gbm_poisson,361.375128,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22194,2011-Q4,B2_ma3,1.666667,0.000000,2,False,2011-10;2011-11,
22194,2011-Q4,M2_gbm_poisson,6.424814,0.000000,2,False,2011-10;2011-11,
22194,2011-Q4,M2_gbm_poisson,2.499439,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22195,2011-Q4,B2_ma3,213.000000,570.000000,2,False,2011-10;2011-11,
22195,2011-Q4,M2_gbm_poisson,355.436255,570.000000,2,False,2011-10;2011-11,
22195,2011-Q4,M2_gbm_poisson,727.834962,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22196,2011-Q4,B2_ma3,370.666667,830.000000,2,False,2011-10;2011-11,
22196,2011-Q4,M2_gbm_poisson,594.899768,830.000000,2,False,2011-10;2011-11,
22196,2011-Q4,M2_gbm_poisson,1033.481950,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22197,2011-Q4,B2_ma3,9004.333333,18355.000000,2,False,2011-10;2011-11,
22197,2011-Q4,M2_gbm_poisson,9318.000651,18355.000000,2,False,2011-10;2011-11,
22197,2011-Q4,M2_gbm_poisson,20630.197293,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22199,2011-Q4,B2_ma3,58.000000,56.000000,2,False,2011-10;2011-11,
22199,2011-Q4,M2_gbm_poisson,100.723454,56.000000,2,False,2011-10;2011-11,
22199,2011-Q4,M2_gbm_poisson,96.651447,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22200,2011-Q4,B2_ma3,60.333333,59.000000,2,False,2011-10;2011-11,
22200,2011-Q4,M2_gbm_poisson,116.384907,59.000000,2,False,2011-10;2011-11,
22200,2011-Q4,M2_gbm_poisson,99.197678,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22201,2011-Q4,B2_ma3,33.333334,11.000000,2,False,2011-10;2011-11,
22201,2011-Q4,M2_gbm_poisson,67.775081,11.000000,2,False,2011-10;2011-11,
22201,2011-Q4,M2_gbm_poisson,30.159545,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22202,2011-Q4,B2_ma3,0.000000,0.000000,2,False,2011-10;2011-11,
22202,2011-Q4,M2_gbm_poisson,4.164192,0.000000,2,False,2011-10;2011-11,
22203,2011-Q4,B2_ma3,34.666667,53.000000,2,False,2011-10;2011-11,
22203,2011-Q4,M2_gbm_poisson,75.759692,53.000000,2,False,2011-10;2011-11,
22203,2011-Q4,M2_gbm_poisson,94.430931,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22204,2011-Q4,B2_ma3,21.666667,18.000000,2,False,2011-10;2011-11,
22204,2011-Q4,M2_gbm_poisson,37.543630,18.000000,2,False,2011-10;2011-11,
22204,2011-Q4,M2_gbm_poisson,31.919915,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22206,2011-Q4,B2_ma3,0.666666,1.000000,2,False,2011-10;2011-11,
22206,2011-Q4,M2_gbm_poisson,9.952544,1.000000,2,False,2011-10;2011-11,
22206,2011-Q4,M2_gbm_poisson,6.198150,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22207,2011-Q4,B2_ma3,187.333333,383.000000,2,False,2011-10;2011-11,
22207,2011-Q4,M2_gbm_poisson,289.428719,383.000000,2,False,2011-10;2011-11,
22207,2011-Q4,M2_gbm_poisson,481.820855,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22208,2011-Q4,B2_ma3,268.333333,478.000000,2,False,2011-10;2011-11,
22208,2011-Q4,M2_gbm_poisson,365.305381,478.000000,2,False,2011-10;2011-11,
22208,2011-Q4,M2_gbm_poisson,657.835083,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22209,2011-Q4,B2_ma3,212.333333,146.000000,2,False,2011-10;2011-11,
22209,2011-Q4,M2_gbm_poisson,258.093275,146.000000,2,False,2011-10;2011-11,
22209,2011-Q4,M2_gbm_poisson,220.515210,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22210,2011-Q4,B2_ma3,316.000000,224.000000,2,False,2011-10;2011-11,
22210,2011-Q4,M2_gbm_poisson,435.862382,224.000000,2,False,2011-10;2011-11,
22210,2011-Q4,M2_gbm_poisson,318.717751,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22211,2011-Q4,B2_ma3,179.666667,306.000000,2,False,2011-10;2011-11,
22211,2011-Q4,M2_gbm_poisson,252.331316,306.000000,2,False,2011-10;2011-11,
22211,2011-Q4,M2_gbm_poisson,402.555414,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22212,2011-Q4,B2_ma3,210.666667,247.000000,2,False,2011-10;2011-11,
22212,2011-Q4,M2_gbm_poisson,273.791070,247.000000,2,False,2011-10;2011-11,
22212,2011-Q4,M2_gbm_poisson,332.931651,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22214,2011-Q4,B2_ma3,14.000000,6.000000,2,False,2011-10;2011-11,
22214,2011-Q4,M2_gbm_poisson,27.077925,6.000000,2,False,2011-10;2011-11,
22214,2011-Q4,M2_gbm_poisson,14.662741,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22215,2011-Q4,B2_ma3,44.666667,26.000000,2,False,2011-10;2011-11,
22215,2011-Q4,M2_gbm_poisson,87.858189,26.000000,2,False,2011-10;2011-11,
22215,2011-Q4,M2_gbm_poisson,47.172308,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22216,2011-Q4,B2_ma3,48.666667,45.000000,2,False,2011-10;2011-11,
22216,2011-Q4,M2_gbm_poisson,58.310834,45.000000,2,False,2011-10;2011-11,
22216,2011-Q4,M2_gbm_poisson,75.238927,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22217,2011-Q4,B2_ma3,43.666667,123.000000,2,False,2011-10;2011-11,
22217,2011-Q4,M2_gbm_poisson,84.399450,123.000000,2,False,2011-10;2011-11,
22217,2011-Q4,M2_gbm_poisson,179.216257,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22219,2011-Q4,B2_ma3,558.000000,868.000000,2,False,2011-10;2011-11,
22219,2011-Q4,M2_gbm_poisson,675.412509,868.000000,2,False,2011-10;2011-11,
22219,2011-Q4,M2_gbm_poisson,1146.246997,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22220,2011-Q4,B2_ma3,20.666667,36.000000,2,False,2011-10;2011-11,
22220,2011-Q4,M2_gbm_poisson,41.379600,36.000000,2,False,2011-10;2011-11,
22220,2011-Q4,M2_gbm_poisson,67.618623,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22221,2011-Q4,B2_ma3,11.333333,16.000000,2,False,2011-10;2011-11,
22221,2011-Q4,M2_gbm_poisson,27.898934,16.000000,2,False,2011-10;2011-11,
22221,2011-Q4,M2_gbm_poisson,29.709294,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22222,2011-Q4,B2_ma3,69.333333,82.000000,2,False,2011-10;2011-11,
22222,2011-Q4,M2_gbm_poisson,101.774026,82.000000,2,False,2011-10;2011-11,
22222,2011-Q4,M2_gbm_poisson,133.250941,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22223,2011-Q4,B2_ma3,12.000000,19.000000,2,False,2011-10;2011-11,
22223,2011-Q4,M2_gbm_poisson,27.225877,19.000000,2,False,2011-10;2011-11,
22223,2011-Q4,M2_gbm_poisson,35.442784,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22224,2011-Q4,B2_ma3,78.000000,116.000000,2,False,2011-10;2011-11,
22224,2011-Q4,M2_gbm_poisson,123.509908,116.000000,2,False,2011-10;2011-11,
22224,2011-Q4,M2_gbm_poisson,173.236092,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22227,2011-Q4,B2_ma3,293.333333,367.000000,2,False,2011-10;2011-11,
22227,2011-Q4,M2_gbm_poisson,413.271194,367.000000,2,False,2011-10;2011-11,
22227,2011-Q4,M2_gbm_poisson,470.443287,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22228,2011-Q4,B2_ma3,84.666667,144.000000,2,False,2011-10;2011-11,
22228,2011-Q4,M2_gbm_poisson,146.858888,144.000000,2,False,2011-10;2011-11,
22228,2011-Q4,M2_gbm_poisson,201.840154,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22229,2011-Q4,B2_ma3,61.333333,94.000000,2,False,2011-10;2011-11,
22229,2011-Q4,M2_gbm_poisson,110.374248,94.000000,2,False,2011-10;2011-11,
22229,2011-Q4,M2_gbm_poisson,141.401073,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22230,2011-Q4,B2_ma3,204.000000,432.000000,2,False,2011-10;2011-11,
22230,2011-Q4,M2_gbm_poisson,252.052186,432.000000,2,False,2011-10;2011-11,
22230,2011-Q4,M2_gbm_poisson,531.580521,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22231,2011-Q4,B2_ma3,182.666667,141.000000,2,False,2011-10;2011-11,
22231,2011-Q4,M2_gbm_poisson,203.930141,141.000000,2,False,2011-10;2011-11,
22231,2011-Q4,M2_gbm_poisson,198.272919,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22232,2011-Q4,B2_ma3,144.000000,164.000000,2,False,2011-10;2011-11,
22232,2011-Q4,M2_gbm_poisson,208.748728,164.000000,2,False,2011-10;2011-11,
22232,2011-Q4,M2_gbm_poisson,219.537902,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22233,2011-Q4,B2_ma3,106.333334,113.000000,2,False,2011-10;2011-11,
22233,2011-Q4,M2_gbm_poisson,158.482150,113.000000,2,False,2011-10;2011-11,
22233,2011-Q4,M2_gbm_poisson,161.944108,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22236,2011-Q4,B2_ma3,40.333333,56.000000,2,False,2011-10;2011-11,
22236,2011-Q4,M2_gbm_poisson,47.254105,56.000000,2,False,2011-10;2011-11,
22236,2011-Q4,M2_gbm_poisson,95.042324,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22241,2011-Q4,B2_ma3,6.666667,20.000000,2,False,2011-10;2011-11,
22241,2011-Q4,M2_gbm_poisson,62.325178,20.000000,2,False,2011-10;2011-11,
22241,2011-Q4,M2_gbm_poisson,42.420135,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22243,2011-Q4,B2_ma3,25.000000,29.000000,2,False,2011-10;2011-11,
22243,2011-Q4,M2_gbm_poisson,98.925369,29.000000,2,False,2011-10;2011-11,
22243,2011-Q4,M2_gbm_poisson,63.664628,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22244,2011-Q4,B2_ma3,340.333334,0.000000,2,False,2011-10;2011-11,
22244,2011-Q4,M2_gbm_poisson,243.309911,0.000000,2,False,2011-10;2011-11,
22244,2011-Q4,M2_gbm_poisson,10.687692,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22245,2011-Q4,B2_ma3,5.333334,0.000000,2,False,2011-10;2011-11,
22245,2011-Q4,M2_gbm_poisson,24.604482,0.000000,2,False,2011-10;2011-11,
22245,2011-Q4,M2_gbm_poisson,3.515861,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22246,2011-Q4,B2_ma3,53.000000,85.000000,2,False,2011-10;2011-11,
22246,2011-Q4,M2_gbm_poisson,69.067431,85.000000,2,False,2011-10;2011-11,
22246,2011-Q4,M2_gbm_poisson,139.147095,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22247,2011-Q4,B2_ma3,4.000000,4.000000,2,False,2011-10;2011-11,
22247,2011-Q4,M2_gbm_poisson,23.287948,4.000000,2,False,2011-10;2011-11,
22247,2011-Q4,M2_gbm_poisson,12.041908,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22248,2011-Q4,B2_ma3,13.666667,34.000000,2,False,2011-10;2011-11,
22248,2011-Q4,M2_gbm_poisson,38.996661,34.000000,2,False,2011-10;2011-11,
22248,2011-Q4,M2_gbm_poisson,61.993419,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22249,2011-Q4,B2_ma3,12.666666,6.000000,2,False,2011-10;2011-11,
22249,2011-Q4,M2_gbm_poisson,24.082342,6.000000,2,False,2011-10;2011-11,
22249,2011-Q4,M2_gbm_poisson,20.378241,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22250,2011-Q4,B2_ma3,40.333333,9.000000,2,False,2011-10;2011-11,
22250,2011-Q4,M2_gbm_poisson,29.480350,9.000000,2,False,2011-10;2011-11,
22250,2011-Q4,M2_gbm_poisson,23.100362,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22251,2011-Q4,B2_ma3,43.000000,27.000000,2,False,2011-10;2011-11,
22251,2011-Q4,M2_gbm_poisson,35.069956,27.000000,2,False,2011-10;2011-11,
22251,2011-Q4,M2_gbm_poisson,59.581499,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22252,2011-Q4,B2_ma3,124.666667,145.000000,2,False,2011-10;2011-11,
22252,2011-Q4,M2_gbm_poisson,139.512636,145.000000,2,False,2011-10;2011-11,
22252,2011-Q4,M2_gbm_poisson,202.115748,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22254,2011-Q4,B2_ma3,20.666667,41.000000,2,False,2011-10;2011-11,
22254,2011-Q4,M2_gbm_poisson,49.546456,41.000000,2,False,2011-10;2011-11,
22254,2011-Q4,M2_gbm_poisson,75.830689,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22255,2011-Q4,B2_ma3,49.000000,126.000000,2,False,2011-10;2011-11,
22255,2011-Q4,M2_gbm_poisson,91.628111,126.000000,2,False,2011-10;2011-11,
22255,2011-Q4,M2_gbm_poisson,184.573027,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22256,2011-Q4,B2_ma3,0.666666,0.000000,2,False,2011-10;2011-11,
22256,2011-Q4,M2_gbm_poisson,17.129379,0.000000,2,False,2011-10;2011-11,
22256,2011-Q4,M2_gbm_poisson,3.630802,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22257,2011-Q4,B2_ma3,2.666666,6.000000,2,False,2011-10;2011-11,
22257,2011-Q4,M2_gbm_poisson,18.645299,6.000000,2,False,2011-10;2011-11,
22257,2011-Q4,M2_gbm_poisson,11.124665,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22258,2011-Q4,B2_ma3,0.666666,13.000000,2,False,2011-10;2011-11,
22258,2011-Q4,M2_gbm_poisson,9.817249,13.000000,2,False,2011-10;2011-11,
22258,2011-Q4,M2_gbm_poisson,31.450864,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22259,2011-Q4,B2_ma3,0.000000,0.000000,1,False,2011-10,
22259,2011-Q4,M2_gbm_poisson,2.135613,0.000000,1,False,2011-10,
22260,2011-Q4,B2_ma3,17.000000,45.000000,2,False,2011-10;2011-11,
22260,2011-Q4,M2_gbm_poisson,57.001951,45.000000,2,False,2011-10;2011-11,
22260,2011-Q4,M2_gbm_poisson,85.668219,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22261,2011-Q4,B2_ma3,14.000000,34.000000,2,False,2011-10;2011-11,
22261,2011-Q4,M2_gbm_poisson,55.534454,34.000000,2,False,2011-10;2011-11,
22261,2011-Q4,M2_gbm_poisson,66.338772,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22262,2011-Q4,B2_ma3,100.666666,112.000000,2,False,2011-10;2011-11,
22262,2011-Q4,M2_gbm_poisson,120.386271,112.000000,2,False,2011-10;2011-11,
22262,2011-Q4,M2_gbm_poisson,166.711117,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22263,2011-Q4,B2_ma3,20.000000,18.000000,2,False,2011-10;2011-11,
22263,2011-Q4,M2_gbm_poisson,44.366665,18.000000,2,False,2011-10;2011-11,
22263,2011-Q4,M2_gbm_poisson,40.674598,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22264,2011-Q4,B2_ma3,1.000000,1.000000,2,False,2011-10;2011-11,
22264,2011-Q4,M2_gbm_poisson,11.531895,1.000000,2,False,2011-10;2011-11,
22264,2011-Q4,M2_gbm_poisson,4.939591,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22265,2011-Q4,B2_ma3,11.000000,14.000000,2,False,2011-10;2011-11,
22265,2011-Q4,M2_gbm_poisson,29.117744,14.000000,2,False,2011-10;2011-11,
22265,2011-Q4,M2_gbm_poisson,32.234033,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22266,2011-Q4,B2_ma3,404.000000,922.000000,2,False,2011-10;2011-11,
22266,2011-Q4,M2_gbm_poisson,509.196542,922.000000,2,False,2011-10;2011-11,
22266,2011-Q4,M2_gbm_poisson,1012.336299,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
22267,2011-Q4,B2_ma3,102.666667,242.000000,2,False,2011-10;2011-11,
22267,2011-Q4,M2_gbm_poisson,202.810429,242.000000,2,False,2011-10;2011-11,
22267,2011-Q4,M2_gbm_poisson,302.643930,,3,False,2011-10;2011-11;2011-12,actuals+next_month_forecast
