stock_code,description,forecast_origin,horizon,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,abc_class,status,run_id
35933,PINK STOCKING CHRISTMAS DECORATION,2011-11,3,2012-02,M2_gbm_poisson,44.656607,30.208229,product,13,1.645000,49.692536,95,C,Forecast,20260824T181001Z-27103c
35953,FOLKART STAR CHRISTMAS DECORATIONS,2011-11,3,2012-02,M2_gbm_poisson,617.746389,74.603339,product,14,1.645000,122.722492,741,C,Forecast,20260824T181001Z-27103c
35954,SMALL FOLKART STAR CHRISTMAS DEC,2011-11,3,2012-02,M2_gbm_poisson,181.433222,203.075923,product,15,1.645000,334.059894,516,C,Forecast,20260824T181001Z-27103c
35961,FOLKART ZINC HEART CHRISTMAS DEC,2011-11,3,2012-02,M2_gbm_poisson,160.877441,379.409417,product,16,1.645000,624.128490,786,A,Forecast,20260824T181001Z-27103c
35964,FOLKART CLIP ON STARS,2011-11,3,2012-02,M2_gbm_poisson,116.247930,71.227754,product,15,1.645000,117.169655,234,C,Forecast,20260824T181001Z-27103c
35965,FOLKART HEART NAPKIN RINGS,2011-11,3,2012-02,M2_gbm_poisson,39.377100,46.949134,product,16,1.645000,77.231325,117,B,Forecast,20260824T181001Z-27103c
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,2011-11,3,2012-02,M2_gbm_poisson,12.747151,39.573358,product,14,1.645000,65.098174,78,C,Forecast,20260824T181001Z-27103c
35967,FOLK ART METAL STAR T-LIGHT HOLDER,2011-11,3,2012-02,M2_gbm_poisson,93.006211,63.869866,product,16,1.645000,105.065930,199,C,Forecast,20260824T181001Z-27103c
35968,FOLK ART METAL HEART T-LIGHT HOLDER,2011-11,3,2012-02,M2_gbm_poisson,54.900240,45.617391,product,16,1.645000,75.040608,130,C,Forecast,20260824T181001Z-27103c
35970,ZINC FOLKART SLEIGH BELLS,2011-11,3,2012-02,M2_gbm_poisson,783.428112,691.732582,product,16,1.645000,1137.900098,1922,A,Forecast,20260824T181001Z-27103c
35971,ROSE FOLKART HEART DECORATIONS,2011-11,3,2012-02,M2_gbm_poisson,75.415212,38.610782,product,16,1.645000,63.514737,139,B,Forecast,20260824T181001Z-27103c
35972,DAISY FOLKART HEART DECORATION,2011-11,3,2012-02,M2_gbm_poisson,36.641434,20.818979,product,16,1.645000,34.247220,71,C,Forecast,20260824T181001Z-27103c
37327,ASSTD MULTICOLOUR CIRCLES MUG,2011-11,3,2012-02,M2_gbm_poisson,49.755864,66.698525,product,16,1.645000,109.719073,160,C,Forecast,20260824T181001Z-27103c
37340,MULTICOLOUR SPRING FLOWER MUG,2011-11,3,2012-02,M2_gbm_poisson,196.305236,292.258642,product,16,1.645000,480.765466,678,B,Forecast,20260824T181001Z-27103c
37342,POLKADOT COFFEE CUP & SAUCER PINK,2011-11,3,2012-02,M2_gbm_poisson,17.571020,181.399718,product,16,1.645000,298.402536,316,B,Forecast,20260824T181001Z-27103c
37370,RETRO COFFEE MUGS ASSORTED,2011-11,3,2012-02,M2_gbm_poisson,26.391488,319.937958,product,16,1.645000,526.297941,553,A,Forecast,20260824T181001Z-27103c
37413,ICON MUG REVOLUTIONARY,2011-11,3,2012-02,M2_gbm_poisson,82.047787,25.144621,product,7,1.645000,41.362902,124,C,Forecast,20260824T181001Z-27103c
37444A,YELLOW BREAKFAST CUP AND SAUCER,2011-11,3,2012-02,M2_gbm_poisson,9.620551,36.580470,product,16,1.645000,60.174874,70,C,Forecast,20260824T181001Z-27103c
37446,MINI CAKE STAND WITH HANGING CAKES,2011-11,3,2012-02,M2_gbm_poisson,63.392599,74.878746,product,16,1.645000,123.175538,187,A,Forecast,20260824T181001Z-27103c
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2011-11,3,2012-02,M2_gbm_poisson,52.809108,45.508863,product,16,1.645000,74.862079,128,A,Forecast,20260824T181001Z-27103c
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2011-11,3,2012-02,M2_gbm_poisson,89.771260,55.101800,product,16,1.645000,90.642461,181,A,Forecast,20260824T181001Z-27103c
37449,CERAMIC CAKE STAND + HANGING CAKES,2011-11,3,2012-02,M2_gbm_poisson,42.292948,65.600955,product,16,1.645000,107.913570,151,A,Forecast,20260824T181001Z-27103c
37450,CERAMIC CAKE BOWL + HANGING CAKES,2011-11,3,2012-02,M2_gbm_poisson,50.848444,56.752835,product,16,1.645000,93.358414,145,A,Forecast,20260824T181001Z-27103c
37462E,"PET MUG, GOLDFISH",2011-11,3,2012-02,M2_gbm_poisson,47.214880,20.114436,product,16,1.645000,33.088248,81,C,Forecast,20260824T181001Z-27103c
37467,PIG MUG IN TWO COLOUR DESIGNS,2011-11,3,2012-02,M2_gbm_poisson,33.385968,32.835379,product,16,1.645000,54.014198,88,C,Forecast,20260824T181001Z-27103c
37468,HARDMAN MUG 3 ASSORTED,2011-11,3,2012-02,M2_gbm_poisson,28.741134,21.758448,product,9,1.645000,35.792648,65,C,Forecast,20260824T181001Z-27103c
37471,MULTICOLOUR DOTS PLATE,2011-11,3,2012-02,M2_gbm_poisson,21.660225,45.025040,product,15,1.645000,74.066191,96,C,Forecast,20260824T181001Z-27103c
37475,SET/4 COLOURFUL MIXING BOWLS,2011-11,3,2012-02,M2_gbm_poisson,33.316243,12.676539,product,16,1.645000,20.852907,55,C,Forecast,20260824T181001Z-27103c
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2011-11,3,2012-02,M2_gbm_poisson,6.234242,19.164746,product,16,1.645000,31.526008,38,B,Forecast,20260824T181001Z-27103c
37479B,CUBIC MUG FLOCK BLUE ON BROWN,2011-11,3,2012-02,M2_gbm_poisson,16.274436,39.228938,product,16,1.645000,64.531603,81,B,Forecast,20260824T181001Z-27103c
37479P,CUBIC MUG FLOCK PINK ON BROWN,2011-11,3,2012-02,M2_gbm_poisson,51.521112,14.459698,product,15,1.645000,23.786202,76,C,Forecast,20260824T181001Z-27103c
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,2011-11,3,2012-02,M2_gbm_poisson,35.653789,20.486339,product,16,1.645000,33.700027,70,C,Forecast,20260824T181001Z-27103c
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,2011-11,3,2012-02,M2_gbm_poisson,28.495871,18.983060,product,16,1.645000,31.227134,60,C,Forecast,20260824T181001Z-27103c
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,2011-11,3,2012-02,M2_gbm_poisson,17.775678,16.971635,product,13,1.645000,27.918340,46,C,Forecast,20260824T181001Z-27103c
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,2011-11,3,2012-02,M2_gbm_poisson,40.539404,20.584569,product,16,1.645000,33.861616,75,C,Forecast,20260824T181001Z-27103c
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,7.725312,3.110881,product,15,1.645000,5.117399,13,C,Forecast,20260824T181001Z-27103c
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,7.256968,14.386397,product,10,1.645000,23.665623,31,C,Forecast,20260824T181001Z-27103c
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,7.256968,9.455226,product,10,1.645000,15.553847,23,C,Forecast,20260824T181001Z-27103c
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,7.970291,5.545535,product,16,1.645000,9.122405,18,C,Forecast,20260824T181001Z-27103c
37495,FAIRY CAKE BIRTHDAY CANDLE SET,2011-11,3,2012-02,M2_gbm_poisson,44.767210,47.441748,product,16,1.645000,78.041676,123,A,Forecast,20260824T181001Z-27103c
37500,TEA TIME TEAPOT IN GIFT BOX,2011-11,3,2012-02,M2_gbm_poisson,47.510285,31.036838,product,16,1.645000,51.055598,99,A,Forecast,20260824T181001Z-27103c
37501,TEA TIME TEA SET IN GIFT BOX,2011-11,3,2012-02,M2_gbm_poisson,6.400201,19.212275,product,16,1.645000,31.604193,39,A,Forecast,20260824T181001Z-27103c
40001,WHITE BAMBOO RIBS LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,52.735006,131.328668,product,16,1.645000,216.035659,269,B,Forecast,20260824T181001Z-27103c
40003,WHITE BAMBOO RIBS LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,19.438624,23.631698,product,16,1.645000,38.874144,59,B,Forecast,20260824T181001Z-27103c
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,2011-11,3,2012-02,M2_gbm_poisson,26.848272,10.311028,product,13,1.645000,16.961641,44,C,Forecast,20260824T181001Z-27103c
40016,CHINESE DRAGON PAPER LANTERNS,2011-11,3,2012-02,M2_gbm_poisson,45.881342,350.914220,product,16,1.645000,577.253893,624,A,Forecast,20260824T181001Z-27103c
40046A,RED DAISY PAPER LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,16.279536,33.267480,product,16,1.645000,54.725004,72,C,Forecast,20260824T181001Z-27103c
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,25.761764,13.862937,product,16,1.645000,22.804532,49,C,Forecast,20260824T181001Z-27103c
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,24.668687,22.452693,product,16,1.645000,36.934679,62,C,Forecast,20260824T181001Z-27103c
44091A,BLUE CRUSOE CHECK LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,9.756686,5.830246,product,14,1.645000,9.590755,20,C,Forecast,20260824T181001Z-27103c
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,9.620491,7.480566,product,13,1.645000,12.305532,22,C,Forecast,20260824T181001Z-27103c
44092C,PURPLE/COPPER HANGING LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,15.023325,4.289157,product,14,1.645000,7.055663,23,C,Forecast,20260824T181001Z-27103c
44228,CANNABIS LEAF BEAD CURTAIN,2011-11,3,2012-02,M2_gbm_poisson,11.863116,17.446269,product,8,1.645000,28.699113,41,C,Forecast,20260824T181001Z-27103c
44234,ASSORTED CIRCULAR MOBILE,2011-11,3,2012-02,M2_gbm_poisson,82.801217,60.537248,product,16,1.645000,99.583774,183,C,Forecast,20260824T181001Z-27103c
44235,ASS COL CIRCLE MOBILE,2011-11,3,2012-02,M2_gbm_poisson,41.254301,25.924560,product,16,1.645000,42.645901,84,C,Forecast,20260824T181001Z-27103c
44236,PINK/PURPLE CIRCLE CURTAIN,2011-11,3,2012-02,M2_gbm_poisson,19.395880,6.213846,product,16,1.645000,10.221777,30,C,Forecast,20260824T181001Z-27103c
44242A,LILAC FEATHERS CURTAIN,2011-11,3,2012-02,M2_gbm_poisson,9.751385,10.255764,product,6,1.645000,16.870732,27,C,Forecast,20260824T181001Z-27103c
44242B,PINK FEATHERS CURTAIN,2011-11,3,2012-02,M2_gbm_poisson,20.341169,12.966712,product,16,1.645000,21.330242,42,C,Forecast,20260824T181001Z-27103c
45013,FOLDING SHOE TIDY,2011-11,3,2012-02,M2_gbm_poisson,6.978427,5.053265,product,15,1.645000,8.312621,16,C,Forecast,20260824T181001Z-27103c
46000M,POLYESTER FILLER PAD 45x45cm,2011-11,3,2012-02,M2_gbm_poisson,96.502686,107.146781,product,16,1.645000,176.256454,273,B,Forecast,20260824T181001Z-27103c
46000P,POLYESTER FILLER PAD 65CMx65CM,2011-11,3,2012-02,M2_gbm_poisson,11.832043,11.812106,product,16,1.645000,19.430915,32,C,Forecast,20260824T181001Z-27103c
46000R,POLYESTER FILLER PAD 45x30cm,2011-11,3,2012-02,M2_gbm_poisson,47.820877,15.578199,product,16,1.645000,25.626138,74,C,Forecast,20260824T181001Z-27103c
46000S,POLYESTER FILLER PAD 40x40cm,2011-11,3,2012-02,M2_gbm_poisson,143.412395,97.262319,product,16,1.645000,159.996514,304,A,Forecast,20260824T181001Z-27103c
46000U,POLYESTER FILLER PAD 30CMx30CM,2011-11,3,2012-02,M2_gbm_poisson,27.251560,23.202523,product,16,1.645000,38.168150,66,C,Forecast,20260824T181001Z-27103c
46118,FUNKY MONKEY CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,52.097743,23.134457,product,16,1.645000,38.056182,91,C,Forecast,20260824T181001Z-27103c
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,17.011980,20.343928,product,16,1.645000,33.465762,51,C,Forecast,20260824T181001Z-27103c
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2011-11,3,2012-02,M2_gbm_poisson,13.509017,8.632128,product,16,1.645000,14.199850,28,B,Forecast,20260824T181001Z-27103c
46776A,WOVEN BUBBLE GUM CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,48.660803,11.293162,product,16,1.645000,18.577252,68,C,Forecast,20260824T181001Z-27103c
46776B,WOVEN BERRIES CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,48.696046,12.486562,product,16,1.645000,20.540394,70,C,Forecast,20260824T181001Z-27103c
46776C,WOVEN FROST CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,47.746784,13.159441,product,16,1.645000,21.647281,70,C,Forecast,20260824T181001Z-27103c
46776D,WOVEN SUNSET CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,40.016111,8.062319,product,16,1.645000,13.262515,54,C,Forecast,20260824T181001Z-27103c
46776E,WOVEN CANDY CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,38.164082,12.439895,product,16,1.645000,20.463627,59,C,Forecast,20260824T181001Z-27103c
46776F,WOVEN ROSE GARDEN CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,50.034666,11.912492,product,16,1.645000,19.596050,70,B,Forecast,20260824T181001Z-27103c
47013C,WINE BOTTLE DRESSING DARK BLUE,2011-11,3,2012-02,M2_gbm_poisson,16.694876,47.932893,product,16,1.645000,78.849610,96,C,Forecast,20260824T181001Z-27103c
47016,LIGHT DECORATION BATTERY OPERATED,2011-11,3,2012-02,M2_gbm_poisson,13.518850,3.080484,product,10,1.645000,5.067396,19,C,Forecast,20260824T181001Z-27103c
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,2011-11,3,2012-02,M2_gbm_poisson,16.201030,61.007116,product,16,1.645000,100.356706,117,C,Forecast,20260824T181001Z-27103c
47310M,SMALL POP BOX FUNKY MONKEY,2011-11,3,2012-02,M2_gbm_poisson,63.556932,16.812835,product,16,1.645000,27.657114,92,C,Forecast,20260824T181001Z-27103c
47341A,FUSCHIA TABLE RUN FLOWER,2011-11,3,2012-02,M2_gbm_poisson,19.438624,17.758997,product,12,1.645000,29.213549,49,C,Forecast,20260824T181001Z-27103c
47341B,BLUE TABLE RUN FLOWER,2011-11,3,2012-02,M2_gbm_poisson,24.937485,8.472983,product,12,1.645000,13.938057,39,C,Forecast,20260824T181001Z-27103c
47343A,FUSCHIA FLOWER PURSE WITH BEADS,2011-11,3,2012-02,M2_gbm_poisson,23.481450,28.828668,product,16,1.645000,47.423158,71,C,Forecast,20260824T181001Z-27103c
47344B,BLUE FLOWER DES PURSE,2011-11,3,2012-02,M2_gbm_poisson,16.937571,17.988709,product,14,1.645000,29.591426,47,C,Forecast,20260824T181001Z-27103c
47348A,FUSCHIA VOILE POINTY SHOE DEC,2011-11,3,2012-02,M2_gbm_poisson,15.052822,27.297681,product,14,1.645000,44.904686,60,C,Forecast,20260824T181001Z-27103c
47351B,BLUE  VOILE LAMPSHADE,2011-11,3,2012-02,M2_gbm_poisson,19.394888,11.543323,product,16,1.645000,18.988766,39,C,Forecast,20260824T181001Z-27103c
47367B,PAIR PADDED HANGERS PINK CHECK,2011-11,3,2012-02,M2_gbm_poisson,12.296144,22.473138,product,16,1.645000,36.968313,50,C,Forecast,20260824T181001Z-27103c
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,2011-11,3,2012-02,M2_gbm_poisson,12.502256,13.718468,product,16,1.645000,22.566880,36,C,Forecast,20260824T181001Z-27103c
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,2011-11,3,2012-02,M2_gbm_poisson,16.935211,11.949371,product,16,1.645000,19.656715,37,C,Forecast,20260824T181001Z-27103c
47420,ASSORTED COLOUR SUCTION CUP HOOK,2011-11,3,2012-02,M2_gbm_poisson,90.459819,57.419549,product,16,1.645000,94.455159,185,C,Forecast,20260824T181001Z-27103c
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,2011-11,3,2012-02,M2_gbm_poisson,99.547943,36.447694,product,16,1.645000,59.956457,160,C,Forecast,20260824T181001Z-27103c
47422,ASSORTED MONKEY SUCTION CUP HOOK,2011-11,3,2012-02,M2_gbm_poisson,69.422371,59.170612,product,16,1.645000,97.335657,167,C,Forecast,20260824T181001Z-27103c
47469,ASSORTED SHAPES PHOTO CLIP SILVER,2011-11,3,2012-02,M2_gbm_poisson,78.399035,20.106830,product,16,1.645000,33.075735,112,C,Forecast,20260824T181001Z-27103c
47471,RAINBOW PEGS PHOTO CLIP STRING,2011-11,3,2012-02,M2_gbm_poisson,59.039252,33.123489,product,16,1.645000,54.488140,114,C,Forecast,20260824T181001Z-27103c
47480,HANGING PHOTO CLIP ROPE LADDER,2011-11,3,2012-02,M2_gbm_poisson,53.692155,71.733692,product,16,1.645000,118.001923,172,B,Forecast,20260824T181001Z-27103c
47481,50CM METAL STRING WITH  7 CLIPS,2011-11,3,2012-02,M2_gbm_poisson,39.116054,20.436105,product,16,1.645000,33.617393,73,C,Forecast,20260824T181001Z-27103c
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2011-11,3,2012-02,M2_gbm_poisson,255.700059,102.336960,product,16,1.645000,168.344299,425,C,Forecast,20260824T181001Z-27103c
47503H,ASS FLORAL PRINT SPIRIT LEVEL,2011-11,3,2012-02,M2_gbm_poisson,63.866955,18.521246,product,16,1.645000,30.467450,95,C,Forecast,20260824T181001Z-27103c
47504H,ENGLISH ROSE SPIRIT LEVEL,2011-11,3,2012-02,M2_gbm_poisson,93.621934,34.271813,product,16,1.645000,56.377132,150,C,Forecast,20260824T181001Z-27103c
47504K,ENGLISH ROSE GARDEN SECATEURS,2011-11,3,2012-02,M2_gbm_poisson,158.269456,109.728007,product,16,1.645000,180.502572,339,B,Forecast,20260824T181001Z-27103c
47518F,ICON PLACEMAT POP ART ELVIS,2011-11,3,2012-02,M2_gbm_poisson,91.264670,23.789461,product,16,1.645000,39.133663,131,C,Forecast,20260824T181001Z-27103c
47559B,TEA TIME OVEN GLOVE,2011-11,3,2012-02,M2_gbm_poisson,146.315553,91.433624,product,16,1.645000,150.408312,297,A,Forecast,20260824T181001Z-27103c
47563A,RETRO LONGBOARD IRONING BOARD COVER,2011-11,3,2012-02,M2_gbm_poisson,56.541503,16.457129,product,16,1.645000,27.071978,84,C,Forecast,20260824T181001Z-27103c
47566,PARTY BUNTING,2011-11,3,2012-02,M2_gbm_poisson,688.090687,1674.432008,product,16,1.645000,2754.440652,3443,A,Forecast,20260824T181001Z-27103c
47566B,TEA TIME PARTY BUNTING,2011-11,3,2012-02,M2_gbm_poisson,43.989850,340.170502,product,16,1.645000,559.580476,604,A,Forecast,20260824T181001Z-27103c
47567B,TEA TIME KITCHEN APRON,2011-11,3,2012-02,M2_gbm_poisson,45.199100,62.786760,product,16,1.645000,103.284219,149,A,Forecast,20260824T181001Z-27103c
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2011-11,3,2012-02,M2_gbm_poisson,35.318829,26.341703,product,16,1.645000,43.332101,79,C,Forecast,20260824T181001Z-27103c
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,2011-11,3,2012-02,M2_gbm_poisson,60.820589,27.833969,product,16,1.645000,45.786879,107,C,Forecast,20260824T181001Z-27103c
47580,TEA TIME DES TEA COSY,2011-11,3,2012-02,M2_gbm_poisson,39.613092,38.499070,product,16,1.645000,63.330971,103,A,Forecast,20260824T181001Z-27103c
47585A,PINK FAIRY CAKE CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,29.819357,41.356230,product,16,1.645000,68.030998,98,B,Forecast,20260824T181001Z-27103c
47586A,PINK FAIRY CAKE CUSHION COVER,2011-11,3,2012-02,M2_gbm_poisson,18.212462,4.356924,product,16,1.645000,7.167139,26,C,Forecast,20260824T181001Z-27103c
47590A,BLUE HAPPY BIRTHDAY BUNTING,2011-11,3,2012-02,M2_gbm_poisson,118.280325,173.367939,product,16,1.645000,285.190260,404,A,Forecast,20260824T181001Z-27103c
47590B,PINK HAPPY BIRTHDAY BUNTING,2011-11,3,2012-02,M2_gbm_poisson,116.312435,162.669144,product,16,1.645000,267.590741,384,A,Forecast,20260824T181001Z-27103c
47591D,PINK FAIRY CAKE CHILDRENS APRON,2011-11,3,2012-02,M2_gbm_poisson,268.938584,192.616034,product,16,1.645000,316.853377,586,A,Forecast,20260824T181001Z-27103c
47593B,SCOTTIE DOGS BABY BIB,2011-11,3,2012-02,M2_gbm_poisson,153.916367,120.309982,product,16,1.645000,197.909921,352,C,Forecast,20260824T181001Z-27103c
47594A,CAROUSEL DESIGN WASHBAG,2011-11,3,2012-02,M2_gbm_poisson,26.270856,24.611022,product,16,1.645000,40.485132,67,C,Forecast,20260824T181001Z-27103c
47594B,SCOTTIES DESIGN WASHBAG,2011-11,3,2012-02,M2_gbm_poisson,15.994804,13.302665,product,16,1.645000,21.882884,38,C,Forecast,20260824T181001Z-27103c
47599A,PINK PARTY BAGS,2011-11,3,2012-02,M2_gbm_poisson,54.190730,157.544405,product,16,1.645000,259.160546,314,A,Forecast,20260824T181001Z-27103c
47599B,BLUE PARTY BAGS,2011-11,3,2012-02,M2_gbm_poisson,80.017782,73.394026,product,16,1.645000,120.733172,201,A,Forecast,20260824T181001Z-27103c
48111,DOORMAT 3 SMILEY CATS,2011-11,3,2012-02,M2_gbm_poisson,88.013467,83.684924,product,16,1.645000,137.661700,226,A,Forecast,20260824T181001Z-27103c
48116,DOORMAT MULTICOLOUR STRIPE,2011-11,3,2012-02,M2_gbm_poisson,49.202276,137.703805,product,16,1.645000,226.522760,276,A,Forecast,20260824T181001Z-27103c
48129,DOORMAT TOPIARY,2011-11,3,2012-02,M2_gbm_poisson,52.292218,57.794290,product,16,1.645000,95.071607,148,A,Forecast,20260824T181001Z-27103c
48138,DOORMAT UNION FLAG,2011-11,3,2012-02,M2_gbm_poisson,188.606013,306.217875,product,16,1.645000,503.728405,693,A,Forecast,20260824T181001Z-27103c
48173C,DOORMAT BLACK FLOCK,2011-11,3,2012-02,M2_gbm_poisson,70.568293,88.263002,product,16,1.645000,145.192639,216,A,Forecast,20260824T181001Z-27103c
48184,DOORMAT ENGLISH ROSE,2011-11,3,2012-02,M2_gbm_poisson,146.004547,170.385007,product,16,1.645000,280.283337,427,A,Forecast,20260824T181001Z-27103c
48185,DOORMAT FAIRY CAKE,2011-11,3,2012-02,M2_gbm_poisson,95.882569,238.562537,product,16,1.645000,392.435373,489,A,Forecast,20260824T181001Z-27103c
48187,DOORMAT NEW ENGLAND,2011-11,3,2012-02,M2_gbm_poisson,194.680884,341.982711,product,16,1.645000,562.561560,758,A,Forecast,20260824T181001Z-27103c
48188,DOORMAT WELCOME PUPPIES,2011-11,3,2012-02,M2_gbm_poisson,63.126727,164.422770,product,16,1.645000,270.475457,334,A,Forecast,20260824T181001Z-27103c
48194,DOORMAT HEARTS,2011-11,3,2012-02,M2_gbm_poisson,185.619185,178.930780,product,16,1.645000,294.341132,480,A,Forecast,20260824T181001Z-27103c
51008,AFGHAN SLIPPER SOCK PAIR,2011-11,3,2012-02,M2_gbm_poisson,33.881945,126.885101,product,16,1.645000,208.725991,243,A,Forecast,20260824T181001Z-27103c
51014A,"FEATHER PEN,HOT PINK",2011-11,3,2012-02,M2_gbm_poisson,392.799670,323.960957,product,16,1.645000,532.915774,926,B,Forecast,20260824T181001Z-27103c
51014C,"FEATHER PEN,COAL BLACK",2011-11,3,2012-02,M2_gbm_poisson,267.802807,145.499676,product,16,1.645000,239.346967,508,B,Forecast,20260824T181001Z-27103c
51014L,"FEATHER PEN,LIGHT PINK",2011-11,3,2012-02,M2_gbm_poisson,217.179546,117.191116,product,16,1.645000,192.779386,410,B,Forecast,20260824T181001Z-27103c
62018,SOMBRERO,2011-11,3,2012-02,M2_gbm_poisson,75.315533,491.592516,product,16,1.645000,808.669689,884,A,Forecast,20260824T181001Z-27103c
62074B,ELEPHANT CLIP W SUCTION CUP,2011-11,3,2012-02,M2_gbm_poisson,9.756686,14.120745,product,16,1.645000,23.228625,33,C,Forecast,20260824T181001Z-27103c
62086A,PINK RETRO BIG FLOWER BAG,2011-11,3,2012-02,M2_gbm_poisson,8.649784,19.565143,product,16,1.645000,32.184660,41,C,Forecast,20260824T181001Z-27103c
70006,LOVE HEART POCKET WARMER,2011-11,3,2012-02,M2_gbm_poisson,69.708497,101.610699,product,16,1.645000,167.149600,237,A,Forecast,20260824T181001Z-27103c
70007,HI TEC ALPINE HAND WARMER,2011-11,3,2012-02,M2_gbm_poisson,87.336175,124.247855,product,16,1.645000,204.387721,292,B,Forecast,20260824T181001Z-27103c
71038,WHITE HANGING BEADS CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,28.493647,26.407774,product,16,1.645000,43.440789,72,B,Forecast,20260824T181001Z-27103c
71050,SMALL SINGLE FLAME CANDLE HOLDER,2011-11,3,2012-02,M2_gbm_poisson,40.142025,18.650630,product,14,1.645000,30.680287,71,C,Forecast,20260824T181001Z-27103c
71053,WHITE METAL LANTERN,2011-11,3,2012-02,M2_gbm_poisson,102.574760,98.625589,product,16,1.645000,162.239094,265,A,Forecast,20260824T181001Z-27103c
71101E,STANDING FAIRY POLE SUPPORT,2011-11,3,2012-02,M2_gbm_poisson,47.708405,32.633678,product,16,1.645000,53.682400,102,C,Forecast,20260824T181001Z-27103c
71143,SILVER BOOK MARK WITH BEADS,2011-11,3,2012-02,M2_gbm_poisson,16.536375,22.683273,product,16,1.645000,37.313984,54,C,Forecast,20260824T181001Z-27103c
71270,PHOTO CLIP LINE,2011-11,3,2012-02,M2_gbm_poisson,51.253816,22.514730,product,16,1.645000,37.036730,89,C,Forecast,20260824T181001Z-27103c
71279,PINK GLASS CANDLEHOLDER,2011-11,3,2012-02,M2_gbm_poisson,35.867260,22.059059,product,16,1.645000,36.287152,73,C,Forecast,20260824T181001Z-27103c
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",2011-11,3,2012-02,M2_gbm_poisson,38.671341,8.058664,product,16,1.645000,13.256502,52,C,Forecast,20260824T181001Z-27103c
71406C,BLACK ORANGE SQUEEZER,2011-11,3,2012-02,M2_gbm_poisson,59.220631,33.159244,product,16,1.645000,54.546956,114,C,Forecast,20260824T181001Z-27103c
71459,HANGING JAM JAR T-LIGHT HOLDER,2011-11,3,2012-02,M2_gbm_poisson,568.202898,912.490104,product,16,1.645000,1501.046221,2070,A,Forecast,20260824T181001Z-27103c
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2011-11,3,2012-02,M2_gbm_poisson,510.943649,574.568628,product,16,1.645000,945.165394,1457,A,Forecast,20260824T181001Z-27103c
71495A,CD WALL TIDY BLUE OFFICE,2011-11,3,2012-02,M2_gbm_poisson,47.742923,27.613141,product,16,1.645000,45.423618,94,C,Forecast,20260824T181001Z-27103c
71495B,CD WALL TIDY RED FLOWERS,2011-11,3,2012-02,M2_gbm_poisson,50.173988,31.564742,product,16,1.645000,51.924001,103,C,Forecast,20260824T181001Z-27103c
