stock_code,description,forecast_origin,target_month,model,forecast,sigma,sigma_source,n_residuals_product,z,safety_stock,target_inventory,uncertainty_ratio,abc_class,last_month_units,ma3_units,months_since_last_sale,product_age_months,status,run_id
84968B,S/16 VINTAGE IVORY CUTLERY,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,2011-11,2011-12,M2_gbm_poisson,12.357627,9.123656,product,18,1.645000,15.008415,28,0.738302,A,7,5.333333,1,24,Forecast,20260824T181001Z-27103c
84968D,SET OF 16 VINTAGE RED CUTLERY,2011-11,2011-12,M2_gbm_poisson,6.586143,8.316525,product,18,1.645000,13.680684,21,1.262731,A,1,3.666667,1,24,Forecast,20260824T181001Z-27103c
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-11,2011-12,M2_gbm_poisson,10.680080,11.223052,product,18,1.645000,18.461920,30,1.050840,A,3,11.000000,1,24,Forecast,20260824T181001Z-27103c
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-11,2011-12,M2_gbm_poisson,6.393130,6.751243,product,18,1.645000,11.105795,18,1.056015,B,3,3.333333,1,24,Forecast,20260824T181001Z-27103c
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-11,2011-12,M2_gbm_poisson,48.621836,28.200853,product,18,1.645000,46.390403,96,0.580004,A,46,39.000000,1,24,Forecast,20260824T181001Z-27103c
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,314.415574,333.641011,product,18,1.645000,548.839462,864,1.061147,A,400,418.666667,1,24,Forecast,20260824T181001Z-27103c
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,310.065830,459.685229,product,18,1.645000,756.182202,1067,1.482541,A,473,527.000000,1,24,Forecast,20260824T181001Z-27103c
84971L,LARGE HEART FLOWERS HOOK,2011-11,2011-12,M2_gbm_poisson,6.189268,7.836625,abc_group,5,1.645000,12.891247,20,1.266163,C,2,0.666667,1,24,Forecast,20260824T181001Z-27103c
84971S,SMALL HEART FLOWERS HOOK,2011-11,2011-12,M2_gbm_poisson,73.693815,89.609324,product,18,1.645000,147.407337,222,1.215968,A,93,106.333333,1,24,Forecast,20260824T181001Z-27103c
84972L,GIANT PINK HEART MEMO HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-11,2011-12,M2_gbm_poisson,6.591976,4.772590,product,18,1.645000,7.850911,15,0.724000,C,1,2.333333,1,23,Forecast,20260824T181001Z-27103c
84975,HEART SHAPED MIRROR,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84976,RECTANGULAR SHAPED MIRROR,2011-11,2011-12,M2_gbm_poisson,29.676494,9.744022,product,18,1.645000,16.028916,46,0.328341,C,12,28.333333,1,24,Forecast,20260824T181001Z-27103c
84977,WIRE FLOWER T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,595.354837,548.847767,product,18,1.645000,902.854577,1499,0.921883,A,1253,830.333333,1,24,Forecast,20260824T181001Z-27103c
84984A,GREEN PEONY CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,10.709616,2.859181,product,15,1.645000,4.703353,16,0.266973,C,6,3.666667,1,23,Forecast,20260824T181001Z-27103c
84984B,RED PEONY CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,10.709616,5.270616,product,15,1.645000,8.670164,20,0.492139,C,6,3.666667,1,23,Forecast,20260824T181001Z-27103c
84984C,ORIENTAL BLUE C/COVER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84984D,ORIENTAL RED C/COVER,2011-11,2011-12,M2_gbm_poisson,9.152134,2.309229,product,14,1.645000,3.798682,13,0.252316,C,6,2.666667,1,24,Forecast,20260824T181001Z-27103c
84985A,SET OF 72 GREEN PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84985B,SET OF 72 BLACK PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84986B,SET OF 36 SILVER PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84987,SET OF 36 TEATIME PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,166.654949,187.682483,product,18,1.645000,308.737685,476,1.126174,A,384,286.000000,1,24,Forecast,20260824T181001Z-27103c
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,255.311637,179.191375,product,18,1.645000,294.769811,551,0.701854,A,555,343.666667,1,24,Forecast,20260824T181001Z-27103c
84989A,75 GREEN FAIRY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,16.257802,15.764759,product,18,1.645000,25.933029,43,0.969673,B,7,4.000000,1,24,Forecast,20260824T181001Z-27103c
84989B,75 BLACK FAIRY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
84991,60 TEATIME FAIRY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,958.662792,871.083639,product,18,1.645000,1432.932587,2392,0.908644,A,1425,1788.000000,1,24,Forecast,20260824T181001Z-27103c
84992,72 SWEETHEART FAIRY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,515.885490,446.163056,product,18,1.645000,733.938228,1250,0.864849,A,918,1097.666667,1,24,Forecast,20260824T181001Z-27103c
84993A,75 GREEN PETIT FOUR CASES,2011-11,2011-12,M2_gbm_poisson,48.626881,47.965150,product,18,1.645000,78.902671,128,0.986392,C,58,43.333333,1,24,Forecast,20260824T181001Z-27103c
84993B,75 BLACK PETIT FOUR CASES,2011-11,2011-12,M2_gbm_poisson,3.168712,13.204137,product,18,1.645000,21.720805,25,4.167036,C,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,2011-11,2011-12,M2_gbm_poisson,138.612030,157.876116,product,18,1.645000,259.706211,399,1.138978,A,273,205.666667,1,24,Forecast,20260824T181001Z-27103c
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,2011-11,2011-12,M2_gbm_poisson,217.654081,158.646767,product,18,1.645000,260.973932,479,0.728894,A,459,390.333333,1,24,Forecast,20260824T181001Z-27103c
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2011-11,2011-12,M2_gbm_poisson,277.355090,258.270649,product,18,1.645000,424.855217,703,0.931191,A,655,410.000000,1,24,Forecast,20260824T181001Z-27103c
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2011-11,2011-12,M2_gbm_poisson,390.067768,157.552369,product,18,1.645000,259.173647,650,0.403910,A,779,585.000000,1,24,Forecast,20260824T181001Z-27103c
85006,SET 4 NURSERY DES ROUND BOXES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85007,SET OF 3 VINTAGE TEA TIME BOXES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85008,SET OF 3 CONEY ISLAND OVAL BOXES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85014A,BLACK/BLUE POLKADOT UMBRELLA,2011-11,2011-12,M2_gbm_poisson,98.074117,82.680624,product,18,1.645000,136.009627,235,0.843042,A,124,145.000000,1,24,Forecast,20260824T181001Z-27103c
85014B,RED RETROSPOT UMBRELLA,2011-11,2011-12,M2_gbm_poisson,116.233520,135.852181,product,18,1.645000,223.476838,340,1.168787,A,158,252.333333,1,24,Forecast,20260824T181001Z-27103c
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85015,SET OF 12  VINTAGE POSTCARD SET,2011-11,2011-12,M2_gbm_poisson,142.345624,60.210764,product,18,1.645000,99.046706,242,0.422990,B,349,351.333333,1,24,Forecast,20260824T181001Z-27103c
85016,SET OF 6 VINTAGE NOTELETS KIT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85017A,ENVELOPE 50 ROMANTIC IMAGES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85017B,ENVELOPE 50 BLOSSOM IMAGES,2011-11,2011-12,M2_gbm_poisson,36.781088,76.229950,product,18,1.645000,125.398267,163,2.072531,B,9,95.333333,1,24,Forecast,20260824T181001Z-27103c
85017C,ENVELOPE 50 CURIOUS IMAGES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85018C,S/6 PAPER BOXES CURIOUS IMAGES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85018D,YULETIDE IMAGES S/6 PAPER BOXES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85019A,ROMANTIC IMAGES NOTEBOOK SET,2011-11,2011-12,M2_gbm_poisson,49.435037,9.384237,product,18,1.645000,15.437070,65,0.189830,C,52,57.666667,1,23,Forecast,20260824T181001Z-27103c
85019B,BLOSSOM  IMAGES NOTEBOOK SET,2011-11,2011-12,M2_gbm_poisson,52.117351,24.768947,product,18,1.645000,40.744917,93,0.475253,C,54,100.000000,1,21,Forecast,20260824T181001Z-27103c
85019C,CURIOUS  IMAGES NOTEBOOK SET,2011-11,2011-12,M2_gbm_poisson,2.006944,18.833382,product,18,1.645000,30.980913,33,9.384109,C,0,0.000000,6,24,Forecast,20260824T181001Z-27103c
85020,ROUND PINK HEART MIRROR,2011-11,2011-12,M2_gbm_poisson,12.208385,8.842451,product,18,1.645000,14.545832,27,0.724293,C,9,3.000000,1,24,Forecast,20260824T181001Z-27103c
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85023B,EAU DE NILE JEWELLED PHOTOFRAME,2011-11,2011-12,M2_gbm_poisson,19.171480,9.317551,product,18,1.645000,15.327372,35,0.486011,C,7,9.000000,1,24,Forecast,20260824T181001Z-27103c
85023C,PINK LARGE JEWELED PHOTOFRAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85024B,EAU DE NILE JEWELLED PHOTOFRAME,2011-11,2011-12,M2_gbm_poisson,14.563034,8.736079,product,18,1.645000,14.370850,29,0.599880,C,12,4.666667,1,23,Forecast,20260824T181001Z-27103c
85024C,PINK SMALL JEWELLED PHOTOFRAME,2011-11,2011-12,M2_gbm_poisson,7.632667,4.366902,product,18,1.645000,7.183553,15,0.572133,C,2,2.666667,1,24,Forecast,20260824T181001Z-27103c
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,54.593932,12.754944,product,18,1.645000,20.981882,76,0.233633,C,71,50.000000,1,24,Forecast,20260824T181001Z-27103c
85025C,PINK HEART SHAPE PHOTO FRAME,2011-11,2011-12,M2_gbm_poisson,3.135932,23.876655,product,18,1.645000,39.277098,43,7.613894,B,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,20.323213,4.483010,product,18,1.645000,7.374552,28,0.220586,C,10,13.333333,1,24,Forecast,20260824T181001Z-27103c
85027L,FRENCH CHATEAU LARGE PLATTER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85028S,FRENCH CHATEAU SMALL FRUITBOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85030,FRENCH CHATEAU OVAL PLATTER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85031A,ROMANTIC IMAGES SCRAP BOOK SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85031B,BLOSSOM IMAGES SCRAP BOOK SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85031C,CURIOUS IMAGES SCRAP BOOK SET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85032A,ROMANTIC IMAGES GIFT WRAP SET,2011-11,2011-12,M2_gbm_poisson,76.525786,62.133846,product,18,1.645000,102.210177,179,0.811933,C,105,131.333333,1,24,Forecast,20260824T181001Z-27103c
85032B,BLOSSOM IMAGES GIFT WRAP SET,2011-11,2011-12,M2_gbm_poisson,65.482419,32.640780,product,18,1.645000,53.694083,120,0.498466,C,81,90.666667,1,23,Forecast,20260824T181001Z-27103c
85032C,CURIOUS IMAGES GIFT WRAP SET,2011-11,2011-12,M2_gbm_poisson,68.233752,45.903859,product,18,1.645000,75.511848,144,0.672744,C,74,107.000000,1,24,Forecast,20260824T181001Z-27103c
85032D,YULETIDE IMAGES GIFT WRAP SET,2011-11,2011-12,M2_gbm_poisson,23.037217,78.967798,product,17,1.645000,129.902027,153,3.427836,B,0,112.666667,2,24,Forecast,20260824T181001Z-27103c
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85033S,SET/6 SILVER REINDEER T-LIGHTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85034A,3 GARDENIA MORRIS BOXED CANDLES,2011-11,2011-12,M2_gbm_poisson,68.274187,18.081443,product,18,1.645000,29.743974,99,0.264836,B,97,147.333333,1,24,Forecast,20260824T181001Z-27103c
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,2011-11,2011-12,M2_gbm_poisson,218.551216,20.827556,product,18,1.645000,34.261330,253,0.095298,B,462,224.666667,1,24,Forecast,20260824T181001Z-27103c
85034C,3 ROSE MORRIS BOXED CANDLES,2011-11,2011-12,M2_gbm_poisson,235.889075,21.261768,product,18,1.645000,34.975608,271,0.090135,B,571,282.333333,1,24,Forecast,20260824T181001Z-27103c
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2011-11,2011-12,M2_gbm_poisson,17.502495,29.118442,product,18,1.645000,47.899837,66,1.663674,B,0,60.333333,2,24,Forecast,20260824T181001Z-27103c
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,2011-11,2011-12,M2_gbm_poisson,14.900381,20.957038,product,18,1.645000,34.474327,50,1.406477,B,0,30.000000,2,24,Forecast,20260824T181001Z-27103c
85035C,ROSE 3 WICK MORRIS BOX CANDLE,2011-11,2011-12,M2_gbm_poisson,109.854286,27.346479,product,18,1.645000,44.984958,155,0.248934,B,248,189.000000,1,24,Forecast,20260824T181001Z-27103c
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,2011-11,2011-12,M2_gbm_poisson,16.385320,25.053493,product,18,1.645000,41.212996,58,1.529021,B,0,30.333333,2,24,Forecast,20260824T181001Z-27103c
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,2011-11,2011-12,M2_gbm_poisson,47.284909,19.789675,product,18,1.645000,32.554015,80,0.418520,B,49,63.666667,1,24,Forecast,20260824T181001Z-27103c
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,2011-11,2011-12,M2_gbm_poisson,151.091930,13.828127,product,18,1.645000,22.747268,174,0.091521,C,403,204.666667,1,24,Forecast,20260824T181001Z-27103c
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2011-11,2011-12,M2_gbm_poisson,133.760682,42.006444,product,18,1.645000,69.100600,203,0.314042,A,350,155.000000,1,24,Forecast,20260824T181001Z-27103c
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2011-11,2011-12,M2_gbm_poisson,60.331313,56.132109,product,18,1.645000,92.337320,153,0.930398,B,54,77.666667,1,24,Forecast,20260824T181001Z-27103c
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2011-11,2011-12,M2_gbm_poisson,51.611949,52.840663,product,18,1.645000,86.922890,139,1.023807,B,52,55.333333,1,24,Forecast,20260824T181001Z-27103c
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,2011-11,2011-12,M2_gbm_poisson,22.165691,25.664501,product,18,1.645000,42.218105,65,1.157848,C,13,10.000000,1,24,Forecast,20260824T181001Z-27103c
85040A,S/4 PINK FLOWER CANDLES IN BOWL,2011-11,2011-12,M2_gbm_poisson,71.658100,39.156051,product,18,1.645000,64.411704,137,0.546429,B,132,89.666667,1,24,Forecast,20260824T181001Z-27103c
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85041,SET/4 PINK ORCHID CANDLES IN BOWL,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85042,ANTIQUE LILY FAIRY LIGHTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85043,RED HEART CANDY POP LIGHTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85044,RED REINDEER STRING OF 20 LIGHTS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,2011-11,2011-12,M2_gbm_poisson,8.954141,17.086838,product,18,1.645000,28.107849,38,1.908261,B,4,2.333333,1,24,Forecast,20260824T181001Z-27103c
85047,WHITE BEADED GARLAND STRING 20LIGHT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2011-11,2011-12,M2_gbm_poisson,278.141690,44.901969,product,18,1.645000,73.863738,353,0.161436,A,650,385.000000,1,24,Forecast,20260824T181001Z-27103c
85049A,TRADITIONAL CHRISTMAS RIBBONS,2011-11,2011-12,M2_gbm_poisson,360.906265,270.867235,product,18,1.645000,445.576601,807,0.750520,A,886,708.333333,1,24,Forecast,20260824T181001Z-27103c
85049B,LUSH GREENS RIBBONS,2011-11,2011-12,M2_gbm_poisson,4.354799,16.614476,product,18,1.645000,27.330813,32,3.815211,B,0,0.333333,3,24,Forecast,20260824T181001Z-27103c
85049C,ROMANTIC PINKS RIBBONS,2011-11,2011-12,M2_gbm_poisson,65.597295,49.811938,product,18,1.645000,81.940639,148,0.759360,B,84,99.666667,1,24,Forecast,20260824T181001Z-27103c
85049D,BRIGHT BLUES RIBBONS,2011-11,2011-12,M2_gbm_poisson,3.785653,40.908891,product,18,1.645000,67.295126,72,10.806298,B,0,0.333333,3,24,Forecast,20260824T181001Z-27103c
85049E,SCANDINAVIAN REDS RIBBONS,2011-11,2011-12,M2_gbm_poisson,261.986123,126.352576,product,18,1.645000,207.849988,470,0.482287,A,447,499.333333,1,24,Forecast,20260824T181001Z-27103c
85049F,BABY BOOM RIBBONS,2011-11,2011-12,M2_gbm_poisson,8.799912,30.611040,product,18,1.645000,50.355161,60,3.478562,B,0,10.000000,3,24,Forecast,20260824T181001Z-27103c
85049G,CHOCOLATE BOX RIBBONS,2011-11,2011-12,M2_gbm_poisson,84.665076,116.763700,product,18,1.645000,192.076286,277,1.379125,A,105,162.666667,1,24,Forecast,20260824T181001Z-27103c
85049H,URBAN BLACK RIBBONS,2011-11,2011-12,M2_gbm_poisson,71.375234,54.629128,product,18,1.645000,89.864916,162,0.765379,B,123,99.666667,1,24,Forecast,20260824T181001Z-27103c
85050,FRENCH ENAMEL SOAP DISH WITH LID,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85053,FRENCH ENAMEL CANDLEHOLDER,2011-11,2011-12,M2_gbm_poisson,129.692634,23.341415,product,18,1.645000,38.396627,169,0.179975,B,256,252.666667,1,24,Forecast,20260824T181001Z-27103c
85054,FRENCH ENAMEL POT W LID,2011-11,2011-12,M2_gbm_poisson,49.851584,23.686454,product,18,1.645000,38.964216,89,0.475139,B,52,36.666667,1,24,Forecast,20260824T181001Z-27103c
85055,FRENCH ENAMEL UTENSIL HOLDER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85059,FRENCH ENAMEL WATER BASIN,2011-11,2011-12,M2_gbm_poisson,40.344444,15.222898,product,18,1.645000,25.041667,66,0.377323,B,28,18.666667,1,24,Forecast,20260824T181001Z-27103c
85060,WOOD FAN WITH FLOWER DESIGN,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,B,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85061W,WHITE JEWELLED HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,103.652424,71.959947,product,18,1.645000,118.374113,223,0.694243,A,213,298.000000,1,24,Forecast,20260824T181001Z-27103c
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2011-11,2011-12,M2_gbm_poisson,61.086444,89.111114,product,18,1.645000,146.587783,208,1.458771,A,99,68.333333,1,24,Forecast,20260824T181001Z-27103c
85063,CREAM SWEETHEART MAGAZINE RACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85064,CREAM SWEETHEART LETTER RACK,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85065,CREAM SWEETHEART TRAYS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85066,CREAM SWEETHEART MINI CHEST,2011-11,2011-12,M2_gbm_poisson,115.085031,72.574152,product,18,1.645000,119.384480,235,0.630613,A,271,195.666667,1,24,Forecast,20260824T181001Z-27103c
85067,CREAM SWEETHEART WALL CABINET,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85068,CREAM SWEETHEART SHELF + HOOKS,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,A,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85069,CREAM SWEETHEART DOUBLE SHELF,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2011-11,2011-12,M2_gbm_poisson,84.317278,88.898100,product,18,1.645000,146.237374,231,1.054328,B,149,163.000000,1,24,Forecast,20260824T181001Z-27103c
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2011-11,2011-12,M2_gbm_poisson,95.042453,95.238639,product,18,1.645000,156.667562,252,1.002064,C,182,172.666667,1,24,Forecast,20260824T181001Z-27103c
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2011-11,2011-12,M2_gbm_poisson,65.242850,29.226116,product,18,1.645000,48.076961,114,0.447959,C,98,125.000000,1,24,Forecast,20260824T181001Z-27103c
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2011-11,2011-12,M2_gbm_poisson,58.712721,10.886942,product,18,1.645000,17.909019,77,0.185427,C,76,69.666667,1,24,Forecast,20260824T181001Z-27103c
85072,OCCASIONS GIFT CARD ASSORTMENT,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85077,KISSING REINDEER TABLE RUNNER,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2011-11,2011-12,M2_gbm_poisson,56.404545,25.249020,product,18,1.645000,41.534638,98,0.447642,C,8,305.000000,1,24,Forecast,20260824T181001Z-27103c
85079,EMBROIDERED REINDEER DECORATION,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85080,PADDED RED HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85081,PADDED HOLLY CHRISTMAS DECORATION,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85083,KISS REINDEER SCANDINAVIAN STOCKING,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85084,HOLLY TOP CHRISTMAS STOCKING,2011-11,2011-12,M2_gbm_poisson,,,,,,,,,C,0,,,,Inactive (no sales in last 6 months),20260824T181001Z-27103c
85086A,CANDY SPOT HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,3.135932,23.843029,product,18,1.645000,39.221782,43,7.603172,C,0,0.000000,4,24,Forecast,20260824T181001Z-27103c
