stock_code,selling_months,mean_price,std_price,price_cv
22910,16,3.1159,0.5392,0.1730
22911,15,2.9571,0.1690,0.0572
22912,13,5.0137,0.4782,0.0954
22913,14,5.1684,0.7287,0.1410
22914,14,5.1659,0.5578,0.1080
22915,14,0.4762,0.0876,0.1840
22916,14,0.7105,0.0641,0.0903
22917,14,0.7090,0.0621,0.0875
22918,14,0.7054,0.0720,0.1020
22919,14,0.7009,0.0547,0.0781
22920,14,0.7070,0.0796,0.1125
22921,14,0.7038,0.0631,0.0896
22922,14,0.8956,0.1043,0.1165
22923,14,0.8528,0.0722,0.0847
22924,14,0.9213,0.1597,0.1733
22925,12,6.2079,0.3722,0.0600
22926,7,6.0784,0.3563,0.0586
22927,12,6.7565,1.7215,0.2548
22928,14,6.9069,1.3132,0.1901
22929,8,63.9425,2.4711,0.0386
22930,13,2.6709,0.2762,0.1034
22931,13,2.6124,0.2925,0.1120
22932,13,2.5430,0.3801,0.1495
22933,11,3.3284,0.9478,0.2848
22934,10,3.2365,0.9239,0.2854
22935,13,3.2743,0.6174,0.1886
22936,13,4.0852,1.5050,0.3684
22937,13,2.7084,0.3056,0.1129
22938,16,1.9275,0.1658,0.0860
22939,16,5.2605,0.7380,0.1403
22940,16,4.5153,1.1194,0.2479
22941,12,9.3841,2.4586,0.2620
22942,8,7.7875,1.7143,0.2201
22943,15,6.7980,2.5751,0.3788
22944,12,2.3594,4.2720,1.8106
22945,15,1.7806,2.5562,1.4356
22946,14,18.2127,6.7760,0.3721
22947,10,15.6626,4.7307,0.3020
22948,16,1.0026,0.2150,0.2145
22949,16,1.5650,0.3668,0.2344
22950,9,1.5069,0.2207,0.1465
22951,16,0.5341,0.0324,0.0607
22952,16,0.7269,0.2940,0.4044
22953,14,1.2614,0.0584,0.0463
22954,13,1.3571,0.3442,0.2537
22955,14,2.0122,0.3016,0.1499
22956,14,1.9431,0.3418,0.1759
22957,6,2.8848,0.1187,0.0412
22959,10,0.4039,0.0221,0.0546
22960,14,4.2757,0.2625,0.0614
22961,15,1.5407,0.1537,0.0997
22962,14,0.8656,0.0756,0.0873
22963,15,0.8697,0.0935,0.1075
22964,14,2.1394,0.1208,0.0565
22965,14,2.1574,0.1615,0.0748
22966,14,1.3232,0.3317,0.2507
22967,7,2.8754,0.1145,0.0398
22968,15,10.7730,2.7567,0.2559
22969,14,1.5052,0.1117,0.0742
22970,13,2.3831,0.1517,0.0636
22971,13,2.4662,0.1718,0.0697
22972,14,1.7137,0.0896,0.0523
22973,14,1.6896,0.0630,0.0373
22974,14,1.7280,0.0835,0.0483
22975,14,1.3657,0.1426,0.1044
22976,14,1.3014,0.0551,0.0424
22977,14,1.3746,0.2615,0.1903
22978,11,4.0289,0.7246,0.1798
22979,10,1.5453,0.1185,0.0767
22980,11,1.7269,0.2345,0.1358
22981,10,1.5792,0.1260,0.0798
22982,10,1.3965,0.1524,0.1091
22983,16,0.4278,0.0159,0.0373
22984,16,0.4181,0.0223,0.0533
22985,16,0.4159,0.0163,0.0392
22986,16,0.4158,0.0114,0.0275
22987,8,0.4200,0.0000,0.0000
22988,13,1.2027,0.0874,0.0727
22989,11,3.3402,0.4105,0.1229
22990,11,4.9323,0.7003,0.1420
22991,11,1.9973,0.3019,0.1512
22992,11,1.9854,0.2354,0.1185
22993,11,1.2843,0.1052,0.0819
22994,11,0.4395,0.0136,0.0309
22995,11,0.4549,0.0424,0.0932
22996,11,0.4447,0.0314,0.0706
22997,11,0.4314,0.0092,0.0213
22998,11,0.4328,0.0428,0.0990
22999,11,0.4369,0.0288,0.0658
23000,11,0.4364,0.0202,0.0463
23002,11,0.4336,0.0128,0.0294
23003,5,0.4162,0.0086,0.0206
23004,11,0.4512,0.0141,0.0313
23005,8,0.4414,0.0416,0.0942
23006,11,0.4575,0.0789,0.1726
23007,10,15.6550,1.1282,0.0721
23008,10,15.4281,1.0217,0.0662
23009,10,15.7390,1.3106,0.0833
23010,10,15.6355,1.3814,0.0884
23012,7,3.9546,0.1840,0.0465
23013,7,4.0092,0.3035,0.0757
23014,7,4.1729,0.5781,0.1385
23015,6,8.5992,0.8553,0.0995
23016,7,7.8347,0.6937,0.0885
23017,7,13.6562,5.0005,0.3662
23018,6,12.4530,1.3378,0.1074
23019,7,7.8807,0.2688,0.0341
23020,7,12.2312,0.3086,0.0252
23021,7,4.3758,0.5517,0.1261
23022,7,1.9582,0.1233,0.0629
23023,7,1.6219,0.0603,0.0372
23024,6,2.7286,0.1866,0.0684
23025,7,2.1225,0.0932,0.0439
23026,7,2.1902,0.2024,0.0924
23027,7,2.1161,0.0707,0.0334
23028,6,1.7190,0.0982,0.0571
23029,7,1.7149,0.1073,0.0626
23031,7,1.6998,0.0611,0.0360
23032,6,1.6908,0.1223,0.0723
23033,7,1.5023,0.1422,0.0946
23034,7,1.5771,0.2539,0.1610
23035,7,1.4759,0.0953,0.0646
23036,7,1.2568,0.0179,0.0143
23037,7,1.6708,0.0837,0.0501
23038,5,1.3100,0.4382,0.3345
23039,7,2.2810,0.8191,0.3591
23040,9,5.8344,0.4315,0.0740
23041,9,4.3907,0.5710,0.1301
23042,9,7.1014,0.8556,0.1205
23043,6,7.3656,2.4988,0.3392
23044,8,4.1845,0.0976,0.0233
23045,7,4.7552,1.5591,0.3279
23046,7,6.6385,0.4496,0.0677
23047,7,5.7500,0.0000,0.0000
23048,9,4.4288,0.4990,0.1127
23049,10,8.6502,0.3869,0.0447
23050,10,8.7704,0.8613,0.0982
23051,10,9.1092,1.2836,0.1409
23052,10,9.6211,1.4994,0.1558
23053,10,9.1234,0.7270,0.0797
23054,10,9.8602,2.6707,0.2709
23055,8,5.0789,2.1846,0.4301
23056,8,5.2868,2.0040,0.3791
23057,8,4.0599,1.7188,0.4234
23058,4,0.9494,0.1460,0.1538
23060,9,2.2037,0.2785,0.1264
23061,9,1.3245,0.0721,0.0545
23064,8,39.7207,17.8088,0.4484
23065,7,13.1711,1.9921,0.1512
23066,7,8.5673,0.6267,0.0732
23067,9,4.2035,0.0857,0.0204
23068,9,2.4451,0.1307,0.0535
23069,9,6.2993,0.1479,0.0235
23070,8,4.5088,0.3879,0.0860
23071,6,10.6653,4.0040,0.3754
23072,6,13.4589,6.3221,0.4697
23073,9,12.1560,0.4342,0.0357
23074,4,2.4365,0.5442,0.2233
23075,9,4.1478,0.0690,0.0166
23076,10,1.2402,0.0334,0.0269
23077,10,1.2808,0.1452,0.1134
23078,10,1.2903,0.1196,0.0927
23079,8,8.8925,0.1104,0.0124
23080,8,8.4436,0.4450,0.0527
23081,8,8.4585,0.7560,0.0894
23082,8,3.7018,0.1190,0.0321
23083,8,3.7475,0.2285,0.0610
23084,8,2.2359,0.4429,0.1981
23085,7,9.8500,0.7289,0.0740
23086,8,1.2364,0.0787,0.0636
23087,8,1.4316,0.4223,0.2950
23088,8,1.3629,0.2178,0.1598
23089,8,1.8534,0.2484,0.1340
23090,8,0.8258,0.0443,0.0537
23091,7,6.3729,0.1981,0.0311
23092,8,7.7162,0.6712,0.0870
23093,8,2.5763,0.3943,0.1530
23094,7,12.7195,0.4060,0.0319
23096,8,1.7994,0.2928,0.1627
23099,8,6.8593,0.6299,0.0918
23100,8,1.2512,0.0703,0.0562
23101,8,0.8495,0.1119,0.1318
23102,8,0.8529,0.0517,0.0606
23103,8,1.6885,0.0479,0.0284
23104,8,12.2033,0.4175,0.0342
23106,8,2.7116,0.7956,0.2934
23107,8,2.8333,0.6261,0.2210
23108,8,5.9174,0.2379,0.0402
23109,8,2.8768,0.0909,0.0316
23110,8,6.0091,0.3342,0.0556
23111,8,12.6653,0.8057,0.0636
23112,8,8.3496,0.7556,0.0905
23113,4,5.6165,0.9435,0.1680
23114,4,5.0032,0.3085,0.0617
23115,4,5.2235,0.4795,0.0918
23116,4,5.8477,1.4984,0.2562
23117,4,5.8152,1.3798,0.2373
23118,8,7.7417,0.7556,0.0976
23119,7,0.6610,0.0838,0.1267
23120,7,0.4380,0.0507,0.1157
23121,7,0.4208,0.0287,0.0683
23122,7,0.8385,0.0911,0.1087
23123,7,0.8364,0.0533,0.0638
23124,6,1.7469,0.5619,0.3217
23125,6,1.6020,0.4826,0.3012
23126,10,5.0445,0.2122,0.0421
23127,10,5.1138,0.2970,0.0581
23128,10,5.0303,0.2184,0.0434
23129,8,4.2865,0.3250,0.0758
23130,8,4.1107,0.1532,0.0373
23131,9,4.0863,0.0938,0.0230
23132,9,5.5591,0.7724,0.1389
23133,9,7.7493,0.7968,0.1028
23134,6,7.0080,1.1106,0.1585
23135,9,4.3018,1.1065,0.2572
23136,9,3.8747,0.2689,0.0694
23137,9,3.5361,0.8947,0.2530
23138,9,1.6515,0.6203,0.3756
23139,9,1.5640,0.7138,0.4564
23140,8,4.4605,0.7384,0.1655
23141,8,4.3422,1.9285,0.4441
23142,8,10.5995,0.9024,0.0851
23143,5,11.0841,4.3965,0.3966
23144,9,0.8478,0.0858,0.1012
23145,9,0.9625,0.0347,0.0360
23146,9,3.2765,0.1460,0.0446
23147,9,1.4621,0.0366,0.0250
23148,9,0.8481,0.0335,0.0395
23149,7,2.8781,0.9226,0.3206
23150,9,2.6651,0.2044,0.0767
23151,8,2.6063,1.0930,0.4194
23152,9,3.7706,0.1184,0.0314
23153,9,3.9537,0.2193,0.0555
23154,10,2.1066,0.2693,0.1278
23155,10,0.8585,0.0184,0.0215
23156,10,2.0813,0.0755,0.0363
23157,10,2.6448,1.0268,0.3882
23158,10,2.1147,0.1382,0.0653
23159,9,2.0667,0.0685,0.0332
23160,8,1.4069,0.4327,0.3076
23161,8,1.4200,0.4303,0.3031
23162,9,3.6899,0.1226,0.0332
23163,9,2.5254,0.2176,0.0862
23164,8,5.0843,0.8829,0.1736
23165,8,1.6572,0.0771,0.0465
23166,9,1.1820,0.0739,0.0625
23167,8,0.7955,0.0524,0.0659
23168,8,1.4037,0.0988,0.0704
23169,8,4.2725,0.1699,0.0398
23170,8,1.6941,0.1545,0.0912
23171,8,1.6884,0.1450,0.0859
23172,8,1.6886,0.1071,0.0634
23173,8,9.6581,1.2534,0.1298
23174,8,4.2657,0.4062,0.0952
23175,8,3.3076,0.5577,0.1686
23176,10,2.2601,0.1892,0.0837
23177,10,2.2472,0.2208,0.0982
23178,10,2.9514,0.5109,0.1731
23179,10,3.1522,0.4962,0.1574
23180,10,5.3555,1.4533,0.2714
23181,10,8.8619,1.5523,0.1752
23182,10,1.0436,0.1754,0.1681
23183,10,4.4802,1.1883,0.2652
23184,10,5.6656,0.7810,0.1379
23185,8,0.4088,0.3399,0.8316
23186,8,0.4499,0.3423,0.7609
23187,7,0.4269,0.3630,0.8503
23188,7,1.7817,0.2164,0.1214
23189,5,2.8906,0.2014,0.0697
23190,8,1.6354,0.0373,0.0228
23191,8,1.6678,0.0637,0.0382
23192,8,1.6844,0.2464,0.1463
23193,10,2.2328,0.2282,0.1022
23194,10,2.3332,0.2876,0.1233
23196,7,1.5841,0.2483,0.1568
23197,7,1.5517,0.1120,0.0722
23198,7,1.5185,0.1004,0.0661
23199,9,2.0915,0.1679,0.0803
23200,8,2.0513,0.1146,0.0559
23201,9,2.0613,0.2471,0.1199
23202,8,2.0063,0.0512,0.0255
23203,8,2.0305,0.1667,0.0821
23204,9,1.0154,0.1755,0.1728
23205,9,1.0293,0.2210,0.2147
23206,9,1.8271,0.3562,0.1950
23207,9,1.7439,0.2130,0.1222
23208,9,1.6602,0.0483,0.0291
23209,8,1.6355,0.0347,0.0212
23210,7,1.2593,0.0772,0.0613
23211,7,1.2696,0.1214,0.0956
23212,7,1.2495,0.1008,0.0807
23213,7,1.2697,0.1059,0.0834
23214,7,2.1351,0.0533,0.0250
23215,7,2.0405,0.1346,0.0660
23216,7,1.2633,0.1476,0.1168
23217,7,1.2238,0.1217,0.0995
23218,5,1.3632,0.1918,0.1407
23219,7,1.2803,0.0957,0.0747
23220,7,0.9904,0.2873,0.2901
23221,8,0.9973,0.2655,0.2663
23222,6,0.8830,0.0973,0.1102
23223,7,1.0509,0.2686,0.2555
23224,7,0.8698,0.1042,0.1199
23225,7,0.8734,0.1108,0.1268
23226,8,1.2710,0.0270,0.0212
23227,8,1.2762,0.0532,0.0417
23228,8,1.3596,0.1501,0.1104
23229,7,3.6197,0.2215,0.0612
23230,12,0.4090,0.0150,0.0366
23231,12,0.4151,0.0089,0.0215
23232,12,0.4060,0.0134,0.0331
23233,12,0.4125,0.0136,0.0330
23234,7,2.9613,0.3333,0.1126
23235,7,2.7371,0.5281,0.1930
23236,7,2.9386,0.2646,0.0900
23237,7,4.0726,0.0745,0.0183
23238,7,4.2075,0.2813,0.0669
23239,7,3.9467,0.7550,0.1913
23240,7,4.0826,0.0949,0.0232
23241,7,2.1828,0.1712,0.0784
23242,7,2.0714,0.0810,0.0391
23243,7,4.9957,0.2669,0.0534
23244,7,1.9175,0.1387,0.0723
23245,7,5.0920,0.5656,0.1111
23247,7,2.9556,0.2835,0.0959
23249,7,1.6966,0.1276,0.0752
23250,7,1.3097,0.1079,0.0824
23251,7,1.2180,0.1068,0.0877
23252,7,3.7535,0.1001,0.0267
23253,9,16.6763,3.0515,0.1830
23254,9,4.1082,0.1190,0.0290
23255,9,4.0804,0.1177,0.0288
23256,9,4.1288,0.1252,0.0303
23263,7,1.3345,0.1149,0.0861
23264,7,1.3457,0.0716,0.0532
23265,7,1.3497,0.0566,0.0420
23266,7,1.3287,0.0785,0.0591
23267,7,1.2955,0.1029,0.0794
23268,6,1.4710,0.1369,0.0931
23269,7,1.5500,0.1451,0.0936
23270,7,1.4456,0.0839,0.0580
23271,7,1.0017,0.2889,0.2884
23272,7,1.5886,0.4236,0.2666
23273,7,1.7197,0.1093,0.0636
23274,7,1.7222,0.1615,0.0938
23275,7,1.2487,0.0725,0.0581
23280,8,0.8204,0.0577,0.0704
23281,8,0.8164,0.0641,0.0785
23282,8,1.0294,0.2556,0.2483
23283,9,8.3988,2.9354,0.3495
23284,9,7.8969,2.7623,0.3498
23285,7,1.0366,0.2664,0.2570
23286,7,0.9363,0.1359,0.1451
23287,7,0.9120,0.1122,0.1230
23288,7,0.9210,0.0887,0.0963
23289,7,1.2907,0.1160,0.0899
23290,7,1.1876,0.0431,0.0363
23291,7,1.3055,0.1280,0.0980
23292,7,1.2392,0.0632,0.0510
23293,6,0.8362,0.0492,0.0588
23294,6,0.8673,0.1058,0.1220
23295,6,0.8470,0.0563,0.0665
23296,6,1.2685,0.1432,0.1129
23297,5,1.6163,0.0497,0.0307
23298,8,5.2073,0.3116,0.0598
23299,8,4.4050,1.2818,0.2910
23300,8,1.6994,0.2058,0.1211
23301,8,1.7909,0.2903,0.1621
23302,8,1.5556,0.2986,0.1920
23303,3,1.9500,0.0000,0.0000
23304,3,1.9500,0.0000,0.0000
23305,3,1.9500,0.0000,0.0000
23306,7,1.6789,0.3765,0.2243
23307,7,0.5323,0.0341,0.0640
23308,7,0.5331,0.0453,0.0850
23309,7,0.5343,0.0908,0.1700
23310,7,0.4181,0.0115,0.0276
23311,6,2.7163,0.2073,0.0763
23312,6,4.2134,0.2071,0.0491
23313,6,5.0651,0.4138,0.0817
23314,6,12.7890,1.3793,0.1078
23315,7,10.3196,1.5654,0.1517
23316,7,10.1724,0.7382,0.0726
23317,7,10.6610,0.9790,0.0918
23318,6,2.3877,0.1805,0.0756
23319,6,2.4530,0.1890,0.0771
23320,6,2.5885,0.5497,0.2124
23321,7,1.7314,0.1672,0.0966
23322,7,2.9532,0.1326,0.0449
23323,7,2.1783,0.1079,0.0495
23324,5,2.4657,0.9310,0.3776
23325,4,1.5987,0.0448,0.0280
23326,5,0.6677,0.0965,0.1445
23327,5,0.6086,0.0254,0.0417
23328,5,4.5669,0.6393,0.1400
23329,5,1.7017,0.0848,0.0498
23330,5,1.2888,0.0304,0.0236
23331,5,0.6776,0.0377,0.0556
23332,5,1.7130,0.0603,0.0352
23333,5,1.2740,0.0366,0.0287
23334,5,0.6791,0.0543,0.0799
23335,7,2.1471,0.1392,0.0648
23336,7,2.3656,0.2504,0.1059
23337,7,2.1956,0.1459,0.0664
23338,7,2.1310,0.1110,0.0521
23339,7,2.3179,0.3708,0.1600
23340,6,1.6907,0.1632,0.0965
23341,7,8.9565,0.6022,0.0672
23342,7,8.5503,0.1486,0.0174
23343,7,2.1710,0.2491,0.1147
23344,7,2.2543,0.3671,0.1629
23345,6,1.2423,0.1069,0.0861
23346,6,1.2537,0.1242,0.0991
23347,6,1.3271,0.1162,0.0875
23348,8,3.1390,1.0623,0.3384
23349,5,1.3657,0.1600,0.1172
23350,5,1.2732,0.0466,0.0366
23351,5,1.4031,0.2494,0.1778
23352,5,1.3685,0.1779,0.1300
23353,5,0.8822,0.0878,0.0995
23354,5,0.9312,0.1293,0.1388
23355,5,4.9616,0.5181,0.1044
23356,5,5.7935,0.2236,0.0386
23357,5,4.4478,0.7621,0.1714
23358,5,3.4399,0.7467,0.2171
23359,5,1.9007,0.0514,0.0271
23360,5,1.9940,0.1815,0.0910
23365,4,0.7370,0.1100,0.1492
23366,4,0.7165,0.0526,0.0734
23367,4,0.7300,0.0870,0.1192
23368,4,0.7053,0.0365,0.0517
23369,4,1.3635,0.2546,0.1867
23370,4,1.3908,0.1836,0.1320
23371,4,1.3446,0.1257,0.0935
23372,4,1.3436,0.1604,0.1194
23373,5,0.8810,0.1548,0.1757
23374,5,0.8020,0.0307,0.0382
23375,5,0.8399,0.0401,0.0477
23376,4,0.4446,0.0887,0.1996
23377,4,0.5045,0.1412,0.2799
23378,4,0.4541,0.1144,0.2520
23379,4,0.4525,0.1193,0.2637
23380,4,0.4347,0.0854,0.1964
23381,4,0.3995,0.0300,0.0750
23382,3,3.9763,0.3357,0.0844
23388,4,4.3314,0.3305,0.0763
23389,4,4.3005,0.3184,0.0740
23390,4,4.1053,0.1666,0.0406
23391,4,4.3467,0.4106,0.0945
23392,4,2.3818,0.4604,0.1933
23393,4,4.0752,0.1886,0.0463
23394,4,4.6302,0.8456,0.1826
23395,4,4.4116,0.1866,0.0423
23396,4,4.2552,0.1779,0.0418
23397,4,11.9880,3.5119,0.2930
23398,4,0.8862,0.0181,0.0205
23399,4,1.0610,0.3184,0.3001
23400,4,6.1629,1.1377,0.1846
23401,4,5.6192,1.0903,0.1940
23402,4,4.2008,0.7219,0.1718
23403,4,3.7969,0.6499,0.1712
23404,4,4.5398,0.5638,0.1242
23405,4,5.4436,0.7106,0.1305
23406,4,5.9656,1.1297,0.1894
23407,4,10.3693,0.4932,0.0476
23408,4,2.0800,0.0000,0.0000
23409,4,3.7216,0.0696,0.0187
23410,3,7.9405,0.2975,0.0375
23411,4,5.0333,0.3080,0.0612
23412,2,6.5100,1.2225,0.1878
23413,4,5.2091,0.3988,0.0766
23414,3,9.7789,0.2049,0.0210
23415,4,1.3487,0.6393,0.4740
23416,4,1.5447,0.6006,0.3888
23417,4,1.4354,0.6721,0.4683
23418,4,2.1271,0.0695,0.0327
23419,4,2.3180,0.2505,0.1081
23420,4,2.1532,0.1464,0.0680
23421,4,2.1741,0.1432,0.0659
23422,4,2.4696,0.4470,0.1810
23423,4,4.2078,0.4438,0.1055
23424,4,5.7354,0.8847,0.1543
23425,4,2.4766,0.8555,0.3454
23426,4,2.8204,0.3165,0.1122
23427,4,12.5185,0.7480,0.0598
23428,2,8.8259,1.0428,0.1182
23429,2,8.4235,0.3869,0.0459
23430,2,8.4327,0.3998,0.0474
23431,5,0.8268,0.0723,0.0875
23432,5,0.8572,0.0355,0.0414
23433,5,0.8653,0.0547,0.0632
23434,4,0.8958,0.0929,0.1037
23435,4,0.8652,0.0692,0.0800
23436,5,1.2585,0.1542,0.1225
23437,5,1.2943,0.0944,0.0729
23438,5,1.2600,0.0623,0.0494
23439,5,2.1510,0.2043,0.0950
23440,2,1.9360,0.2036,0.1052
23441,2,0.4200,0.0000,0.0000
23442,2,2.0800,0.0000,0.0000
23444,8,15.2083,0.5893,0.0387
23445,5,0.8205,0.0174,0.0212
23446,2,1.5500,0.1414,0.0912
23447,2,1.5500,0.1414,0.0912
23448,2,1.6500,0.0000,0.0000
23449,1,1.2500,0.0000,
23451,3,2.0360,0.1120,0.0550
23452,3,1.9996,0.0771,0.0385
23453,3,1.9519,0.0169,0.0086
23454,3,4.2362,0.1009,0.0238
23455,3,2.7868,0.0894,0.0321
23456,3,4.0552,0.0935,0.0231
23457,3,4.9583,0.1840,0.0371
23458,3,14.9500,0.0000,0.0000
23459,3,12.5000,0.0000,0.0000
23460,3,9.3070,1.1138,0.1197
23461,4,4.0193,0.4321,0.1075
23462,3,19.9729,0.5972,0.0299
23463,3,11.6250,2.9012,0.2496
23464,3,5.4269,0.5073,0.0935
23465,3,11.0433,4.8382,0.4381
23466,4,9.5682,1.9350,0.2022
23467,3,3.8244,0.5561,0.1454
23468,2,8.2500,0.0000,0.0000
23469,4,4.5244,0.8384,0.1853
23470,3,6.6209,0.5922,0.0895
23471,4,9.6637,0.3628,0.0375
23472,3,15.1155,1.0745,0.0711
23473,3,0.8133,0.0524,0.0644
23474,3,0.8684,0.0201,0.0232
23475,3,0.8466,0.0160,0.0189
23476,2,1.3000,0.0194,0.0149
23477,2,1.3284,0.0424,0.0319
23478,3,1.2220,0.1507,0.1234
23479,3,8.1058,0.6320,0.0780
23480,3,3.7843,0.2895,0.0765
23481,3,1.2407,0.0160,0.0129
23482,3,1.6102,0.0588,0.0365
23483,3,1.2198,0.0475,0.0389
23484,4,3.1832,0.4939,0.1551
23485,3,22.9454,1.2193,0.0531
23486,3,15.6903,1.8029,0.1149
23487,3,9.9742,0.2929,0.0294
23489,3,2.9572,0.0373,0.0126
23490,3,3.8083,0.1058,0.0278
23491,3,8.2923,0.0733,0.0088
23492,3,8.3048,0.0949,0.0114
23493,4,2.0874,0.1616,0.0774
23494,4,6.4376,0.5837,0.0907
23495,3,1.3374,0.0803,0.0600
23496,3,1.3865,0.1975,0.1425
23497,3,1.4054,0.0540,0.0384
23498,2,1.4347,0.0462,0.0322
23499,3,0.4378,0.0121,0.0277
23500,3,1.2779,0.0974,0.0762
23501,3,1.2203,0.0804,0.0659
23502,4,1.2627,0.0699,0.0554
23503,4,1.3105,0.1442,0.1101
23504,4,1.4038,0.2666,0.1899
23505,4,1.3214,0.1873,0.1417
23506,4,0.4276,0.0159,0.0371
23507,4,0.4209,0.0354,0.0840
23508,4,0.4666,0.0687,0.1473
23509,4,0.4535,0.0428,0.0944
23510,4,0.4672,0.0714,0.1529
23511,4,2.3171,0.3596,0.1552
23512,4,2.1175,0.1911,0.0903
23513,4,2.1294,0.1923,0.0903
23514,4,2.0840,0.1141,0.0548
23515,4,2.1528,0.2413,0.1121
23516,4,3.7675,0.2708,0.0719
23517,4,3.1558,0.4125,0.1307
23518,4,2.9261,0.2884,0.0986
23519,3,3.7743,0.3902,0.1034
23520,4,3.7917,0.3393,0.0895
23521,3,3.2075,1.7510,0.5459
23522,3,2.1867,0.8651,0.3956
23523,3,3.5521,0.3701,0.1042
23524,3,3.5672,0.7447,0.2088
23525,3,3.6452,0.4770,0.1309
23526,3,5.9217,0.7449,0.1258
23527,3,3.4630,0.2976,0.0859
23528,3,4.0487,1.5794,0.3901
23529,3,3.4861,0.6972,0.2000
23530,3,4.1837,0.1605,0.0384
23531,3,5.6031,0.4682,0.0836
23532,3,4.0932,1.4361,0.3508
23533,3,4.8208,2.3551,0.4885
23534,3,6.8391,1.3173,0.1926
23535,3,6.4953,1.0489,0.1615
23536,3,5.8120,0.7066,0.1216
23537,3,5.1303,0.3585,0.0699
23538,3,5.5120,1.5390,0.2792
23539,3,5.8675,1.0834,0.1846
23540,3,6.1147,3.5464,0.5800
23541,3,10.3740,4.5153,0.4353
23542,3,7.4764,0.3796,0.0508
23543,3,6.5723,2.0489,0.3118
23544,3,6.9264,1.1766,0.1699
23545,6,0.4141,0.0145,0.0351
23546,6,0.4200,0.0000,0.0000
23547,6,0.4200,0.0000,0.0000
23548,6,0.4200,0.0000,0.0000
23549,6,0.4200,0.0000,0.0000
23550,6,0.4152,0.0119,0.0286
23551,4,0.4639,0.1027,0.2213
23552,2,2.0789,0.0205,0.0099
23553,3,11.7041,0.9566,0.0817
23554,3,12.6535,1.4307,0.1131
23555,3,12.5381,1.3030,0.1039
23556,3,12.3540,1.2049,0.0975
23557,3,12.9691,1.9683,0.1518
23558,3,12.6946,1.4522,0.1144
23559,4,2.3790,0.3541,0.1488
23560,2,2.9341,0.1050,0.0358
23561,2,2.8257,0.0909,0.0322
23562,2,2.8882,0.0026,0.0009
23564,3,1.4484,0.2573,0.1777
23565,3,1.4861,0.1280,0.0862
23566,3,1.2970,0.1203,0.0928
23567,3,1.5943,0.4356,0.2732
23568,3,1.2409,0.1502,0.1211
23569,3,4.9100,0.1990,0.0405
23570,3,1.5351,0.3467,0.2258
23571,3,1.9502,0.3944,0.2022
23574,6,7.5000,0.0000,0.0000
23575,2,2.0413,0.0228,0.0112
23576,2,1.9941,0.0624,0.0313
23578,2,2.0871,0.0317,0.0152
23579,3,2.1456,0.2335,0.1088
23580,2,2.0314,0.0317,0.0156
23581,3,2.1439,0.3390,0.1581
23582,3,2.0804,0.3431,0.1649
23583,3,1.6521,0.1123,0.0680
23597,2,2.7433,0.1961,0.0715
23598,2,2.8434,0.2803,0.0986
23601,2,2.4900,0.0000,0.0000
23602,1,2.9100,0.0000,
23603,3,2.4900,0.0000,0.0000
23604,1,1.6600,0.0000,
23605,1,2.9100,0.0000,
23607,3,1.6600,0.0000,0.0000
23608,2,2.9100,0.0000,0.0000
23609,1,2.9100,0.0000,
23610,2,2.0800,0.0000,0.0000
23611,4,2.4900,0.0000,0.0000
23612,2,1.6600,0.0000,0.0000
23613,2,2.4900,0.0000,0.0000
23614,4,3.3300,0.0000,0.0000
23615,3,2.4900,0.0000,0.0000
23616,2,2.4900,0.0000,0.0000
23617,1,2.9100,0.0000,
23619,2,2.4900,0.0000,0.0000
23620,3,2.4900,0.0000,0.0000
23621,2,2.4900,0.0000,0.0000
23623,3,2.9100,0.0000,0.0000
23624,3,2.4900,0.0000,0.0000
23625,4,4.9900,0.0000,0.0000
23626,3,2.4900,0.0000,0.0000
23627,1,2.4900,0.0000,
23628,1,2.9100,0.0000,
23629,3,2.4900,0.0000,0.0000
23630,2,2.7400,0.3536,0.1290
23632,3,2.0800,0.0000,0.0000
23633,2,2.4900,0.0000,0.0000
23634,4,2.9100,0.0000,0.0000
23635,3,4.1600,0.0000,0.0000
23636,3,2.9100,0.0000,0.0000
23637,4,2.4900,0.0000,0.0000
23638,2,2.9100,0.0000,0.0000
23639,3,3.3300,0.0000,0.0000
23640,3,2.4900,0.0000,0.0000
23643,1,3.3300,0.0000,
23644,4,3.3300,0.0000,0.0000
23645,3,2.4900,0.0000,0.0000
23646,3,2.4900,0.0000,0.0000
23649,1,2.4900,0.0000,
23650,3,2.4900,0.0000,0.0000
23652,1,2.9100,0.0000,
23654,3,2.4900,0.0000,0.0000
23660,3,1.9776,0.4858,0.2457
23661,3,2.0856,0.6166,0.2956
23664,1,1.6500,0.0000,
23681,2,1.6078,0.0129,0.0081
23691,2,0.4131,0.0097,0.0235
23692,1,0.4200,0.0000,
23694,2,0.4406,0.0049,0.0112
23695,2,0.4201,0.0109,0.0259
23697,2,0.4273,0.0015,0.0035
23702,2,5.5000,3.5355,0.6428
23843,1,2.0800,0.0000,
30086C,1,1.7000,0.0000,
35001B,3,3.4900,0.0000,0.0000
35001G,23,3.8016,0.7731,0.2034
35001P,1,3.4900,0.0000,
35001W,13,3.3118,0.3415,0.1031
35004B,25,5.2757,0.9425,0.1786
35004C,16,5.4149,0.4392,0.0811
35004G,23,5.8385,2.2275,0.3815
35004P,10,6.1677,2.3198,0.3761
35004S,1,3.5507,0.0000,
