rank,stock_code,cum_product_share,revenue,revenue_share,cum_revenue_share,abc_class
3525,21196,0.7465,287.0900,0.0000,0.9936,C
3526,16212,0.7467,287.0100,0.0000,0.9936,C
3527,20821,0.7469,286.4200,0.0000,0.9936,C
3528,84926A,0.7471,286.1200,0.0000,0.9937,C
3529,90014C,0.7474,284.6800,0.0000,0.9937,C
3530,82093,0.7476,283.4900,0.0000,0.9937,C
3531,20980,0.7478,282.3100,0.0000,0.9937,C
3532,23037,0.7480,282.2700,0.0000,0.9937,C
3533,84977,0.7482,281.3300,0.0000,0.9937,C
3534,16052,0.7484,281.3200,0.0000,0.9937,C
3535,90185B,0.7486,280.2800,0.0000,0.9938,C
3536,72812,0.7488,280.2000,0.0000,0.9938,C
3537,84508C,0.7490,279.8200,0.0000,0.9938,C
3538,72739C,0.7493,279.0800,0.0000,0.9938,C
3539,21412,0.7495,279.0000,0.0000,0.9938,C
3540,84625B,0.7497,279.0000,0.0000,0.9938,C
3541,90115,0.7499,278.9600,0.0000,0.9938,C
3542,84457,0.7501,278.7300,0.0000,0.9939,C
3543,84966C,0.7503,276.0000,0.0000,0.9939,C
3544,DCGS0076,0.7505,275.9600,0.0000,0.9939,C
3545,21095,0.7507,274.5700,0.0000,0.9939,C
3546,84924F,0.7510,274.5500,0.0000,0.9939,C
3547,21193,0.7512,274.3700,0.0000,0.9939,C
3548,90030B,0.7514,274.2600,0.0000,0.9939,C
3549,90122A,0.7516,273.8900,0.0000,0.9940,C
3550,37413,0.7518,273.5700,0.0000,0.9940,C
3551,75178,0.7520,272.6800,0.0000,0.9940,C
3552,84924D,0.7522,272.6100,0.0000,0.9940,C
3553,35096A,0.7524,272.4500,0.0000,0.9940,C
3554,79303D,0.7526,272.4500,0.0000,0.9940,C
3555,84926F,0.7529,272.4000,0.0000,0.9940,C
3556,84499,0.7531,272.1700,0.0000,0.9941,C
3557,22874,0.7533,272.0200,0.0000,0.9941,C
3558,90185C,0.7535,271.9600,0.0000,0.9941,C
3559,90032,0.7537,271.8800,0.0000,0.9941,C
3560,22877,0.7539,271.6400,0.0000,0.9941,C
3561,23567,0.7541,270.6100,0.0000,0.9941,C
3562,47586A,0.7543,270.4300,0.0000,0.9941,C
3563,22868,0.7546,270.3800,0.0000,0.9942,C
3564,47351B,0.7548,269.9000,0.0000,0.9942,C
3565,23429,0.7550,269.6100,0.0000,0.9942,C
3566,47591A,0.7552,269.5400,0.0000,0.9942,C
3567,85195,0.7554,269.4400,0.0000,0.9942,C
3568,72793,0.7556,268.7500,0.0000,0.9942,C
3569,90146,0.7558,268.5900,0.0000,0.9942,C
3570,20818,0.7560,268.5000,0.0000,0.9943,C
3571,21372,0.7562,267.0100,0.0000,0.9943,C
3572,90163A,0.7565,265.7500,0.0000,0.9943,C
3573,84927F,0.7567,265.5200,0.0000,0.9943,C
3574,47481,0.7569,265.4000,0.0000,0.9943,C
3575,90085,0.7571,265.3300,0.0000,0.9943,C
3576,84192,0.7573,264.8500,0.0000,0.9943,C
3577,23476,0.7575,264.7200,0.0000,0.9944,C
3578,21367,0.7577,264.5200,0.0000,0.9944,C
3579,90122C,0.7579,264.1200,0.0000,0.9944,C
3580,21950,0.7582,263.6300,0.0000,0.9944,C
3581,90157,0.7584,263.2800,0.0000,0.9944,C
3582,90129E,0.7586,263.1400,0.0000,0.9944,C
3583,22873,0.7588,262.5000,0.0000,0.9944,C
3584,21268,0.7590,261.6600,0.0000,0.9945,C
3585,47578A,0.7592,261.2500,0.0000,0.9945,C
3586,79328,0.7594,260.7600,0.0000,0.9945,C
3587,72799D,0.7596,260.6700,0.0000,0.9945,C
3588,84993B,0.7598,260.6500,0.0000,0.9945,C
3589,84661A,0.7601,260.1100,0.0000,0.9945,C
3590,22875,0.7603,260.0900,0.0000,0.9945,C
3591,44234,0.7605,259.5500,0.0000,0.9946,C
3592,23137,0.7607,259.3700,0.0000,0.9946,C
3593,84597B,0.7609,259.3700,0.0000,0.9946,C
3594,84613C,0.7611,258.0600,0.0000,0.9946,C
3595,90035A,0.7613,257.5500,0.0000,0.9946,C
3596,84371,0.7615,257.1000,0.0000,0.9946,C
3597,90040B,0.7618,255.9700,0.0000,0.9946,C
3598,10123C,0.7620,254.4100,0.0000,0.9946,C
3599,84461,0.7622,253.7900,0.0000,0.9947,C
3600,21493,0.7624,252.4500,0.0000,0.9947,C
3601,79338,0.7626,252.2900,0.0000,0.9947,C
3602,22876,0.7628,252.2200,0.0000,0.9947,C
3603,21032,0.7630,252.1600,0.0000,0.9947,C
3604,17038,0.7632,252.0200,0.0000,0.9947,C
3605,23149,0.7634,251.4500,0.0000,0.9947,C
3606,22882,0.7637,251.1800,0.0000,0.9948,C
3607,23481,0.7639,251.1700,0.0000,0.9948,C
3608,85095,0.7641,250.8300,0.0000,0.9948,C
3609,20836,0.7643,250.0000,0.0000,0.9948,C
3610,21460,0.7645,249.6500,0.0000,0.9948,C
3611,23141,0.7647,248.8200,0.0000,0.9948,C
3612,DCGSSBOY,0.7649,248.0600,0.0000,0.9948,C
3613,84621,0.7651,247.2600,0.0000,0.9948,C
3614,82011A,0.7654,246.5800,0.0000,0.9949,C
3615,46307,0.7656,246.0300,0.0000,0.9949,C
3616,90081C,0.7658,245.5200,0.0000,0.9949,C
3617,47503H,0.7660,245.3300,0.0000,0.9949,C
3618,90028,0.7662,244.7900,0.0000,0.9949,C
3619,90096,0.7664,243.6100,0.0000,0.9949,C
3620,90196A,0.7666,242.2500,0.0000,0.9949,C
3621,90196B,0.7668,241.9800,0.0000,0.9949,C
3622,23495,0.7670,241.9000,0.0000,0.9950,C
3623,35818P,0.7673,241.3900,0.0000,0.9950,C
3624,90073,0.7675,240.4400,0.0000,0.9950,C
3625,90129C,0.7677,240.4300,0.0000,0.9950,C
3626,90036C,0.7679,238.9300,0.0000,0.9950,C
3627,90170,0.7681,238.0300,0.0000,0.9950,C
3628,84629,0.7683,237.8000,0.0000,0.9950,C
3629,82553,0.7685,237.7300,0.0000,0.9950,C
3630,44217M,0.7687,236.4000,0.0000,0.9951,C
3631,20891,0.7690,236.3300,0.0000,0.9951,C
3632,82585,0.7692,235.9000,0.0000,0.9951,C
3633,90087,0.7694,235.8800,0.0000,0.9951,C
3634,90210D,0.7696,235.7300,0.0000,0.9951,C
3635,20855,0.7698,234.3000,0.0000,0.9951,C
3636,20736,0.7700,233.5000,0.0000,0.9951,C
3637,84247K,0.7702,233.4800,0.0000,0.9951,C
3638,90185A,0.7704,233.2900,0.0000,0.9952,C
3639,90081A,0.7706,232.9000,0.0000,0.9952,C
3640,37483,0.7709,232.8900,0.0000,0.9952,C
3641,16256B,0.7711,232.3500,0.0000,0.9952,C
3642,35991,0.7713,232.0800,0.0000,0.9952,C
3643,90133,0.7715,231.4800,0.0000,0.9952,C
3644,23465,0.7717,231.0000,0.0000,0.9952,C
3645,16202C,0.7719,230.5900,0.0000,0.9952,C
3646,21226,0.7721,230.5500,0.0000,0.9953,C
3647,22880,0.7723,230.2700,0.0000,0.9953,C
3648,21370,0.7726,229.6100,0.0000,0.9953,C
3649,37508,0.7728,229.5700,0.0000,0.9953,C
3650,72781,0.7730,229.5000,0.0000,0.9953,C
3651,90122B,0.7732,228.9900,0.0000,0.9953,C
3652,21639,0.7734,228.6500,0.0000,0.9953,C
3653,90090,0.7736,227.7200,0.0000,0.9953,C
3654,35809B,0.7738,227.5400,0.0000,0.9954,C
3655,71028B,0.7740,227.4800,0.0000,0.9954,C
3656,84705C,0.7742,227.3300,0.0000,0.9954,C
3657,72750D,0.7745,226.5000,0.0000,0.9954,C
3658,23003,0.7747,226.2000,0.0000,0.9954,C
3659,90003D,0.7749,226.1700,0.0000,0.9954,C
3660,84966A,0.7751,225.9500,0.0000,0.9954,C
3661,84806A,0.7753,224.4700,0.0000,0.9954,C
3662,84927E,0.7755,224.3100,0.0000,0.9954,C
3663,35597B,0.7757,224.1000,0.0000,0.9955,C
3664,90125D,0.7759,223.7400,0.0000,0.9955,C
3665,23474,0.7762,222.9400,0.0000,0.9955,C
3666,90210B,0.7764,222.0400,0.0000,0.9955,C
3667,17011C,0.7766,221.4000,0.0000,0.9955,C
3668,21102,0.7768,221.0800,0.0000,0.9955,C
3669,16258B,0.7770,221.0600,0.0000,0.9955,C
3670,17013B,0.7772,221.0300,0.0000,0.9955,C
3671,35833G,0.7774,220.6600,0.0000,0.9956,C
3672,62086A,0.7776,220.3500,0.0000,0.9956,C
3673,90124C,0.7778,220.2100,0.0000,0.9956,C
3674,85179C,0.7781,220.0100,0.0000,0.9956,C
3675,72225D,0.7783,219.4600,0.0000,0.9956,C
3676,85168A,0.7785,218.9000,0.0000,0.9956,C
3677,90058A,0.7787,218.8800,0.0000,0.9956,C
3678,90164A,0.7789,218.6900,0.0000,0.9956,C
3679,90155,0.7791,218.6800,0.0000,0.9956,C
3680,23036,0.7793,217.4200,0.0000,0.9957,C
3681,22884,0.7795,217.2600,0.0000,0.9957,C
3682,90005A,0.7798,216.8700,0.0000,0.9957,C
3683,35817P,0.7800,216.7000,0.0000,0.9957,C
3684,84725,0.7802,216.5000,0.0000,0.9957,C
3685,35793,0.7804,216.3300,0.0000,0.9957,C
3686,90199B,0.7806,216.1500,0.0000,0.9957,C
3687,37492A,0.7808,216.0700,0.0000,0.9957,C
3688,84807,0.7810,215.9300,0.0000,0.9957,C
3689,90036A,0.7812,215.7600,0.0000,0.9958,C
3690,21543,0.7814,215.0000,0.0000,0.9958,C
3691,22881,0.7817,214.6900,0.0000,0.9958,C
3692,84690,0.7819,214.6500,0.0000,0.9958,C
3693,48179,0.7821,214.4700,0.0000,0.9958,C
3694,90123A,0.7823,214.0700,0.0000,0.9958,C
3695,51012C,0.7825,213.7500,0.0000,0.9958,C
3696,16201A,0.7827,213.3700,0.0000,0.9958,C
3697,90181B,0.7829,212.9700,0.0000,0.9959,C
3698,84313A,0.7831,212.4200,0.0000,0.9959,C
3699,84247C,0.7834,212.4000,0.0000,0.9959,C
3700,23695,0.7836,211.7800,0.0000,0.9959,C
3701,17084P,0.7838,211.4100,0.0000,0.9959,C
3702,84927D,0.7840,211.2900,0.0000,0.9959,C
3703,21400,0.7842,211.2100,0.0000,0.9959,C
3704,23475,0.7844,210.6400,0.0000,0.9959,C
3705,21369,0.7846,210.3600,0.0000,0.9959,C
3706,20827,0.7848,209.3600,0.0000,0.9960,C
3707,20814,0.7850,208.8900,0.0000,0.9960,C
3708,84706F,0.7853,208.3000,0.0000,0.9960,C
3709,47574B,0.7855,208.2500,0.0000,0.9960,C
3710,90211B,0.7857,208.2100,0.0000,0.9960,C
3711,90016A,0.7859,207.8600,0.0000,0.9960,C
3712,37485,0.7861,207.6900,0.0000,0.9960,C
3713,90040A,0.7863,207.0500,0.0000,0.9960,C
3714,47343A,0.7865,206.2600,0.0000,0.9960,C
3715,90214A,0.7867,205.8600,0.0000,0.9960,C
3716,22883,0.7870,204.7900,0.0000,0.9961,C
3717,90210A,0.7872,204.4400,0.0000,0.9961,C
3718,17014D,0.7874,204.3600,0.0000,0.9961,C
3719,90024B,0.7876,203.9200,0.0000,0.9961,C
3720,90186A,0.7878,203.7300,0.0000,0.9961,C
3721,35824B,0.7880,203.2400,0.0000,0.9961,C
3722,90119,0.7882,203.1700,0.0000,0.9961,C
3723,21368,0.7884,203.0400,0.0000,0.9961,C
3724,20890,0.7886,202.6200,0.0000,0.9961,C
3725,48103,0.7889,201.7300,0.0000,0.9962,C
3726,84723,0.7891,201.3000,0.0000,0.9962,C
3727,72754A,0.7893,201.2400,0.0000,0.9962,C
3728,20672,0.7895,201.0000,0.0000,0.9962,C
3729,90116,0.7897,200.3200,0.0000,0.9962,C
3730,90144,0.7899,199.4500,0.0000,0.9962,C
3731,90000A,0.7901,198.9800,0.0000,0.9962,C
3732,79403,0.7903,198.1700,0.0000,0.9962,C
3733,84985B,0.7906,197.9400,0.0000,0.9962,C
3734,22330,0.7908,197.9000,0.0000,0.9962,C
3735,37471,0.7910,197.8500,0.0000,0.9963,C
3736,90019C,0.7912,197.1800,0.0000,0.9963,C
3737,84855,0.7914,196.7000,0.0000,0.9963,C
3738,47504F,0.7916,196.4600,0.0000,0.9963,C
3739,90029,0.7918,195.1400,0.0000,0.9963,C
3740,22885,0.7920,193.7400,0.0000,0.9963,C
3741,21582,0.7922,193.0500,0.0000,0.9963,C
3742,35819B,0.7925,192.3000,0.0000,0.9963,C
3743,90036F,0.7927,192.1700,0.0000,0.9963,C
3744,84899F,0.7929,192.1700,0.0000,0.9964,C
3745,90178B,0.7931,191.4100,0.0000,0.9964,C
3746,47518F,0.7933,190.8900,0.0000,0.9964,C
3747,72051S,0.7935,190.8900,0.0000,0.9964,C
3748,37506,0.7937,190.4000,0.0000,0.9964,C
3749,84255B,0.7939,190.1600,0.0000,0.9964,C
3750,84926C,0.7942,189.6000,0.0000,0.9964,C
3751,84803A,0.7944,189.2800,0.0000,0.9964,C
3752,85128,0.7946,188.9500,0.0000,0.9964,C
3753,84744,0.7948,188.7700,0.0000,0.9964,C
3754,84706B,0.7950,188.7300,0.0000,0.9965,C
3755,90159,0.7952,188.5800,0.0000,0.9965,C
3756,20837,0.7954,188.0700,0.0000,0.9965,C
3757,84893,0.7956,186.3500,0.0000,0.9965,C
3758,90056,0.7958,186.3000,0.0000,0.9965,C
3759,84452,0.7961,186.1600,0.0000,0.9965,C
3760,16053,0.7963,185.7300,0.0000,0.9965,C
3761,84877A,0.7965,185.6600,0.0000,0.9965,C
3762,20968,0.7967,185.1100,0.0000,0.9965,C
3763,90094,0.7969,185.0700,0.0000,0.9965,C
3764,35911B,0.7971,184.7600,0.0000,0.9965,C
3765,20957,0.7973,184.6100,0.0000,0.9966,C
3766,35838A,0.7975,184.4000,0.0000,0.9966,C
3767,84029D,0.7978,183.9800,0.0000,0.9966,C
3768,90125A,0.7980,183.9700,0.0000,0.9966,C
3769,84805A,0.7982,182.8500,0.0000,0.9966,C
3770,21018,0.7984,182.7100,0.0000,0.9966,C
3771,17090A,0.7986,182.6500,0.0000,0.9966,C
3772,20796,0.7988,182.1600,0.0000,0.9966,C
3773,37379B,0.7990,181.5000,0.0000,0.9966,C
3774,90065A,0.7992,180.4600,0.0000,0.9966,C
3775,90129F,0.7994,180.3100,0.0000,0.9967,C
3776,16043,0.7997,180.3000,0.0000,0.9967,C
3777,35818B,0.7999,180.0500,0.0000,0.9967,C
3778,47347B,0.8001,179.8800,0.0000,0.9967,C
3779,84962,0.8003,179.8500,0.0000,0.9967,C
3780,21310,0.8005,179.7000,0.0000,0.9967,C
3781,17011A,0.8007,179.5600,0.0000,0.9967,C
3782,84464,0.8009,179.1000,0.0000,0.9967,C
3783,90063A,0.8011,178.4800,0.0000,0.9967,C
3784,90013D,0.8014,178.1100,0.0000,0.9967,C
3785,90000B,0.8016,177.2900,0.0000,0.9967,C
3786,23143,0.8018,176.7700,0.0000,0.9968,C
3787,21031,0.8020,176.7000,0.0000,0.9968,C
3788,90003C,0.8022,176.6200,0.0000,0.9968,C
3789,90130B,0.8024,176.4900,0.0000,0.9968,C
3790,82607C,0.8026,175.6100,0.0000,0.9968,C
3791,84564,0.8028,175.4800,0.0000,0.9968,C
3792,79144C,0.8030,175.1600,0.0000,0.9968,C
3793,84967A,0.8033,174.9000,0.0000,0.9968,C
3794,90214S,0.8035,174.0900,0.0000,0.9968,C
3795,79144B,0.8037,172.7300,0.0000,0.9968,C
3796,75011,0.8039,172.5100,0.0000,0.9969,C
3797,90123D,0.8041,172.3900,0.0000,0.9969,C
3798,22886,0.8043,172.2100,0.0000,0.9969,C
3799,90072,0.8045,172.1600,0.0000,0.9969,C
3800,23430,0.8047,171.1500,0.0000,0.9969,C
3801,85185C,0.8050,171.1000,0.0000,0.9969,C
3802,21461,0.8052,171.0400,0.0000,0.9969,C
3803,84706C,0.8054,170.8000,0.0000,0.9969,C
3804,90063B,0.8056,170.1700,0.0000,0.9969,C
3805,17014A,0.8058,170.1300,0.0000,0.9969,C
3806,84531A,0.8060,169.3600,0.0000,0.9969,C
3807,85205A,0.8062,168.3000,0.0000,0.9969,C
3808,90186B,0.8064,168.2600,0.0000,0.9970,C
3809,21087,0.8066,168.0800,0.0000,0.9970,C
3810,35916C,0.8069,167.5500,0.0000,0.9970,C
3811,37491C,0.8071,167.5200,0.0000,0.9970,C
3812,82587,0.8073,166.7800,0.0000,0.9970,C
3813,84231,0.8075,166.2100,0.0000,0.9970,C
3814,90060F,0.8077,166.1400,0.0000,0.9970,C
3815,90003B,0.8079,165.8100,0.0000,0.9970,C
3816,10123G,0.8081,165.5600,0.0000,0.9970,C
3817,90166,0.8083,164.7900,0.0000,0.9970,C
3818,84531B,0.8086,164.0100,0.0000,0.9970,C
3819,85024C,0.8088,163.3500,0.0000,0.9971,C
3820,16202E,0.8090,162.7300,0.0000,0.9971,C
3821,90162B,0.8092,162.2500,0.0000,0.9971,C
3822,20693,0.8094,161.8900,0.0000,0.9971,C
3823,90086,0.8096,161.8400,0.0000,0.9971,C
3824,90190C,0.8098,161.8200,0.0000,0.9971,C
3825,90204,0.8100,161.8200,0.0000,0.9971,C
3826,90129D,0.8102,161.5700,0.0000,0.9971,C
3827,90042A,0.8105,160.7900,0.0000,0.9971,C
3828,90210C,0.8107,160.7600,0.0000,0.9971,C
3829,90123C,0.8109,160.7500,0.0000,0.9971,C
3830,90211A,0.8111,160.7500,0.0000,0.9971,C
3831,21353,0.8113,160.4500,0.0000,0.9972,C
3832,84599,0.8115,160.1500,0.0000,0.9972,C
3833,37479P,0.8117,160.0800,0.0000,0.9972,C
3834,90180B,0.8119,159.9500,0.0000,0.9972,C
3835,81952V,0.8122,159.8700,0.0000,0.9972,C
3836,90093,0.8124,159.2600,0.0000,0.9972,C
3837,37379A,0.8126,159.2000,0.0000,0.9972,C
3838,90039D,0.8128,158.9300,0.0000,0.9972,C
3839,85166A,0.8130,158.9000,0.0000,0.9972,C
3840,90048,0.8132,158.8900,0.0000,0.9972,C
3841,22864,0.8134,158.7600,0.0000,0.9972,C
3842,22887,0.8136,158.4100,0.0000,0.9972,C
3843,48175,0.8139,158.0400,0.0000,0.9973,C
3844,90019B,0.8141,157.8200,0.0000,0.9973,C
3845,84927A,0.8143,157.6100,0.0000,0.9973,C
3846,21489,0.8145,157.6000,0.0000,0.9973,C
3847,90214J,0.8147,157.1600,0.0000,0.9973,C
3848,23468,0.8149,156.7500,0.0000,0.9973,C
3849,72140E,0.8151,156.7200,0.0000,0.9973,C
3850,23416,0.8153,156.7000,0.0000,0.9973,C
3851,17178,0.8155,156.6500,0.0000,0.9973,C
3852,90018B,0.8158,156.3200,0.0000,0.9973,C
3853,46138B,0.8160,156.2900,0.0000,0.9973,C
3854,84228,0.8162,156.0700,0.0000,0.9973,C
3855,84914A,0.8164,155.7000,0.0000,0.9974,C
3856,90214L,0.8166,155.6200,0.0000,0.9974,C
3857,20664,0.8168,155.4100,0.0000,0.9974,C
3858,90065B,0.8170,154.8700,0.0000,0.9974,C
3859,90123B,0.8172,154.6900,0.0000,0.9974,C
3860,16054,0.8175,154.6800,0.0000,0.9974,C
3861,90214C,0.8177,154.1600,0.0000,0.9974,C
3862,79192A,0.8179,152.6400,0.0000,0.9974,C
3863,23697,0.8181,152.6000,0.0000,0.9974,C
3864,84622,0.8183,152.6000,0.0000,0.9974,C
3865,84510E,0.8185,151.8100,0.0000,0.9974,C
3866,90030C,0.8187,151.3000,0.0000,0.9974,C
3867,20952,0.8189,150.7200,0.0000,0.9975,C
3868,79161A,0.8191,150.4500,0.0000,0.9975,C
3869,90059A,0.8194,150.3800,0.0000,0.9975,C
3870,90214K,0.8196,150.3200,0.0000,0.9975,C
3871,90042C,0.8198,150.2100,0.0000,0.9975,C
3872,17108D,0.8200,149.1000,0.0000,0.9975,C
3873,90040D,0.8202,148.8700,0.0000,0.9975,C
3874,71496A,0.8204,148.0100,0.0000,0.9975,C
3875,35980C,0.8206,147.6400,0.0000,0.9975,C
3876,23560,0.8208,147.4100,0.0000,0.9975,C
3877,23561,0.8211,147.3900,0.0000,0.9975,C
3878,47369B,0.8213,147.3900,0.0000,0.9975,C
3879,84720,0.8215,147.0500,0.0000,0.9975,C
3880,84527,0.8217,146.1100,0.0000,0.9976,C
3881,84661C,0.8219,145.4100,0.0000,0.9976,C
3882,35610B,0.8221,144.0700,0.0000,0.9976,C
3883,90036B,0.8223,143.1000,0.0000,0.9976,C
3884,84874B,0.8225,141.7600,0.0000,0.9976,C
3885,10120,0.8227,141.4800,0.0000,0.9976,C
3886,72740A,0.8230,141.2300,0.0000,0.9976,C
3887,90183A,0.8232,141.1000,0.0000,0.9976,C
3888,84617,0.8234,140.2500,0.0000,0.9976,C
3889,84765,0.8236,140.2300,0.0000,0.9976,C
3890,90212B,0.8238,140.0700,0.0000,0.9976,C
3891,78026,0.8240,139.9500,0.0000,0.9976,C
3892,90040C,0.8242,139.5200,0.0000,0.9976,C
3893,90199A,0.8244,139.5000,0.0000,0.9976,C
3894,90199D,0.8247,139.2800,0.0000,0.9977,C
3895,79191D,0.8249,138.1300,0.0000,0.9977,C
3896,72754B,0.8251,137.5400,0.0000,0.9977,C
3897,35816P,0.8253,137.4300,0.0000,0.9977,C
3898,90156,0.8255,137.3700,0.0000,0.9977,C
3899,84549,0.8257,137.2700,0.0000,0.9977,C
3900,84709A,0.8259,136.8500,0.0000,0.9977,C
3901,35824P,0.8261,136.4400,0.0000,0.9977,C
3902,90214M,0.8263,136.3400,0.0000,0.9977,C
3903,90151,0.8266,136.1700,0.0000,0.9977,C
3904,90024E,0.8268,135.9800,0.0000,0.9977,C
3905,90194,0.8270,135.8400,0.0000,0.9977,C
3906,90038A,0.8272,135.8000,0.0000,0.9977,C
3907,90016C,0.8274,135.7500,0.0000,0.9978,C
3908,17011D,0.8276,135.7000,0.0000,0.9978,C
3909,90202D,0.8278,135.6900,0.0000,0.9978,C
3910,77079,0.8280,135.6800,0.0000,0.9978,C
3911,90002A,0.8283,135.0000,0.0000,0.9978,C
3912,47369A,0.8285,134.6100,0.0000,0.9978,C
3913,16020C,0.8287,134.5000,0.0000,0.9978,C
3914,22879,0.8289,134.4000,0.0000,0.9978,C
3915,35015,0.8291,134.0800,0.0000,0.9978,C
3916,84555A,0.8293,133.8500,0.0000,0.9978,C
3917,35609A,0.8295,133.2300,0.0000,0.9978,C
3918,90177D,0.8297,132.8600,0.0000,0.9978,C
3919,46137D,0.8299,132.7500,0.0000,0.9978,C
3920,90190B,0.8302,132.5800,0.0000,0.9978,C
3921,90137,0.8304,132.5200,0.0000,0.9978,C
3922,90214E,0.8306,132.0300,0.0000,0.9979,C
3923,45013,0.8308,132.0000,0.0000,0.9979,C
3924,47592B,0.8310,131.9000,0.0000,0.9979,C
3925,90023,0.8312,131.7400,0.0000,0.9979,C
3926,35933,0.8314,131.3800,0.0000,0.9979,C
3927,84656,0.8316,130.9000,0.0000,0.9979,C
3928,16119,0.8319,130.7100,0.0000,0.9979,C
3929,84559D,0.8321,130.0900,0.0000,0.9979,C
3930,84925E,0.8323,130.0500,0.0000,0.9979,C
3931,20899,0.8325,129.8000,0.0000,0.9979,C
3932,90190A,0.8327,129.5900,0.0000,0.9979,C
3933,10080,0.8329,129.2900,0.0000,0.9979,C
3934,84858A,0.8331,128.8300,0.0000,0.9979,C
3935,90101,0.8333,128.6800,0.0000,0.9979,C
3936,90181A,0.8335,128.6400,0.0000,0.9980,C
3937,72134,0.8338,128.3300,0.0000,0.9980,C
3938,84782B,0.8340,127.5000,0.0000,0.9980,C
3939,90024D,0.8342,127.5000,0.0000,0.9980,C
3940,85018C,0.8344,127.2000,0.0000,0.9980,C
3941,90099,0.8346,127.1400,0.0000,0.9980,C
3942,16168S,0.8348,126.8300,0.0000,0.9980,C
3943,81950B,0.8350,126.7400,0.0000,0.9980,C
3944,22888,0.8352,126.7000,0.0000,0.9980,C
3945,84367,0.8355,126.3000,0.0000,0.9980,C
3946,82607E,0.8357,126.2500,0.0000,0.9980,C
3947,23417,0.8359,125.3500,0.0000,0.9980,C
3948,84614A,0.8361,124.8300,0.0000,0.9980,C
3949,90022,0.8363,124.7100,0.0000,0.9980,C
3950,90002C,0.8365,124.3800,0.0000,0.9980,C
3951,90165B,0.8367,124.2100,0.0000,0.9981,C
3952,90162C,0.8369,123.9000,0.0000,0.9981,C
3953,20816,0.8371,123.6000,0.0000,0.9981,C
3954,22850,0.8374,123.6000,0.0000,0.9981,C
3955,23477,0.8376,123.4700,0.0000,0.9981,C
3956,90108,0.8378,123.3700,0.0000,0.9981,C
3957,21228,0.8380,122.5700,0.0000,0.9981,C
3958,85190,0.8382,122.4600,0.0000,0.9981,C
3959,79308B,0.8384,122.4000,0.0000,0.9981,C
3960,90205C,0.8386,122.3100,0.0000,0.9981,C
3961,44242B,0.8388,121.5300,0.0000,0.9981,C
3962,79532,0.8391,121.2500,0.0000,0.9981,C
3963,84251G,0.8393,120.7200,0.0000,0.9981,C
3964,90138,0.8395,120.2400,0.0000,0.9981,C
3965,84705B,0.8397,120.1300,0.0000,0.9981,C
3966,84199,0.8399,120.0300,0.0000,0.9981,C
3967,23694,0.8401,119.7800,0.0000,0.9982,C
3968,35916B,0.8403,119.6700,0.0000,0.9982,C
3969,84886,0.8405,119.4000,0.0000,0.9982,C
3970,84867A,0.8407,119.3900,0.0000,0.9982,C
3971,84288B,0.8410,118.9500,0.0000,0.9982,C
3972,90018C,0.8412,118.5100,0.0000,0.9982,C
3973,35607A,0.8414,118.4300,0.0000,0.9982,C
3974,20887,0.8416,118.3900,0.0000,0.9982,C
3975,90139,0.8418,118.2400,0.0000,0.9982,C
3976,35824C,0.8420,117.0500,0.0000,0.9982,C
3977,72038P,0.8422,116.5000,0.0000,0.9982,C
3978,16206B,0.8424,116.4000,0.0000,0.9982,C
3979,17191A,0.8427,116.2500,0.0000,0.9982,C
3980,90174,0.8429,116.2000,0.0000,0.9982,C
3981,84751B,0.8431,115.8600,0.0000,0.9982,C
3982,90168,0.8433,115.0600,0.0000,0.9982,C
3983,20848,0.8435,115.0500,0.0000,0.9983,C
3984,20896,0.8437,115.0500,0.0000,0.9983,C
3985,84462,0.8439,114.8600,0.0000,0.9983,C
3986,20698,0.8441,114.4500,0.0000,0.9983,C
3987,90049,0.8443,114.2400,0.0000,0.9983,C
3988,90030A,0.8446,113.7600,0.0000,0.9983,C
3989,23305,0.8448,113.1000,0.0000,0.9983,C
3990,21089,0.8450,112.5400,0.0000,0.9983,C
3991,84249A,0.8452,112.3900,0.0000,0.9983,C
3992,44236,0.8454,112.3200,0.0000,0.9983,C
3993,23185,0.8456,112.2400,0.0000,0.9983,C
3994,71510,0.8458,112.0500,0.0000,0.9983,C
3995,35916A,0.8460,112.0400,0.0000,0.9983,C
3996,71495B,0.8463,111.5700,0.0000,0.9983,C
3997,35966,0.8465,111.3400,0.0000,0.9983,C
3998,10138,0.8467,111.2200,0.0000,0.9983,C
3999,84493,0.8469,111.1200,0.0000,0.9983,C
4000,72133,0.8471,110.2100,0.0000,0.9984,C
4001,82069,0.8473,109.8500,0.0000,0.9984,C
4002,23463,0.8475,109.5500,0.0000,0.9984,C
4003,85185F,0.8477,109.1500,0.0000,0.9984,C
4004,84247H,0.8479,109.1300,0.0000,0.9984,C
4005,90003E,0.8482,109.1200,0.0000,0.9984,C
4006,20667,0.8484,108.6900,0.0000,0.9984,C
4007,90103,0.8486,108.3700,0.0000,0.9984,C
4008,90104,0.8488,108.1100,0.0000,0.9984,C
4009,72753C,0.8490,107.6800,0.0000,0.9984,C
4010,35840,0.8492,107.1300,0.0000,0.9984,C
4011,90179C,0.8494,106.8300,0.0000,0.9984,C
4012,84562B,0.8496,106.5900,0.0000,0.9984,C
4013,90071,0.8499,106.5300,0.0000,0.9984,C
