stock_code,abc_class,revenue_share,cum_share,abc_source
84580,B,0.000235,0.805717,training_window
84581,B,0.000112,0.907375,training_window
84582,C,0.000004,0.999063,training_window
84584,C,0.000041,0.976694,training_window
84586L,C,0.000003,0.999427,training_window
84592,C,0.000031,0.984059,training_window
84593,C,0.000006,0.998616,training_window
84595B,C,0.000031,0.984399,training_window
84595E,C,0.000045,0.972603,training_window
84596B,B,0.000201,0.827608,training_window
84596E,B,0.000091,0.926283,training_window
84596F,B,0.000163,0.856173,training_window
84596G,B,0.000075,0.942475,training_window
84596I,C,0.000006,0.998420,training_window
84596J,C,0.000047,0.970389,training_window
84596K,C,0.000041,0.976817,training_window
84596L,C,0.000058,0.959291,training_window
84597B,C,0.000018,0.992279,training_window
84597C,C,0.000034,0.982222,training_window
84598,A,0.000309,0.749905,training_window
84599,C,0.000012,0.995727,training_window
84600,C,0.000042,0.975777,training_window
84601A,C,0.000048,0.969581,training_window
84608,C,0.000004,0.999334,training_window
84609,C,0.000048,0.969724,training_window
84611B,C,0.000003,0.999488,training_window
84612B,C,0.000004,0.999240,training_window
84613A,C,0.000008,0.997788,training_window
84613C,C,0.000019,0.991767,training_window
84614A,C,0.000009,0.997025,training_window
84614C,C,0.000001,0.999875,training_window
84615,C,0.000056,0.961064,training_window
84616,B,0.000084,0.932743,training_window
84617,C,0.000010,0.996872,training_window
84619,B,0.000122,0.897576,training_window
84620,C,0.000056,0.961289,training_window
84621,C,0.000019,0.992186,training_window
84622,C,0.000011,0.996068,training_window
84623,C,0.000023,0.989030,training_window
84625A,B,0.000076,0.942022,training_window
84625B,C,0.000021,0.990696,training_window
84625C,C,0.000065,0.952953,training_window
84625D,C,0.000060,0.957698,training_window
84626,C,0.000003,0.999376,training_window
84627,C,0.000022,0.989762,training_window
84629,C,0.000008,0.997548,training_window
84630,C,0.000001,0.999894,training_window
84631,B,0.000080,0.936260,training_window
84632,C,0.000056,0.961959,training_window
84637,B,0.000085,0.931561,training_window
84638,B,0.000078,0.939340,training_window
84648,C,0.000001,0.999924,training_window
84653,C,0.000056,0.960895,training_window
84656,C,0.000010,0.996726,training_window
84657,C,0.000039,0.978811,training_window
84658,B,0.000072,0.945561,training_window
84659A,B,0.000089,0.928702,training_window
84660A,C,0.000023,0.989146,training_window
84660B,C,0.000042,0.976529,training_window
84660C,C,0.000059,0.958470,training_window
84661A,C,0.000014,0.994856,training_window
84661B,C,0.000020,0.991089,training_window
84661C,C,0.000009,0.997396,training_window
84663A,C,0.000040,0.977586,training_window
84664,B,0.000072,0.945633,training_window
84665,B,0.000077,0.940113,training_window
84666,C,0.000067,0.950919,training_window
84670,B,0.000160,0.858112,training_window
84671B,C,0.000023,0.989262,training_window
84673A,C,0.000020,0.991412,training_window
84673B,C,0.000023,0.989649,training_window
84674,B,0.000074,0.943594,training_window
84675,C,0.000043,0.974887,training_window
84676,B,0.000158,0.859702,training_window
84678,B,0.000083,0.933161,training_window
84679,C,0.000004,0.999341,training_window
84680,C,0.000028,0.986244,training_window
84682,C,0.000045,0.972693,training_window
84683,C,0.000039,0.978888,training_window
84684,C,0.000054,0.963334,training_window
84685,B,0.000103,0.915544,training_window
84686,B,0.000075,0.943148,training_window
84687,C,0.000064,0.953211,training_window
84688,B,0.000099,0.919367,training_window
84689,C,0.000056,0.961569,training_window
84690,C,0.000016,0.993675,training_window
84691,B,0.000167,0.852873,training_window
84692,A,0.000534,0.632223,training_window
84705A,C,0.000005,0.998881,training_window
84705B,C,0.000009,0.997209,training_window
84705C,C,0.000017,0.993178,training_window
84705D,C,0.000007,0.997916,training_window
84705F,C,0.000003,0.999604,training_window
84706A,C,0.000025,0.988555,training_window
84706B,C,0.000014,0.994799,training_window
84706C,C,0.000013,0.995393,training_window
84706D,C,0.000038,0.979726,training_window
84706F,C,0.000012,0.995679,training_window
84707A,C,0.000051,0.965864,training_window
84707B,C,0.000036,0.980720,training_window
84708B,C,0.000039,0.978966,training_window
84709A,C,0.000010,0.996546,training_window
84709B,B,0.000074,0.944112,training_window
84711A,C,0.000023,0.989582,training_window
84711B,C,0.000016,0.993496,training_window
84712B,C,0.000049,0.968953,training_window
84715,C,0.000055,0.962514,training_window
84720,C,0.000011,0.996259,training_window
84721,C,0.000007,0.998172,training_window
84723,C,0.000010,0.996920,training_window
84725,C,0.000014,0.994757,training_window
84726,C,0.000030,0.985061,training_window
84731,C,0.000000,0.999993,training_window
84732B,C,0.000001,0.999953,training_window
84732D,C,0.000000,0.999971,training_window
84741C,C,0.000028,0.986272,training_window
84743C,C,0.000001,0.999942,training_window
84744,C,0.000013,0.995354,training_window
84745A,C,0.000002,0.999722,training_window
84745B,C,0.000003,0.999653,training_window
84746,C,0.000003,0.999684,training_window
84748,B,0.000121,0.898913,training_window
84750A,B,0.000089,0.927634,training_window
84750B,B,0.000086,0.930707,training_window
84751B,C,0.000009,0.997378,training_window
84753A,C,0.000007,0.998009,training_window
84754,B,0.000184,0.841803,training_window
84755,A,0.001472,0.334813,training_window
84757,C,0.000006,0.998571,training_window
84760L,C,0.000067,0.950851,training_window
84760S,C,0.000027,0.986822,training_window
84761,C,0.000058,0.959523,training_window
84762A,C,0.000039,0.978850,training_window
84762B,C,0.000063,0.955054,training_window
84762C,C,0.000057,0.960328,training_window
84763,B,0.000143,0.875447,training_window
84765,C,0.000011,0.996431,training_window
84766,C,0.000046,0.971416,training_window
84767,C,0.000061,0.956975,training_window
84770,C,0.000032,0.983590,training_window
84773,C,0.000042,0.975566,training_window
84782A,C,0.000063,0.954739,training_window
84782B,C,0.000010,0.996882,training_window
84782C,C,0.000038,0.979081,training_window
84789,B,0.000117,0.902816,training_window
84791,B,0.000082,0.934318,training_window
84792,A,0.000628,0.585725,training_window
84795A,B,0.000128,0.892087,training_window
84795B,B,0.000155,0.862208,training_window
84795C,B,0.000207,0.823111,training_window
84795D,B,0.000116,0.903513,training_window
84795E,C,0.000006,0.998450,training_window
84796A,B,0.000139,0.880526,training_window
84796B,A,0.000304,0.753890,training_window
84797A,A,0.000268,0.780840,training_window
84797B,B,0.000156,0.861430,training_window
84798A,C,0.000029,0.985209,training_window
84798B,C,0.000037,0.980062,training_window
84798C,C,0.000003,0.999531,training_window
84799,C,0.000040,0.977986,training_window
84800L,B,0.000072,0.945273,training_window
84800M,C,0.000021,0.990780,training_window
84800S,C,0.000019,0.992205,training_window
84801A,C,0.000031,0.984521,training_window
84801B,C,0.000026,0.987672,training_window
84802A,C,0.000024,0.988913,training_window
84802B,C,0.000029,0.985385,training_window
84803A,C,0.000014,0.994771,training_window
84803B,C,0.000005,0.998821,training_window
84804A,C,0.000023,0.989239,training_window
84804B,C,0.000026,0.987437,training_window
84805A,C,0.000013,0.995250,training_window
84805B,C,0.000038,0.979801,training_window
84806A,C,0.000016,0.993772,training_window
84806B,C,0.000025,0.988207,training_window
84807,C,0.000016,0.993643,training_window
84809A,C,0.000034,0.981882,training_window
84809B,C,0.000026,0.987384,training_window
84813,B,0.000175,0.848270,training_window
84814A,C,0.000000,0.999998,training_window
84814B,C,0.000001,0.999916,training_window
84815,B,0.000089,0.928169,training_window
84816,B,0.000072,0.945129,training_window
84817,C,0.000048,0.969292,training_window
84818,B,0.000126,0.893864,training_window
84819,B,0.000078,0.938872,training_window
84820,C,0.000052,0.964825,training_window
84821,C,0.000046,0.971831,training_window
84823,B,0.000091,0.925829,training_window
84824,C,0.000048,0.969099,training_window
84826,C,0.000058,0.959581,training_window
84827,C,0.000033,0.982821,training_window
84828,B,0.000206,0.824554,training_window
84830,B,0.000090,0.927276,training_window
84832,A,0.000312,0.746793,training_window
84836,A,0.001490,0.328903,training_window
84837,B,0.000241,0.801197,training_window
84838,C,0.000024,0.988936,training_window
84839,A,0.000658,0.570953,training_window
84840,B,0.000183,0.843272,training_window
84842,C,0.000053,0.964509,training_window
84843,B,0.000083,0.933742,training_window
84845A,C,0.000000,1.000000,training_window
84845C,C,0.000004,0.999221,training_window
84845D,C,0.000004,0.999233,training_window
84846A,C,0.000038,0.979158,training_window
84847,B,0.000084,0.932826,training_window
84849A,C,0.000046,0.971647,training_window
84849B,A,0.000242,0.799988,training_window
84849D,B,0.000175,0.848445,training_window
84854,B,0.000156,0.860962,training_window
84855,C,0.000015,0.994452,training_window
84856L,B,0.000112,0.907263,training_window
84856S,B,0.000141,0.877864,training_window
84857A,C,0.000005,0.998780,training_window
84857B,C,0.000000,0.000000,default_no_train_history
84857C,C,0.000022,0.990420,training_window
84858A,C,0.000010,0.996834,training_window
84858B,C,0.000032,0.983016,training_window
84858C,C,0.000046,0.971785,training_window
84859A,C,0.000028,0.986300,training_window
84859B,C,0.000028,0.986355,training_window
84859C,C,0.000029,0.985531,training_window
84864A,C,0.000005,0.998806,training_window
84865,C,0.000044,0.973582,training_window
84867A,C,0.000009,0.997236,training_window
84867B,C,0.000002,0.999766,training_window
84868A,C,0.000001,0.999912,training_window
84868B,C,0.000003,0.999658,training_window
84869,C,0.000053,0.964456,training_window
84870B,C,0.000021,0.990759,training_window
84870C,C,0.000022,0.990334,training_window
84872A,B,0.000195,0.832166,training_window
84873A,B,0.000102,0.916462,training_window
84874B,C,0.000007,0.998192,training_window
84875A,C,0.000005,0.999041,training_window
84875B,C,0.000027,0.987064,training_window
84875D,C,0.000034,0.982188,training_window
84876B,C,0.000019,0.992168,training_window
84876C,C,0.000002,0.999776,training_window
84876D,C,0.000035,0.981292,training_window
84877A,C,0.000013,0.995197,training_window
84877B,C,0.000025,0.988056,training_window
84877D,C,0.000021,0.990633,training_window
84879,A,0.007033,0.058797,training_window
84880,A,0.000688,0.562236,training_window
84881,C,0.000025,0.988382,training_window
84882,C,0.000018,0.992850,training_window
84884A,A,0.000461,0.665430,training_window
84886,C,0.000009,0.997227,training_window
84891B,C,0.000007,0.998185,training_window
84893,C,0.000014,0.994870,training_window
84898F,C,0.000027,0.987331,training_window
84899E,C,0.000006,0.998610,training_window
84899F,C,0.000014,0.994628,training_window
84901,C,0.000035,0.981257,training_window
84902,C,0.000025,0.988530,training_window
84905,B,0.000073,0.944331,training_window
84906,C,0.000023,0.989216,training_window
84907,C,0.000065,0.952304,training_window
84908A,B,0.000079,0.938479,training_window
84908B,B,0.000079,0.937375,training_window
84909A,B,0.000210,0.821447,training_window
84910A,B,0.000083,0.933660,training_window
84912A,B,0.000201,0.827809,training_window
84912B,B,0.000183,0.842906,training_window
84913A,B,0.000146,0.872416,training_window
84913B,B,0.000105,0.913466,training_window
84914A,C,0.000012,0.995929,training_window
84915,C,0.000030,0.984793,training_window
84916,C,0.000049,0.968710,training_window
84917,C,0.000052,0.965658,training_window
84918,B,0.000075,0.942700,training_window
84919,B,0.000110,0.909593,training_window
84920,C,0.000037,0.979950,training_window
84921,C,0.000007,0.998099,training_window
84922,C,0.000059,0.958292,training_window
84923,C,0.000049,0.968856,training_window
84924A,C,0.000029,0.985705,training_window
84924D,C,0.000021,0.990966,training_window
84924F,C,0.000020,0.991432,training_window
84925A,C,0.000026,0.987954,training_window
84925C,C,0.000005,0.998692,training_window
84925D,C,0.000050,0.967332,training_window
84925E,C,0.000010,0.996766,training_window
84925F,C,0.000062,0.955932,training_window
84926A,C,0.000010,0.996892,training_window
84926B,C,0.000005,0.998826,training_window
84926C,C,0.000014,0.994742,training_window
84926D,C,0.000016,0.993883,training_window
84926E,C,0.000018,0.992352,training_window
84926F,C,0.000012,0.996010,training_window
84927A,C,0.000011,0.996237,training_window
84927D,C,0.000015,0.994526,training_window
84927E,C,0.000015,0.994180,training_window
84927F,C,0.000011,0.996181,training_window
84929,C,0.000047,0.969963,training_window
84931A,C,0.000024,0.988818,training_window
84931B,C,0.000029,0.985848,training_window
84932A,C,0.000045,0.972333,training_window
84932B,C,0.000030,0.984612,training_window
84932C,C,0.000046,0.971324,training_window
84932D,C,0.000043,0.974499,training_window
84933A,C,0.000024,0.988866,training_window
84933B,C,0.000023,0.989170,training_window
84933C,C,0.000024,0.988747,training_window
84934,C,0.000044,0.973538,training_window
84937,A,0.000406,0.695386,training_window
84942,C,0.000000,0.999984,training_window
84944,B,0.000164,0.855847,training_window
84945,A,0.000970,0.460785,training_window
84946,A,0.002542,0.188112,training_window
84947,A,0.000916,0.477781,training_window
84948,C,0.000035,0.981744,training_window
84949,A,0.001117,0.416993,training_window
84950,A,0.000264,0.784031,training_window
84951A,C,0.000043,0.974929,training_window
84951B,C,0.000049,0.968759,training_window
84952A,C,0.000022,0.990138,training_window
84952B,C,0.000042,0.976321,training_window
84952C,C,0.000052,0.965138,training_window
84962,C,0.000014,0.995090,training_window
84963A,C,0.000057,0.960041,training_window
84963B,C,0.000033,0.982656,training_window
84964A,C,0.000047,0.970058,training_window
84964B,B,0.000074,0.943371,training_window
84965A,B,0.000079,0.937613,training_window
84965B,B,0.000102,0.915852,training_window
84966A,C,0.000017,0.993247,training_window
84966B,C,0.000032,0.983145,training_window
84966C,C,0.000021,0.990863,training_window
84967A,C,0.000013,0.995263,training_window
84967B,B,0.000094,0.923798,training_window
84967C,C,0.000032,0.983559,training_window
84968A,A,0.000393,0.701772,training_window
84968B,A,0.000431,0.677496,training_window
84968C,A,0.000515,0.642669,training_window
84968D,A,0.000381,0.709894,training_window
84968E,A,0.000299,0.756294,training_window
84968F,B,0.000229,0.808738,training_window
84969,A,0.000244,0.799016,training_window
84970L,A,0.001067,0.431179,training_window
84970S,A,0.001437,0.342096,training_window
84971L,C,0.000054,0.963117,training_window
84971S,A,0.000362,0.716922,training_window
84972L,C,0.000035,0.981502,training_window
84974,C,0.000048,0.969340,training_window
84975,A,0.000246,0.798038,training_window
84976,C,0.000024,0.988795,training_window
84977,C,0.000021,0.990570,training_window
84978,A,0.001551,0.316701,training_window
84984A,C,0.000030,0.985179,training_window
84984B,C,0.000036,0.980684,training_window
84984C,C,0.000030,0.984643,training_window
84984D,C,0.000026,0.987724,training_window
84985A,B,0.000079,0.938007,training_window
84985B,C,0.000015,0.994408,training_window
84986B,C,0.000049,0.967729,training_window
84987,A,0.000755,0.526742,training_window
84988,A,0.000751,0.532760,training_window
84989A,B,0.000090,0.927186,training_window
84989B,C,0.000039,0.978302,training_window
84990,B,0.000155,0.862363,training_window
84991,A,0.001699,0.292371,training_window
84992,A,0.001057,0.433300,training_window
84993A,C,0.000044,0.973405,training_window
84993B,C,0.000019,0.992112,training_window
84997A,A,0.001148,0.407930,training_window
84997B,A,0.002293,0.216856,training_window
84997C,A,0.001954,0.250919,training_window
84997D,A,0.002210,0.225798,training_window
85006,B,0.000097,0.921033,training_window
85007,C,0.000030,0.984703,training_window
85008,B,0.000080,0.936900,training_window
85014A,A,0.001341,0.365600,training_window
85014B,A,0.001830,0.269637,training_window
85014C,B,0.000171,0.850514,training_window
85014D,A,0.000501,0.646738,training_window
85015,B,0.000119,0.900348,training_window
85016,B,0.000153,0.863901,training_window
85017A,C,0.000060,0.957817,training_window
85017B,B,0.000083,0.933328,training_window
85017C,C,0.000054,0.963443,training_window
85018A,C,0.000005,0.998925,training_window
85018B,C,0.000005,0.998929,training_window
85018C,C,0.000010,0.996930,training_window
85018D,B,0.000073,0.944259,training_window
85019A,C,0.000042,0.975398,training_window
85019B,C,0.000031,0.983684,training_window
85019C,C,0.000044,0.973184,training_window
85020,C,0.000033,0.982424,training_window
85023A,C,0.000004,0.999164,training_window
85023B,C,0.000034,0.981848,training_window
85023C,C,0.000004,0.999121,training_window
85024A,C,0.000000,0.999999,training_window
85024B,C,0.000005,0.998638,training_window
85024C,C,0.000011,0.996270,training_window
85025B,C,0.000036,0.980864,training_window
85025C,B,0.000074,0.943520,training_window
85026B,C,0.000025,0.988506,training_window
85027L,C,0.000041,0.977224,training_window
85028L,C,0.000049,0.968075,training_window
85028S,C,0.000049,0.967877,training_window
85030,C,0.000040,0.977747,training_window
85031A,B,0.000071,0.946491,training_window
85031B,C,0.000067,0.950784,training_window
85031C,B,0.000077,0.941034,training_window
85032A,C,0.000064,0.953979,training_window
85032B,C,0.000040,0.977466,training_window
85032C,C,0.000039,0.978694,training_window
85032D,B,0.000069,0.948735,training_window
85033G,C,0.000028,0.986019,training_window
85033S,C,0.000024,0.988723,training_window
85034A,B,0.000128,0.891449,training_window
85034B,B,0.000107,0.912198,training_window
85034C,B,0.000096,0.921612,training_window
85035A,B,0.000143,0.874731,training_window
85035B,B,0.000177,0.846688,training_window
85035C,B,0.000138,0.881219,training_window
85036A,B,0.000155,0.861897,training_window
85036B,B,0.000097,0.921226,training_window
85036C,C,0.000066,0.951976,training_window
85038,A,0.000336,0.731544,training_window
85039A,B,0.000097,0.921420,training_window
85039B,B,0.000128,0.890936,training_window
85039C,C,0.000032,0.983432,training_window
85040A,B,0.000217,0.816534,training_window
85040B,A,0.000289,0.763661,training_window
85041,B,0.000187,0.838465,training_window
85042,A,0.000920,0.475029,training_window
85043,C,0.000000,0.999986,training_window
85044,C,0.000060,0.957399,training_window
85045,B,0.000156,0.861118,training_window
85047,A,0.000501,0.647240,training_window
85048,A,0.000856,0.493732,training_window
85049A,A,0.000436,0.676197,training_window
85049B,B,0.000200,0.829014,training_window
85049C,B,0.000228,0.809424,training_window
85049D,B,0.000213,0.819756,training_window
85049E,A,0.000478,0.657003,training_window
85049F,B,0.000189,0.836770,training_window
85049G,A,0.000285,0.767674,training_window
85049H,B,0.000122,0.897331,training_window
85050,C,0.000008,0.997841,training_window
85053,B,0.000137,0.883417,training_window
85054,B,0.000133,0.885842,training_window
85055,B,0.000109,0.910905,training_window
85059,B,0.000143,0.874874,training_window
85060,B,0.000131,0.887955,training_window
85061W,A,0.000333,0.733547,training_window
85062,A,0.000404,0.696195,training_window
85063,A,0.000408,0.692944,training_window
85064,A,0.000564,0.620704,training_window
85065,A,0.000566,0.619010,training_window
85066,A,0.001992,0.246985,training_window
85067,A,0.000617,0.591928,training_window
85068,A,0.000500,0.647740,training_window
85069,C,0.000004,0.999252,training_window
85070,C,0.000024,0.988628,training_window
85071A,B,0.000077,0.940574,training_window
85071B,C,0.000061,0.956549,training_window
85071C,C,0.000044,0.973714,training_window
85071D,C,0.000031,0.984090,training_window
85072,C,0.000005,0.998866,training_window
85077,C,0.000000,0.999976,training_window
85078,C,0.000042,0.976238,training_window
85079,C,0.000002,0.999709,training_window
85080,C,0.000004,0.999172,training_window
85081,C,0.000003,0.999372,training_window
85083,C,0.000001,0.999925,training_window
85084,C,0.000051,0.966224,training_window
85086A,C,0.000035,0.981433,training_window
85087,C,0.000067,0.951052,training_window
85088,C,0.000028,0.986216,training_window
85089,C,0.000022,0.990377,training_window
85090,C,0.000042,0.975735,training_window
85091,C,0.000041,0.976612,training_window
85092,C,0.000047,0.970906,training_window
85093,B,0.000077,0.940267,training_window
85094,C,0.000022,0.989672,training_window
85095,C,0.000009,0.997090,training_window
85096,C,0.000047,0.970624,training_window
85097B,C,0.000031,0.983716,training_window
85098B,B,0.000110,0.910142,training_window
85099B,A,0.009426,0.044563,training_window
85099C,A,0.003286,0.114056,training_window
85099F,A,0.003796,0.096670,training_window
85103,B,0.000129,0.890551,training_window
85104,C,0.000044,0.973758,training_window
85106,B,0.000104,0.913989,training_window
85107,B,0.000136,0.883689,training_window
85109,C,0.000036,0.981079,training_window
85110,B,0.000086,0.930964,training_window
85111,C,0.000046,0.971739,training_window
85112,C,0.000031,0.984121,training_window
85113,C,0.000045,0.973095,training_window
85114A,B,0.000137,0.882733,training_window
85114B,A,0.000249,0.794578,training_window
85114C,B,0.000149,0.868426,training_window
85115B,C,0.000001,0.999926,training_window
85116,B,0.000145,0.873579,training_window
85117,C,0.000045,0.972827,training_window
85118,B,0.000085,0.931391,training_window
85119,C,0.000043,0.975058,training_window
85121B,B,0.000070,0.947057,training_window
85121C,B,0.000069,0.948874,training_window
85123A,A,0.016052,0.035137,training_window
85123B,C,0.000000,0.999974,training_window
85124A,B,0.000082,0.934237,training_window
85124B,C,0.000063,0.954296,training_window
85124C,B,0.000081,0.934726,training_window
85125,B,0.000078,0.939184,training_window
85126,B,0.000080,0.935939,training_window
85127,B,0.000090,0.926916,training_window
85128,C,0.000014,0.994785,training_window
85129A,C,0.000043,0.974972,training_window
85129B,C,0.000022,0.989962,training_window
85129C,C,0.000035,0.981327,training_window
85129D,B,0.000081,0.934970,training_window
85130A,B,0.000088,0.928968,training_window
85130B,C,0.000021,0.990464,training_window
85130C,C,0.000030,0.984972,training_window
85130D,C,0.000042,0.975313,training_window
85131A,B,0.000105,0.912940,training_window
85131B,C,0.000033,0.982788,training_window
85131C,C,0.000018,0.992745,training_window
85131D,C,0.000056,0.961680,training_window
85132A,A,0.000398,0.699001,training_window
85132B,B,0.000183,0.843089,training_window
85132C,A,0.000270,0.777615,training_window
85135A,C,0.000048,0.969916,training_window
85135B,B,0.000080,0.936820,training_window
85135C,B,0.000070,0.948248,training_window
85136A,C,0.000065,0.952500,training_window
85136B,C,0.000036,0.981150,training_window
85136C,B,0.000093,0.924265,training_window
85141,B,0.000096,0.922475,training_window
85142,C,0.000038,0.979537,training_window
85144,B,0.000079,0.938243,training_window
85145,C,0.000061,0.956854,training_window
85146,C,0.000045,0.972468,training_window
85147,C,0.000023,0.989536,training_window
85150,A,0.001264,0.384991,training_window
85151,C,0.000004,0.999185,training_window
85152,A,0.001623,0.307230,training_window
85157,C,0.000001,0.999927,training_window
85159A,B,0.000070,0.948109,training_window
85159B,B,0.000070,0.947969,training_window
85160A,B,0.000122,0.897698,training_window
85160B,B,0.000077,0.940728,training_window
85161,C,0.000047,0.970765,training_window
85162A,B,0.000093,0.924636,training_window
85162B,B,0.000143,0.875161,training_window
85162C,B,0.000139,0.880942,training_window
85163A,C,0.000060,0.957278,training_window
85163B,B,0.000083,0.933990,training_window
85164B,B,0.000139,0.879971,training_window
85165,C,0.000066,0.952042,training_window
85166A,C,0.000012,0.995787,training_window
85166B,C,0.000065,0.952630,training_window
85167A,C,0.000030,0.984912,training_window
85167B,B,0.000107,0.911984,training_window
85168A,C,0.000016,0.993480,training_window
85168B,C,0.000030,0.985091,training_window
85169A,B,0.000086,0.930535,training_window
85169B,C,0.000029,0.985238,training_window
85169C,C,0.000040,0.977707,training_window
85169D,C,0.000039,0.978577,training_window
85170A,B,0.000119,0.900111,training_window
85170B,C,0.000027,0.987171,training_window
85170C,C,0.000059,0.958882,training_window
85170D,B,0.000079,0.938401,training_window
85171,C,0.000000,0.999996,training_window
85172,B,0.000146,0.872561,training_window
85173,B,0.000110,0.909042,training_window
85174,A,0.000448,0.670895,training_window
85175,A,0.000429,0.677925,training_window
85176,B,0.000130,0.889130,training_window
85177,B,0.000097,0.920742,training_window
85178,A,0.000344,0.725768,training_window
85179A,C,0.000017,0.993297,training_window
85179B,B,0.000079,0.937059,training_window
85179C,C,0.000007,0.998105,training_window
85180A,B,0.000107,0.911769,training_window
85180B,C,0.000066,0.951185,training_window
85183A,B,0.000128,0.891705,training_window
85183B,B,0.000143,0.874444,training_window
85184B,C,0.000003,0.999506,training_window
85184C,A,0.000329,0.736857,training_window
85184D,A,0.000342,0.726797,training_window
85185B,B,0.000101,0.916767,training_window
85185C,C,0.000013,0.995367,training_window
85185D,C,0.000048,0.969820,training_window
85185E,C,0.000001,0.999937,training_window
85185F,C,0.000008,0.997581,training_window
85186A,C,0.000052,0.965710,training_window
85186B,C,0.000000,0.999979,training_window
85186C,C,0.000049,0.968905,training_window
85187,C,0.000055,0.963008,training_window
85188A,C,0.000062,0.956180,training_window
85188B,C,0.000050,0.967482,training_window
85189,B,0.000073,0.944404,training_window
85190,C,0.000009,0.997146,training_window
85192S,C,0.000000,0.999998,training_window
85194L,B,0.000117,0.902466,training_window
85194S,C,0.000057,0.960726,training_window
85195,C,0.000020,0.991150,training_window
85196,C,0.000063,0.955682,training_window
85197,B,0.000072,0.946135,training_window
85198,B,0.000111,0.908821,training_window
85199L,B,0.000140,0.879271,training_window
85199S,B,0.000137,0.883144,training_window
85200,B,0.000099,0.918972,training_window
85202,C,0.000039,0.978499,training_window
85203,C,0.000043,0.974542,training_window
85204,C,0.000017,0.992990,training_window
85205A,C,0.000013,0.995431,training_window
85205B,C,0.000050,0.966882,training_window
85206A,A,0.000300,0.755994,training_window
85206B,B,0.000186,0.839212,training_window
85208,C,0.000051,0.966377,training_window
85211,C,0.000029,0.985618,training_window
85212,C,0.000050,0.966731,training_window
85213,C,0.000047,0.970812,training_window
85214,C,0.000057,0.960669,training_window
85215,C,0.000045,0.972378,training_window
85216,B,0.000161,0.857630,training_window
85217,B,0.000149,0.868724,training_window
85218,C,0.000047,0.970530,training_window
85220,A,0.000517,0.640089,training_window
85221,B,0.000127,0.893105,training_window
85222,B,0.000119,0.900229,training_window
85224,B,0.000084,0.932406,training_window
85225,C,0.000001,0.999883,training_window
85226A,B,0.000070,0.947549,training_window
85226C,C,0.000039,0.978381,training_window
85227,B,0.000169,0.851362,training_window
85230A,C,0.000029,0.985473,training_window
85230B,C,0.000025,0.988005,training_window
85230C,C,0.000001,0.999968,training_window
85230D,C,0.000001,0.999969,training_window
85230E,C,0.000040,0.978144,training_window
85230F,C,0.000053,0.964298,training_window
85230G,C,0.000022,0.989895,training_window
85231B,B,0.000109,0.910797,training_window
85231E,C,0.000052,0.964877,training_window
85231G,B,0.000079,0.937455,training_window
85231L,C,0.000063,0.954928,training_window
85232A,B,0.000143,0.875017,training_window
85232B,A,0.001172,0.405611,training_window
85232C,C,0.000000,0.999987,training_window
85232D,B,0.000234,0.806888,training_window
90000A,C,0.000010,0.996473,training_window
90000B,C,0.000010,0.996607,training_window
90000C,C,0.000001,0.999935,training_window
90000D,C,0.000018,0.992780,training_window
90001A,C,0.000003,0.999674,training_window
90001B,C,0.000003,0.999671,training_window
90001C,C,0.000003,0.999466,training_window
90001D,C,0.000005,0.998939,training_window
90002A,C,0.000010,0.996597,training_window
90002B,C,0.000006,0.998365,training_window
90002C,C,0.000009,0.997053,training_window
90002D,C,0.000028,0.986576,training_window
90002E,C,0.000005,0.998801,training_window
90003B,C,0.000010,0.996844,training_window
90003C,C,0.000008,0.997694,training_window
90003D,C,0.000012,0.995941,training_window
90003E,C,0.000003,0.999383,training_window
90004A,C,0.000000,0.999992,training_window
90005A,C,0.000016,0.993545,training_window
90010A,C,0.000023,0.989468,training_window
90010B,C,0.000043,0.974282,training_window
90010E,C,0.000028,0.986103,training_window
90011A,C,0.000003,0.999576,training_window
90011B,C,0.000003,0.999570,training_window
90011C,C,0.000002,0.999747,training_window
90011D,C,0.000001,0.999936,training_window
90011E,C,0.000001,0.999880,training_window
90012A,C,0.000004,0.999256,training_window
90012B,C,0.000004,0.999263,training_window
90013A,C,0.000023,0.988983,training_window
90013B,C,0.000026,0.987411,training_window
90013C,C,0.000020,0.991472,training_window
90013D,C,0.000013,0.995276,training_window
90013E,C,0.000001,0.999959,training_window
90014A,C,0.000031,0.984491,training_window
90014B,C,0.000022,0.989784,training_window
90014C,C,0.000019,0.992093,training_window
90016A,C,0.000011,0.996314,training_window
90016B,C,0.000014,0.994841,training_window
90016C,C,0.000010,0.996911,training_window
90018A,C,0.000014,0.994657,training_window
90018B,C,0.000008,0.997523,training_window
90018C,C,0.000005,0.998654,training_window
90019A,C,0.000017,0.993230,training_window
90019B,C,0.000007,0.998166,training_window
90019C,C,0.000013,0.995494,training_window
90020,C,0.000005,0.998934,training_window
90021,C,0.000004,0.999050,training_window
90022,C,0.000007,0.998071,training_window
90023,C,0.000008,0.997515,training_window
90024A,C,0.000003,0.999459,training_window
90024B,C,0.000012,0.995999,training_window
90024C,C,0.000006,0.998283,training_window
90024D,C,0.000009,0.997263,training_window
90024E,C,0.000010,0.996576,training_window
90024F,C,0.000004,0.999248,training_window
90025A,C,0.000000,0.999992,training_window
90025B,C,0.000001,0.999940,training_window
90025C,C,0.000002,0.999821,training_window
